date,plot_id,crop,env_stability_90,env_stability_category,plot_health_90,plot_health_category,risk_score_90,risk_category,final_score_90,plot_score_category,plot_score_90,treatment,treatment_block,row_orientation,plot_area_m2,plant_density_plants_m2,greenhouse_id,farm_id,structure_type,heating_system,irrigation_system,farm_name,region,climate_zone,production_system
2025-07-28,P0009,Strawberry,60.52031781354361,Good,61.91382962000399,Good,32.879999999999995,Moderate,66.21144974270155,Good,66.21144974270155,Integrated Pest,C,North,13.7,22.51,GH018,F06,Glass,Heat Pump,EBB-Flow,BC Harvest 6,Maple Ridge,Interior,Greenhouse
2025-07-29,P0009,Strawberry,49.887155343175756,Fair,64.7964637702352,Good,41.44,Elevated,63.68120923310118,Good,63.68120923310118,Integrated Pest,C,North,13.7,22.51,GH018,F06,Glass,Heat Pump,EBB-Flow,BC Harvest 6,Maple Ridge,Interior,Greenhouse
2025-07-30,P0009,Strawberry,51.58550130839483,Fair,75.11353559798054,Excellent,35.120000000000005,Moderate,69.7279339398209,Good,69.7279339398209,Integrated Pest,C,North,13.7,22.51,GH018,F06,Glass,Heat Pump,EBB-Flow,BC Harvest 6,Maple Ridge,Interior,Greenhouse
2025-07-31,P0009,Strawberry,51.92471332457596,Fair,71.69078437124915,Good,32.32,Moderate,68.06480525812609,Good,68.06480525812609,Integrated Pest,C,North,13.7,22.51,GH018,F06,Glass,Heat Pump,EBB-Flow,BC Harvest 6,Maple Ridge,Interior,Greenhouse
2025-08-01,P0009,Strawberry,57.225311289777636,Good,73.20151145444841,Excellent,26.4,Moderate,70.8694059744339,Good,70.8694059744339,Integrated Pest,C,North,13.7,22.51,GH018,F06,Glass,Heat Pump,EBB-Flow,BC Harvest 6,Maple Ridge,Interior,Greenhouse
2025-08-02,P0009,Strawberry,55.2032474038209,Good,68.41820262655138,Good,29.68,Moderate,67.59692315239309,Good,67.59692315239309,Integrated Pest,C,North,13.7,22.51,GH018,F06,Glass,Heat Pump,EBB-Flow,BC Harvest 6,Maple Ridge,Interior,Greenhouse
2025-08-03,P0009,Strawberry,44.44519649221951,Fair,80.87630240549336,Excellent,27.92,Moderate,70.03250488515457,Good,70.03250488515457,Integrated Pest,C,North,13.7,22.51,GH018,F06,Glass,Heat Pump,EBB-Flow,BC Harvest 6,Maple Ridge,Interior,Greenhouse
2025-08-04,P0009,Strawberry,43.71852096895912,Fair,73.66780980724754,Excellent,32.64,Moderate,65.98241680402897,Good,65.98241680402897,Integrated Pest,C,North,13.7,22.51,GH018,F06,Glass,Heat Pump,EBB-Flow,BC Harvest 6,Maple Ridge,Interior,Greenhouse
2025-08-05,P0009,Strawberry,57.520286378046166,Good,71.93634412412875,Good,21.6,Moderate,70.3190821470464,Good,70.3190821470464,Integrated Pest,C,North,13.7,22.51,GH018,F06,Glass,Heat Pump,EBB-Flow,BC Harvest 6,Maple Ridge,Interior,Greenhouse
2025-08-06,P0009,Strawberry,50.669597030814245,Fair,58.70241117691034,Good,28.72,Moderate,60.7878913746406,Good,60.7878913746406,Integrated Pest,C,North,13.7,22.51,GH018,F06,Glass,Heat Pump,EBB-Flow,BC Harvest 6,Maple Ridge,Interior,Greenhouse
2025-08-07,P0009,Strawberry,52.184247458318424,Fair,33.70825801904185,Poor,40.16,Elevated,43.51482693624477,Fair,43.51482693624477,Integrated Pest,C,North,13.7,22.51,GH018,F06,Glass,Heat Pump,EBB-Flow,BC Harvest 6,Maple Ridge,Interior,Greenhouse
2025-08-08,P0009,Strawberry,35.6708372178353,Poor,50.67177480550265,Fair,51.44,Elevated,50.88551699825847,Fair,50.88551699825847,Integrated Pest,C,North,13.7,22.51,GH018,F06,Glass,Heat Pump,EBB-Flow,BC Harvest 6,Maple Ridge,Interior,Greenhouse
2025-08-09,P0009,Strawberry,39.430555302583954,Fair,70.79843569258284,Good,43.76,Elevated,62.85118286927141,Good,62.85118286927141,Integrated Pest,C,North,13.7,22.51,GH018,F06,Glass,Heat Pump,EBB-Flow,BC Harvest 6,Maple Ridge,Interior,Greenhouse
2025-08-10,P0009,Strawberry,46.95907824535276,Fair,54.709570595276176,Good,48.16,Elevated,57.28783032920956,Good,57.28783032920956,Integrated Pest,C,North,13.7,22.51,GH018,F06,Glass,Heat Pump,EBB-Flow,BC Harvest 6,Maple Ridge,Interior,Greenhouse
2025-08-11,P0009,Strawberry,50.88516721718623,Fair,73.6619796743363,Excellent,44.08,Elevated,68.70191578850472,Good,68.70191578850472,Integrated Pest,C,North,13.7,22.51,GH018,F06,Glass,Heat Pump,EBB-Flow,BC Harvest 6,Maple Ridge,Interior,Greenhouse
2025-08-12,P0009,Strawberry,43.199163685661865,Fair,64.07728831963374,Good,47.92,Elevated,60.76396823929477,Good,60.76396823929477,Integrated Pest,C,North,13.7,22.51,GH018,F06,Glass,Heat Pump,EBB-Flow,BC Harvest 6,Maple Ridge,Interior,Greenhouse
2025-08-13,P0009,Strawberry,40.778075152504,Fair,71.27548030976098,Good,46,Elevated,63.6128531112914,Good,63.6128531112914,Integrated Pest,C,North,13.7,22.51,GH018,F06,Glass,Heat Pump,EBB-Flow,BC Harvest 6,Maple Ridge,Interior,Greenhouse
2025-08-14,P0009,Strawberry,40.17065475598727,Fair,74.7646195833964,Excellent,42.56,Elevated,65.20884926186856,Good,65.20884926186856,Integrated Pest,C,North,13.7,22.51,GH018,F06,Glass,Heat Pump,EBB-Flow,BC Harvest 6,Maple Ridge,Interior,Greenhouse
2025-08-15,P0009,Strawberry,57.009143108873914,Good,65.75773793376729,Good,28.24,Moderate,66.89007343715082,Good,66.89007343715082,Integrated Pest,C,North,13.7,22.51,GH018,F06,Glass,Heat Pump,EBB-Flow,BC Harvest 6,Maple Ridge,Interior,Greenhouse
2025-08-16,P0009,Strawberry,56.81116142628251,Good,74.86898731490746,Excellent,26.88,Moderate,71.58508620876029,Good,71.58508620876029,Integrated Pest,C,North,13.7,22.51,GH018,F06,Glass,Heat Pump,EBB-Flow,BC Harvest 6,Maple Ridge,Interior,Greenhouse
2025-08-17,P0009,Strawberry,54.65522652398952,Good,71.53055101072022,Good,30.4,Moderate,69.01821459950102,Good,69.01821459950102,Integrated Pest,C,North,13.7,22.51,GH018,F06,Glass,Heat Pump,EBB-Flow,BC Harvest 6,Maple Ridge,Interior,Greenhouse
2025-08-18,P0009,Strawberry,53.581998040250035,Fair,76.57062180798438,Excellent,24.96,Moderate,71.24924927111584,Good,71.24924927111584,Integrated Pest,C,North,13.7,22.51,GH018,F06,Glass,Heat Pump,EBB-Flow,BC Harvest 6,Maple Ridge,Interior,Greenhouse
2025-08-19,P0009,Strawberry,65.87829078743275,Good,65.40617560055681,Good,27.6,Moderate,70.07532982123107,Good,70.07532982123107,Integrated Pest,C,North,13.7,22.51,GH018,F06,Glass,Heat Pump,EBB-Flow,BC Harvest 6,Maple Ridge,Interior,Greenhouse
2025-08-20,P0009,Strawberry,77.73932530993488,Excellent,70.52994092706984,Good,20.72,Moderate,67.72386704943847,Good,67.72386704943847,Integrated Pest,C,North,13.7,22.51,GH018,F06,Glass,Heat Pump,EBB-Flow,BC Harvest 6,Maple Ridge,Interior,Greenhouse
2025-08-21,P0009,Strawberry,70.06817881556148,Good,75.59427774546864,Excellent,21.04,Moderate,77.0010488539804,Excellent,77.0010488539804,Integrated Pest,C,North,13.7,22.51,GH018,F06,Glass,Heat Pump,EBB-Flow,BC Harvest 6,Maple Ridge,Interior,Greenhouse
2025-08-22,P0009,Strawberry,61.50808988422268,Good,73.50057651668371,Excellent,24.16,Moderate,72.65297566839476,Excellent,72.65297566839476,Integrated Pest,C,North,13.7,22.51,GH018,F06,Glass,Heat Pump,EBB-Flow,BC Harvest 6,Maple Ridge,Interior,Greenhouse
2025-08-23,P0009,Strawberry,63.09419149436976,Good,58.28219885756872,Good,23.92,Moderate,65.28789152127905,Good,65.28789152127905,Integrated Pest,C,North,13.7,22.51,GH018,F06,Glass,Heat Pump,EBB-Flow,BC Harvest 6,Maple Ridge,Interior,Greenhouse
2025-08-24,P0009,Strawberry,36.39337810936259,Fair,64.45014114511784,Good,42.24,Elevated,58.37371325828563,Good,58.37371325828563,Integrated Pest,C,North,13.7,22.51,GH018,F06,Glass,Heat Pump,EBB-Flow,BC Harvest 6,Maple Ridge,Interior,Greenhouse
2025-08-25,P0009,Strawberry,39.44140536789611,Fair,77.71110720208831,Excellent,36.8,Elevated,66.47445650732769,Good,66.47445650732769,Integrated Pest,C,North,13.7,22.51,GH018,F06,Glass,Heat Pump,EBB-Flow,BC Harvest 6,Maple Ridge,Interior,Greenhouse
2025-08-26,P0009,Strawberry,44.48230515744914,Fair,51.96516485074026,Fair,44.4,Elevated,54.91008151223157,Good,54.91008151223157,Integrated Pest,C,North,13.7,22.51,GH018,F06,Glass,Heat Pump,EBB-Flow,BC Harvest 6,Maple Ridge,Interior,Greenhouse
2025-08-27,P0009,Strawberry,47.466520290695925,Fair,41.35810579179214,Fair,49.76,Elevated,45.66750453648866,Fair,45.66750453648866,Integrated Pest,C,North,13.7,22.51,GH018,F06,Glass,Heat Pump,EBB-Flow,BC Harvest 6,Maple Ridge,Interior,Greenhouse
2025-08-28,P0009,Strawberry,41.74578524625737,Fair,27.958700375852587,Poor,62.4,High,38.04435519772908,Fair,38.04435519772908,Integrated Pest,C,North,13.7,22.51,GH018,F06,Glass,Heat Pump,EBB-Flow,BC Harvest 6,Maple Ridge,Interior,Greenhouse
2025-08-29,P0009,Strawberry,34.109857216636414,Poor,52.78097718677833,Fair,57.12,High,51.39679303621421,Fair,51.39679303621421,Integrated Pest,C,North,13.7,22.51,GH018,F06,Glass,Heat Pump,EBB-Flow,BC Harvest 6,Maple Ridge,Interior,Greenhouse
2025-08-30,P0009,Strawberry,36.7479367538523,Fair,52.78813353244444,Fair,58.8,High,52.40272499979425,Fair,52.40272499979425,Integrated Pest,C,North,13.7,22.51,GH018,F06,Glass,Heat Pump,EBB-Flow,BC Harvest 6,Maple Ridge,Interior,Greenhouse
2025-08-31,P0009,Strawberry,47.68522397625821,Fair,74.59804337284375,Excellent,41.28,Elevated,67.97636225512505,Good,67.97636225512505,Integrated Pest,C,North,13.7,22.51,GH018,F06,Glass,Heat Pump,EBB-Flow,BC Harvest 6,Maple Ridge,Interior,Greenhouse
2025-09-01,P0009,Strawberry,52.55919734005475,Fair,64.8111502020617,Good,41.2,Elevated,64.70398566367297,Good,64.70398566367297,Integrated Pest,C,North,13.7,22.51,GH018,F06,Glass,Heat Pump,EBB-Flow,BC Harvest 6,Maple Ridge,Interior,Greenhouse
2025-09-02,P0009,Strawberry,56.079333225354546,Good,68.59871915431893,Good,40.8,Elevated,68.0242511407335,Good,68.0242511407335,Integrated Pest,C,North,13.7,22.51,GH018,F06,Glass,Heat Pump,EBB-Flow,BC Harvest 6,Maple Ridge,Interior,Greenhouse
2025-09-03,P0009,Strawberry,57.846734313935116,Good,59.85180956082244,Good,43.2,Elevated,64.11619948864686,Good,64.11619948864686,Integrated Pest,C,North,13.7,22.51,GH018,F06,Glass,Heat Pump,EBB-Flow,BC Harvest 6,Maple Ridge,Interior,Greenhouse
2025-09-04,P0009,Strawberry,47.758161577619084,Fair,76.70946430535076,Excellent,43.36,Elevated,69.10951200153818,Good,69.10951200153818,Integrated Pest,C,North,13.7,22.51,GH018,F06,Glass,Heat Pump,EBB-Flow,BC Harvest 6,Maple Ridge,Interior,Greenhouse
2025-09-05,P0009,Strawberry,49.34937413085927,Fair,72.64231659085335,Excellent,44.08,Elevated,67.58463238224721,Good,67.58463238224721,Integrated Pest,C,North,13.7,22.51,GH018,F06,Glass,Heat Pump,EBB-Flow,BC Harvest 6,Maple Ridge,Interior,Greenhouse
2025-09-06,P0009,Strawberry,52.30590560609019,Fair,76.42909846467045,Excellent,39.519999999999996,Elevated,70.69037699153631,Good,70.69037699153631,Integrated Pest,C,North,13.7,22.51,GH018,F06,Glass,Heat Pump,EBB-Flow,BC Harvest 6,Maple Ridge,Interior,Greenhouse
2025-09-07,P0009,Strawberry,53.19576984744993,Fair,67.26589091567325,Good,42.32,Elevated,66.23100198019245,Good,66.23100198019245,Integrated Pest,C,North,13.7,22.51,GH018,F06,Glass,Heat Pump,EBB-Flow,BC Harvest 6,Maple Ridge,Interior,Greenhouse
2025-09-08,P0009,Strawberry,40.90726070645063,Fair,72.04965934427813,Excellent,44.08,Elevated,64.0672536324661,Good,64.0672536324661,Integrated Pest,C,North,13.7,22.51,GH018,F06,Glass,Heat Pump,EBB-Flow,BC Harvest 6,Maple Ridge,Interior,Greenhouse
2025-09-09,P0009,Strawberry,44.54902706456726,Fair,72.45324575316872,Excellent,43.2,Elevated,65.66203041745868,Good,65.66203041745868,Integrated Pest,C,North,13.7,22.51,GH018,F06,Glass,Heat Pump,EBB-Flow,BC Harvest 6,Maple Ridge,Interior,Greenhouse
2025-09-10,P0009,Strawberry,41.87563065429605,Fair,72.49793014560188,Excellent,44.96,Elevated,64.66982324540149,Good,64.66982324540149,Integrated Pest,C,North,13.7,22.51,GH018,F06,Glass,Heat Pump,EBB-Flow,BC Harvest 6,Maple Ridge,Interior,Greenhouse
2025-09-11,P0009,Strawberry,58.33114598171362,Good,72.111221613547,Excellent,26.08,Moderate,70.71867888193484,Good,70.71867888193484,Integrated Pest,C,North,13.7,22.51,GH018,F06,Glass,Heat Pump,EBB-Flow,BC Harvest 6,Maple Ridge,Interior,Greenhouse
2025-09-12,P0009,Strawberry,58.26628744784849,Good,70.41688550247167,Good,29.2,Moderate,69.80696443125683,Good,69.80696443125683,Integrated Pest,C,North,13.7,22.51,GH018,F06,Glass,Heat Pump,EBB-Flow,BC Harvest 6,Maple Ridge,Interior,Greenhouse
2025-02-21,P0010,Strawberry,48.53303359232946,Fair,65.79176058104494,Good,31.28,Moderate,59.1828845512837,Good,59.1828845512837,High N,A,North,14.83,21.09,GH013,F08,Glass,Heat Pump,Drip,BC Harvest 8,Langley,Coastal,Mixed
2025-02-22,P0010,Strawberry,51.761293113805664,Fair,65.28416017507888,Good,29.84,Moderate,60.11077223420343,Good,60.11077223420343,High N,A,North,14.83,21.09,GH013,F08,Glass,Heat Pump,Drip,BC Harvest 8,Langley,Coastal,Mixed
2025-02-23,P0010,Strawberry,52.75434155471251,Fair,68.95475426706818,Good,29.2,Moderate,62.646572415896124,Good,62.646572415896124,High N,A,North,14.83,21.09,GH013,F08,Glass,Heat Pump,Drip,BC Harvest 8,Langley,Coastal,Mixed
2025-02-24,P0010,Strawberry,57.41055137594059,Good,65.2654725902203,Good,30.96,Moderate,62.245890570452545,Good,62.245890570452545,High N,A,North,14.83,21.09,GH013,F08,Glass,Heat Pump,Drip,BC Harvest 8,Langley,Coastal,Mixed
2025-02-25,P0010,Strawberry,61.51299824657685,Good,59.79468154266383,Good,34.480000000000004,Moderate,60.587194766078724,Good,60.587194766078724,High N,A,North,14.83,21.09,GH013,F08,Glass,Heat Pump,Drip,BC Harvest 8,Langley,Coastal,Mixed
2025-02-26,P0010,Strawberry,54.181340324583196,Good,63.18930906702355,Good,34,Moderate,59.798219473382105,Good,59.798219473382105,High N,A,North,14.83,21.09,GH013,F08,Glass,Heat Pump,Drip,BC Harvest 8,Langley,Coastal,Mixed
2025-02-27,P0010,Strawberry,54.680061953941546,Good,53.50281213261538,Fair,36.8,Elevated,54.29138699508726,Good,54.29138699508726,High N,A,North,14.83,21.09,GH013,F08,Glass,Heat Pump,Drip,BC Harvest 8,Langley,Coastal,Mixed
2025-02-28,P0010,Strawberry,57.636600567058565,Good,41.05872631723794,Fair,38.480000000000004,Elevated,41.91878287805006,Fair,41.91878287805006,High N,A,North,14.83,21.09,GH013,F08,Glass,Heat Pump,Drip,BC Harvest 8,Langley,Coastal,Mixed
2025-03-01,P0010,Strawberry,59.77972219316818,Good,53.67425600506683,Fair,37.519999999999996,Elevated,56.32952716943985,Good,56.32952716943985,High N,A,North,14.83,21.09,GH013,F08,Glass,Heat Pump,Drip,BC Harvest 8,Langley,Coastal,Mixed
2025-03-02,P0010,Strawberry,63.44995720422312,Good,36.91929783809165,Fair,44.4,Elevated,44.08867968445147,Fair,44.08867968445147,High N,A,North,14.83,21.09,GH013,F08,Glass,Heat Pump,Drip,BC Harvest 8,Langley,Coastal,Mixed
2025-03-03,P0010,Strawberry,64.81680276979402,Good,54.229321899925836,Good,41.04,Elevated,58.56948863588768,Good,58.56948863588768,High N,A,North,14.83,21.09,GH013,F08,Glass,Heat Pump,Drip,BC Harvest 8,Langley,Coastal,Mixed
2025-03-04,P0010,Strawberry,65.76712398130964,Good,49.464389647702994,Fair,48.16,Elevated,56.12841667280845,Good,56.12841667280845,High N,A,North,14.83,21.09,GH013,F08,Glass,Heat Pump,Drip,BC Harvest 8,Langley,Coastal,Mixed
2025-03-05,P0010,Strawberry,62.15958634294263,Good,52.98328321663819,Fair,51.44,Elevated,56.82728132539435,Good,56.82728132539435,High N,A,North,14.83,21.09,GH013,F08,Glass,Heat Pump,Drip,BC Harvest 8,Langley,Coastal,Mixed
2025-03-06,P0010,Strawberry,60.80042465332983,Good,64.1824332281251,Good,49.68,Elevated,62.896778333630635,Good,62.896778333630635,High N,A,North,14.83,21.09,GH013,F08,Glass,Heat Pump,Drip,BC Harvest 8,Langley,Coastal,Mixed
2025-03-07,P0010,Strawberry,54.9708366673819,Good,54.01652551882778,Good,54.72,High,31.623474759711115,Poor,31.623474759711115,High N,A,North,14.83,21.09,GH013,F08,Glass,Heat Pump,Drip,BC Harvest 8,Langley,Coastal,Mixed
2025-03-08,P0010,Strawberry,58.74549879145567,Good,46.035955037022845,Fair,51.52,Elevated,51.44481417725486,Fair,51.44481417725486,High N,A,North,14.83,21.09,GH013,F08,Glass,Heat Pump,Drip,BC Harvest 8,Langley,Coastal,Mixed
2025-03-09,P0010,Strawberry,55.365825465952085,Good,50.81001707959088,Fair,47.28,Elevated,52.96836369016865,Fair,52.96836369016865,High N,A,North,14.83,21.09,GH013,F08,Glass,Heat Pump,Drip,BC Harvest 8,Langley,Coastal,Mixed
2025-03-10,P0010,Strawberry,50.19884215630891,Fair,49.24201866815838,Fair,44,Elevated,50.08338274420111,Fair,50.08338274420111,High N,A,North,14.83,21.09,GH013,F08,Glass,Heat Pump,Drip,BC Harvest 8,Langley,Coastal,Mixed
2025-03-11,P0010,Strawberry,51.07670102546314,Fair,52.23118762230492,Fair,49.84,Elevated,52.174700847600235,Fair,52.174700847600235,High N,A,North,14.83,21.09,GH013,F08,Glass,Heat Pump,Drip,BC Harvest 8,Langley,Coastal,Mixed
2025-03-12,P0010,Strawberry,47.472144989288665,Fair,55.219592287918054,Good,49.12,Elevated,52.562736065614835,Fair,52.562736065614835,High N,A,North,14.83,21.09,GH013,F08,Glass,Heat Pump,Drip,BC Harvest 8,Langley,Coastal,Mixed
2025-03-13,P0010,Strawberry,48.635254046811866,Fair,53.27259919671594,Fair,50.08,Elevated,51.85963276265908,Fair,51.85963276265908,High N,A,North,14.83,21.09,GH013,F08,Glass,Heat Pump,Drip,BC Harvest 8,Langley,Coastal,Mixed
2025-03-14,P0010,Strawberry,58.57328101820604,Good,51.264631327688164,Fair,47.12,Elevated,54.45419317089941,Good,54.45419317089941,High N,A,North,14.83,21.09,GH013,F08,Glass,Heat Pump,Drip,BC Harvest 8,Langley,Coastal,Mixed
2025-03-15,P0010,Strawberry,42.8227786819209,Fair,44.54272919090452,Fair,61.92,High,44.517786329202565,Fair,44.517786329202565,High N,A,North,14.83,21.09,GH013,F08,Glass,Heat Pump,Drip,BC Harvest 8,Langley,Coastal,Mixed
2025-03-16,P0010,Strawberry,35.820824651765236,Poor,40.42130387691357,Fair,67.84,High,35.46609549820326,Poor,35.46609549820326,High N,A,North,14.83,21.09,GH013,F08,Glass,Heat Pump,Drip,BC Harvest 8,Langley,Coastal,Mixed
2025-03-17,P0010,Strawberry,27.2600500611265,Poor,46.62263735252875,Fair,68.16,High,39.82875251480556,Fair,39.82875251480556,High N,A,North,14.83,21.09,GH013,F08,Glass,Heat Pump,Drip,BC Harvest 8,Langley,Coastal,Mixed
2025-03-18,P0010,Strawberry,36.825503423677105,Fair,51.0017385397397,Fair,59.6,High,46.03778894399679,Fair,46.03778894399679,High N,A,North,14.83,21.09,GH013,F08,Glass,Heat Pump,Drip,BC Harvest 8,Langley,Coastal,Mixed
2025-03-19,P0010,Strawberry,34.96191374044373,Poor,42.94841376971878,Fair,62.56,High,34.46082043661204,Poor,34.46082043661204,High N,A,North,14.83,21.09,GH013,F08,Glass,Heat Pump,Drip,BC Harvest 8,Langley,Coastal,Mixed
2025-03-20,P0010,Strawberry,34.942320478419106,Poor,49.212467234513525,Fair,61.68,High,44.27017447840496,Fair,44.27017447840496,High N,A,North,14.83,21.09,GH013,F08,Glass,Heat Pump,Drip,BC Harvest 8,Langley,Coastal,Mixed
2025-03-21,P0010,Strawberry,30.345441487398478,Poor,44.469384816594015,Fair,64.64,High,34.21465427268987,Poor,34.21465427268987,High N,A,North,14.83,21.09,GH013,F08,Glass,Heat Pump,Drip,BC Harvest 8,Langley,Coastal,Mixed
2025-03-22,P0010,Strawberry,46.45322698761842,Fair,40.744357473151574,Fair,54.72,High,38.277996223666086,Fair,38.277996223666086,High N,A,North,14.83,21.09,GH013,F08,Glass,Heat Pump,Drip,BC Harvest 8,Langley,Coastal,Mixed
2025-03-23,P0010,Strawberry,35.887441223436014,Poor,46.67476043831715,Fair,48,Elevated,43.136880927766256,Fair,43.136880927766256,High N,A,North,14.83,21.09,GH013,F08,Glass,Heat Pump,Drip,BC Harvest 8,Langley,Coastal,Mixed
2025-03-24,P0010,Strawberry,47.96381487900766,Fair,47.27366259793618,Fair,44.56,Elevated,48.076791903960995,Fair,48.076791903960995,High N,A,North,14.83,21.09,GH013,F08,Glass,Heat Pump,Drip,BC Harvest 8,Langley,Coastal,Mixed
2025-03-25,P0010,Strawberry,42.3105629106422,Fair,51.545670548288264,Fair,45.52,Elevated,48.44138654941544,Fair,48.44138654941544,High N,A,North,14.83,21.09,GH013,F08,Glass,Heat Pump,Drip,BC Harvest 8,Langley,Coastal,Mixed
2025-03-26,P0010,Strawberry,34.37880175083263,Poor,53.31164268717516,Fair,45.76,Elevated,46.46668112092192,Fair,46.46668112092192,High N,A,North,14.83,21.09,GH013,F08,Glass,Heat Pump,Drip,BC Harvest 8,Langley,Coastal,Mixed
2025-03-27,P0010,Strawberry,35.59638356076371,Poor,44.84871567818336,Fair,46.88,Elevated,41.952476880908506,Fair,41.952476880908506,High N,A,North,14.83,21.09,GH013,F08,Glass,Heat Pump,Drip,BC Harvest 8,Langley,Coastal,Mixed
2025-03-28,P0010,Strawberry,42.87916607438457,Fair,53.44306670737763,Fair,43.44,Elevated,49.77318718628845,Fair,49.77318718628845,High N,A,North,14.83,21.09,GH013,F08,Glass,Heat Pump,Drip,BC Harvest 8,Langley,Coastal,Mixed
2025-03-29,P0010,Strawberry,54.02992391510141,Good,46.46734544246613,Fair,42.88,Elevated,44.938950441130864,Fair,44.938950441130864,High N,A,North,14.83,21.09,GH013,F08,Glass,Heat Pump,Drip,BC Harvest 8,Langley,Coastal,Mixed
2025-03-30,P0010,Strawberry,52.89525996047489,Fair,47.826633684338624,Fair,47.92,Elevated,50.275391409747584,Fair,50.275391409747584,High N,A,North,14.83,21.09,GH013,F08,Glass,Heat Pump,Drip,BC Harvest 8,Langley,Coastal,Mixed
2025-03-31,P0010,Strawberry,52.73703218808819,Fair,41.970127146202074,Fair,54.4,High,40.86776641506833,Fair,40.86776641506833,High N,A,North,14.83,21.09,GH013,F08,Glass,Heat Pump,Drip,BC Harvest 8,Langley,Coastal,Mixed
2025-04-01,P0010,Strawberry,49.43816096979229,Fair,51.50758767019483,Fair,50.88,Elevated,51.12670860602782,Fair,51.12670860602782,High N,A,North,14.83,21.09,GH013,F08,Glass,Heat Pump,Drip,BC Harvest 8,Langley,Coastal,Mixed
2025-04-02,P0010,Strawberry,48.478418327380915,Fair,48.48489198982202,Fair,52.8,Elevated,48.984567609955945,Fair,48.984567609955945,High N,A,North,14.83,21.09,GH013,F08,Glass,Heat Pump,Drip,BC Harvest 8,Langley,Coastal,Mixed
2025-04-03,P0010,Strawberry,42.91480330461368,Fair,42.323566688788176,Fair,56.64,High,18.847333726163235,Poor,18.847333726163235,High N,A,North,14.83,21.09,GH013,F08,Glass,Heat Pump,Drip,BC Harvest 8,Langley,Coastal,Mixed
2025-04-04,P0010,Strawberry,41.09455199001462,Fair,39.40166737642201,Fair,58.96,High,36.033657696991476,Fair,36.033657696991476,High N,A,North,14.83,21.09,GH013,F08,Glass,Heat Pump,Drip,BC Harvest 8,Langley,Coastal,Mixed
2025-04-05,P0010,Strawberry,38.04914129951098,Fair,28.054814557743775,Poor,65.28,High,27.535283237699854,Poor,27.535283237699854,High N,A,North,14.83,21.09,GH013,F08,Glass,Heat Pump,Drip,BC Harvest 8,Langley,Coastal,Mixed
2025-04-06,P0010,Strawberry,52.851820948857466,Fair,17.731296460273757,Critical,64.72,High,26.83184466649033,Poor,26.83184466649033,High N,A,North,14.83,21.09,GH013,F08,Glass,Heat Pump,Drip,BC Harvest 8,Langley,Coastal,Mixed
2025-04-07,P0010,Strawberry,53.118967429861705,Fair,28.566627752914123,Poor,59.68,High,33.106784968285616,Poor,33.106784968285616,High N,A,North,14.83,21.09,GH013,F08,Glass,Heat Pump,Drip,BC Harvest 8,Langley,Coastal,Mixed
2025-04-08,P0010,Strawberry,54.72689111211904,Good,33.976111031896764,Poor,56.8,High,36.44587402560857,Fair,36.44587402560857,High N,A,North,14.83,21.09,GH013,F08,Glass,Heat Pump,Drip,BC Harvest 8,Langley,Coastal,Mixed
2025-04-09,P0010,Strawberry,58.25156110091784,Good,50.126650699521825,Fair,50.48,Elevated,53.66276742666011,Fair,53.66276742666011,High N,A,North,14.83,21.09,GH013,F08,Glass,Heat Pump,Drip,BC Harvest 8,Langley,Coastal,Mixed
2025-04-10,P0010,Strawberry,58.750052837823944,Good,42.88033358712167,Fair,51.6,Elevated,43.87060471397971,Fair,43.87060471397971,High N,A,North,14.83,21.09,GH013,F08,Glass,Heat Pump,Drip,BC Harvest 8,Langley,Coastal,Mixed
2025-04-11,P0010,Strawberry,64.70447105548449,Good,50.94743551925636,Fair,47.28,Elevated,56.59685118816924,Good,56.59685118816924,High N,A,North,14.83,21.09,GH013,F08,Glass,Heat Pump,Drip,BC Harvest 8,Langley,Coastal,Mixed
2025-04-12,P0010,Strawberry,59.04134545440813,Good,51.096747179729554,Fair,46,Elevated,54.533280248695874,Good,54.533280248695874,High N,A,North,14.83,21.09,GH013,F08,Glass,Heat Pump,Drip,BC Harvest 8,Langley,Coastal,Mixed
2025-04-13,P0010,Strawberry,49.822636354610864,Fair,41.743707704716684,Fair,55.28,High,40.97713140661844,Fair,40.97713140661844,High N,A,North,14.83,21.09,GH013,F08,Glass,Heat Pump,Drip,BC Harvest 8,Langley,Coastal,Mixed
2025-04-14,P0010,Strawberry,58.782328619237795,Good,44.15594139666056,Fair,48.64,Elevated,46.33668613624353,Fair,46.33668613624353,High N,A,North,14.83,21.09,GH013,F08,Glass,Heat Pump,Drip,BC Harvest 8,Langley,Coastal,Mixed
2025-04-15,P0010,Strawberry,66.31843913592441,Good,50.666474621804504,Fair,43.92,Elevated,57.04476134637338,Good,57.04476134637338,High N,A,North,14.83,21.09,GH013,F08,Glass,Heat Pump,Drip,BC Harvest 8,Langley,Coastal,Mixed
2025-04-16,P0010,Strawberry,72.73106892485258,Excellent,47.21552308328294,Fair,42.24,Elevated,55.98020336260841,Good,55.98020336260841,High N,A,North,14.83,21.09,GH013,F08,Glass,Heat Pump,Drip,BC Harvest 8,Langley,Coastal,Mixed
