date,plot_id,crop,risk_score,risk_level
2025-02-25,P0014,Strawberry,41.6,Medium
2025-02-26,P0014,Strawberry,23.7,Low
2025-02-27,P0014,Strawberry,26,Medium
2025-02-28,P0014,Strawberry,35.9,Medium
2025-03-01,P0014,Strawberry,47.8,Medium
2025-03-02,P0014,Strawberry,57.8,High
2025-03-03,P0014,Strawberry,58.3,High
2025-03-04,P0014,Strawberry,47.7,Medium
2025-03-05,P0014,Strawberry,51.7,High
2025-03-06,P0014,Strawberry,40.3,Medium
2025-03-07,P0014,Strawberry,38.5,Medium
2025-03-08,P0014,Strawberry,32.2,Medium
2025-03-09,P0014,Strawberry,40.5,Medium
2025-03-10,P0014,Strawberry,50.8,High
2025-03-11,P0014,Strawberry,48.9,Medium
2025-03-12,P0014,Strawberry,41.7,Medium
2025-03-13,P0014,Strawberry,39.1,Medium
2025-03-14,P0014,Strawberry,41.2,Medium
2025-03-15,P0014,Strawberry,46.1,Medium
2025-03-16,P0014,Strawberry,43.9,Medium
2025-03-17,P0014,Strawberry,41.7,Medium
2025-03-18,P0014,Strawberry,43.7,Medium
2025-03-19,P0014,Strawberry,50.1,High
2025-03-20,P0014,Strawberry,50,High
2025-03-21,P0014,Strawberry,63.4,High
2025-03-22,P0014,Strawberry,62.5,High
2025-03-23,P0014,Strawberry,61.5,High
2025-03-24,P0014,Strawberry,61.5,High
2025-03-25,P0014,Strawberry,66.3,High
2025-03-26,P0014,Strawberry,52.2,High
2025-03-27,P0014,Strawberry,56,High
2025-03-28,P0014,Strawberry,50,High
2025-03-29,P0014,Strawberry,48.4,Medium
2025-03-30,P0014,Strawberry,55.5,High
2025-03-31,P0014,Strawberry,58.2,High
2025-04-01,P0014,Strawberry,60.6,High
2025-04-02,P0014,Strawberry,57,High
2025-04-03,P0014,Strawberry,56.6,High
2025-04-04,P0014,Strawberry,57.8,High
2025-04-05,P0014,Strawberry,67.2,High
2025-04-06,P0014,Strawberry,57.1,High
2025-04-07,P0014,Strawberry,51.9,High
2025-04-08,P0014,Strawberry,55.6,High
2025-04-09,P0014,Strawberry,55.6,High
2025-04-10,P0014,Strawberry,60.1,High
2025-04-11,P0014,Strawberry,61.2,High
2025-04-12,P0014,Strawberry,58.3,High
2025-04-13,P0014,Strawberry,58.8,High
2025-04-14,P0014,Strawberry,49,Medium
2025-04-15,P0014,Strawberry,50.4,High
2025-04-16,P0014,Strawberry,62.4,High
2025-04-17,P0014,Strawberry,60.9,High
2025-04-18,P0014,Strawberry,57.9,High
2025-04-19,P0014,Strawberry,62,High
2025-04-20,P0014,Strawberry,69.4,High
2025-04-21,P0014,Strawberry,69.5,High
2025-04-22,P0014,Strawberry,62,High
2025-04-23,P0014,Strawberry,65.2,High
2025-04-24,P0014,Strawberry,60.6,High
2025-04-25,P0014,Strawberry,58.9,High
2025-04-26,P0014,Strawberry,45,Medium
2025-04-27,P0014,Strawberry,48.3,Medium
2025-04-28,P0014,Strawberry,54.7,High
2025-04-29,P0014,Strawberry,61.7,High
2025-04-30,P0014,Strawberry,53.6,High
2025-05-01,P0014,Strawberry,51.7,High
2025-05-02,P0014,Strawberry,43.1,Medium
2025-05-03,P0014,Strawberry,45.7,Medium
2025-05-04,P0014,Strawberry,39.2,Medium
2025-05-05,P0014,Strawberry,27.8,Medium
2025-05-06,P0014,Strawberry,30.7,Medium
2025-05-07,P0014,Strawberry,24.8,Low
2025-05-08,P0014,Strawberry,22.2,Low
2025-05-09,P0014,Strawberry,36.6,Medium
2025-05-10,P0014,Strawberry,40.5,Medium
2025-05-11,P0014,Strawberry,42.6,Medium
2025-05-12,P0014,Strawberry,45.6,Medium
2025-05-13,P0014,Strawberry,38.8,Medium
2025-05-14,P0014,Strawberry,28.5,Medium
2025-05-15,P0014,Strawberry,26.3,Medium
2025-05-16,P0014,Strawberry,33.7,Medium
2025-05-17,P0014,Strawberry,34.1,Medium
2025-05-18,P0014,Strawberry,31.7,Medium
2025-05-19,P0014,Strawberry,24.5,Low
2025-05-20,P0014,Strawberry,16.5,Low
2025-05-21,P0014,Strawberry,15.8,Low
2025-05-22,P0014,Strawberry,17.2,Low
2025-05-23,P0014,Strawberry,25,Medium
2025-05-24,P0014,Strawberry,13,Low
2025-05-25,P0014,Strawberry,8.5,Low
2025-05-26,P0014,Strawberry,27.8,Medium
2025-05-27,P0014,Strawberry,37.9,Medium
2025-05-28,P0014,Strawberry,27.6,Medium
2025-05-29,P0014,Strawberry,29.6,Medium
2025-05-30,P0014,Strawberry,29.5,Medium
2025-05-31,P0014,Strawberry,34.6,Medium
2025-06-01,P0014,Strawberry,20.4,Low
2025-06-02,P0014,Strawberry,17.5,Low
2025-06-03,P0014,Strawberry,16.6,Low
2025-06-04,P0014,Strawberry,24.4,Low
2025-06-05,P0014,Strawberry,21.6,Low
2025-06-06,P0014,Strawberry,21.8,Low
2025-06-07,P0014,Strawberry,24.9,Low
2025-06-08,P0014,Strawberry,22.6,Low
2025-06-09,P0014,Strawberry,30.9,Medium
2025-06-10,P0014,Strawberry,30.1,Medium
2025-06-11,P0014,Strawberry,29,Medium
2025-06-12,P0014,Strawberry,18.4,Low
2025-06-13,P0014,Strawberry,32.8,Medium
2025-06-14,P0014,Strawberry,31.8,Medium
2025-06-15,P0014,Strawberry,35.3,Medium
2025-06-16,P0014,Strawberry,36.2,Medium
2025-06-17,P0014,Strawberry,46.6,Medium
2025-06-18,P0014,Strawberry,42.8,Medium
2025-06-19,P0014,Strawberry,36.2,Medium
2025-06-20,P0014,Strawberry,36.4,Medium
2025-06-21,P0014,Strawberry,30.8,Medium
2025-06-22,P0014,Strawberry,26.1,Medium
2025-06-23,P0014,Strawberry,48.3,Medium
2025-06-24,P0014,Strawberry,24.7,Low
2025-06-25,P0014,Strawberry,21.2,Low
2025-06-26,P0014,Strawberry,23,Low
2025-06-27,P0014,Strawberry,23.8,Low
2025-06-28,P0014,Strawberry,25.9,Medium
2025-06-29,P0014,Strawberry,23.4,Low
2025-06-30,P0014,Strawberry,12.9,Low
2025-07-01,P0014,Strawberry,15.1,Low
2025-07-02,P0014,Strawberry,15.8,Low
2025-07-03,P0014,Strawberry,20,Low
2025-07-04,P0014,Strawberry,29.6,Medium
2025-07-05,P0014,Strawberry,31.6,Medium
2025-07-06,P0014,Strawberry,35.4,Medium
2025-07-07,P0014,Strawberry,28.5,Medium
2025-07-08,P0014,Strawberry,26.1,Medium
2025-07-09,P0014,Strawberry,17.6,Low
2025-07-10,P0014,Strawberry,17.7,Low
2025-07-11,P0014,Strawberry,14.2,Low
2025-07-12,P0014,Strawberry,16.8,Low
2025-07-13,P0014,Strawberry,10.2,Low
2025-07-14,P0014,Strawberry,15.1,Low
2025-07-15,P0014,Strawberry,17.5,Low
2025-07-16,P0014,Strawberry,24.2,Low
2025-07-17,P0014,Strawberry,17,Low
2025-07-18,P0014,Strawberry,24.7,Low
2025-07-19,P0014,Strawberry,19.4,Low
2025-07-20,P0014,Strawberry,42.3,Medium
2025-07-21,P0014,Strawberry,39.3,Medium
2025-07-22,P0014,Strawberry,39.4,Medium
2025-07-23,P0014,Strawberry,60.8,High
2025-07-24,P0014,Strawberry,55.1,High
2025-07-25,P0014,Strawberry,46.8,Medium
2025-07-26,P0014,Strawberry,52.1,High
2025-07-27,P0014,Strawberry,50.7,High
2025-07-28,P0014,Strawberry,40.9,Medium
2025-07-29,P0014,Strawberry,50.7,High
2025-07-30,P0014,Strawberry,44.5,Medium
2025-07-31,P0014,Strawberry,31.6,Medium
2025-08-01,P0014,Strawberry,26.9,Medium
2025-08-02,P0014,Strawberry,25.3,Medium
2025-08-03,P0014,Strawberry,21.3,Low
2025-08-04,P0014,Strawberry,14.2,Low
2025-08-05,P0014,Strawberry,14.8,Low
2025-08-06,P0014,Strawberry,15.2,Low
2025-08-07,P0014,Strawberry,12,Low
2025-08-08,P0014,Strawberry,20.9,Low
2025-08-09,P0014,Strawberry,15.8,Low
2025-08-10,P0014,Strawberry,28.2,Medium
2025-08-11,P0014,Strawberry,28.3,Medium
2025-08-12,P0014,Strawberry,27,Medium
2025-08-13,P0014,Strawberry,29.2,Medium
2025-08-14,P0014,Strawberry,28.8,Medium
2025-08-15,P0014,Strawberry,22.4,Low
2025-08-16,P0014,Strawberry,25.2,Medium
2025-08-17,P0014,Strawberry,14.1,Low
2025-08-18,P0014,Strawberry,15.1,Low
2025-08-19,P0014,Strawberry,15.6,Low
2025-08-20,P0014,Strawberry,9.4,Low
2025-08-21,P0014,Strawberry,6.3,Low
2025-08-22,P0014,Strawberry,7.4,Low
2025-08-23,P0014,Strawberry,13.2,Low
2025-08-24,P0014,Strawberry,12.5,Low
2025-08-25,P0014,Strawberry,8.2,Low
2025-08-26,P0014,Strawberry,32.5,Medium
2025-08-27,P0014,Strawberry,37.4,Medium
2025-08-28,P0014,Strawberry,39.4,Medium
2025-08-29,P0014,Strawberry,49.1,Medium
2025-08-30,P0014,Strawberry,34.7,Medium
2025-08-31,P0014,Strawberry,29.6,Medium
2025-09-01,P0014,Strawberry,36.5,Medium
2025-09-02,P0014,Strawberry,37.4,Medium
2025-09-03,P0014,Strawberry,43.2,Medium
2025-09-04,P0014,Strawberry,22.9,Low
2025-09-05,P0014,Strawberry,29.5,Medium
2025-09-06,P0014,Strawberry,21.7,Low
2025-09-07,P0014,Strawberry,16.8,Low
2025-09-08,P0014,Strawberry,18.2,Low
2025-09-09,P0014,Strawberry,15.8,Low
2025-09-10,P0014,Strawberry,15.2,Low
2025-09-11,P0014,Strawberry,18,Low
2025-09-12,P0014,Strawberry,18.1,Low
2025-02-21,P0015,Pepper,33.7,Medium
2025-02-22,P0015,Pepper,34.6,Medium
2025-02-23,P0015,Pepper,39.4,Medium
2025-02-24,P0015,Pepper,48.6,Medium
2025-02-25,P0015,Pepper,44.2,Medium
2025-02-26,P0015,Pepper,53,High
2025-02-27,P0015,Pepper,48.6,Medium
2025-02-28,P0015,Pepper,51.3,High
2025-03-01,P0015,Pepper,49.3,Medium
2025-03-02,P0015,Pepper,59.4,High
2025-03-03,P0015,Pepper,61,High
2025-03-04,P0015,Pepper,55.2,High
2025-03-05,P0015,Pepper,51.5,High
2025-03-06,P0015,Pepper,49.1,Medium
2025-03-07,P0015,Pepper,37.5,Medium
2025-03-08,P0015,Pepper,40.6,Medium
2025-03-09,P0015,Pepper,32.2,Medium
2025-03-10,P0015,Pepper,27,Medium
2025-03-11,P0015,Pepper,26.4,Medium
2025-03-12,P0015,Pepper,28.8,Medium
2025-03-13,P0015,Pepper,33.7,Medium
2025-03-14,P0015,Pepper,36.4,Medium
2025-03-15,P0015,Pepper,35.8,Medium
2025-03-16,P0015,Pepper,42.2,Medium
2025-03-17,P0015,Pepper,54.8,High
2025-03-18,P0015,Pepper,55.9,High
2025-03-19,P0015,Pepper,57.7,High
2025-03-20,P0015,Pepper,59.8,High
2025-03-21,P0015,Pepper,61,High
2025-03-22,P0015,Pepper,62.3,High
2025-03-23,P0015,Pepper,62.4,High
2025-03-24,P0015,Pepper,59.7,High
2025-03-25,P0015,Pepper,58.8,High
2025-03-26,P0015,Pepper,61.3,High
2025-03-27,P0015,Pepper,66.4,High
2025-03-28,P0015,Pepper,66.8,High
2025-03-29,P0015,Pepper,69.7,High
2025-03-30,P0015,Pepper,69.4,High
2025-03-31,P0015,Pepper,59.3,High
2025-04-01,P0015,Pepper,54,High
2025-04-02,P0015,Pepper,53.1,High
2025-04-03,P0015,Pepper,48.7,Medium
2025-04-04,P0015,Pepper,60.8,High
2025-04-05,P0015,Pepper,50.6,High
2025-04-06,P0015,Pepper,57.7,High
2025-04-07,P0015,Pepper,63.6,High
2025-04-08,P0015,Pepper,59.7,High
2025-04-09,P0015,Pepper,59.6,High
2025-04-10,P0015,Pepper,51.6,High
2025-04-11,P0015,Pepper,58.9,High
2025-04-12,P0015,Pepper,60.7,High
2025-04-13,P0015,Pepper,57.5,High
2025-04-14,P0015,Pepper,66,High
2025-04-15,P0015,Pepper,59.1,High
2025-04-16,P0015,Pepper,57.5,High
2025-04-17,P0015,Pepper,56,High
2025-04-18,P0015,Pepper,54.8,High
2025-04-19,P0015,Pepper,53.5,High
2025-04-20,P0015,Pepper,51.6,High
2025-04-21,P0015,Pepper,54.8,High
2025-04-22,P0015,Pepper,57.8,High
2025-04-23,P0015,Pepper,62.1,High
2025-04-24,P0015,Pepper,62.7,High
2025-04-25,P0015,Pepper,64.4,High
2025-04-26,P0015,Pepper,63.7,High
2025-04-27,P0015,Pepper,62.2,High
2025-04-28,P0015,Pepper,50,High
2025-04-29,P0015,Pepper,46,Medium
2025-04-30,P0015,Pepper,50.4,High
2025-05-01,P0015,Pepper,45,Medium
2025-05-02,P0015,Pepper,45.2,Medium
2025-05-03,P0015,Pepper,36.1,Medium
2025-05-04,P0015,Pepper,32.1,Medium
2025-05-05,P0015,Pepper,37,Medium
2025-05-06,P0015,Pepper,33.5,Medium
2025-05-07,P0015,Pepper,28,Medium
2025-05-08,P0015,Pepper,26.3,Medium
2025-05-09,P0015,Pepper,36.1,Medium
2025-05-10,P0015,Pepper,41.6,Medium
2025-05-11,P0015,Pepper,48.2,Medium
2025-05-12,P0015,Pepper,56.9,High
2025-05-13,P0015,Pepper,58.4,High
2025-05-14,P0015,Pepper,55.2,High
2025-05-15,P0015,Pepper,49.7,Medium
2025-05-16,P0015,Pepper,52.6,High
2025-05-17,P0015,Pepper,48.5,Medium
2025-05-18,P0015,Pepper,50.4,High
2025-05-19,P0015,Pepper,48.9,Medium
2025-05-20,P0015,Pepper,41.2,Medium
2025-05-21,P0015,Pepper,45,Medium
2025-05-22,P0015,Pepper,43.5,Medium
2025-05-23,P0015,Pepper,44.2,Medium
2025-05-24,P0015,Pepper,49.2,Medium
2025-05-25,P0015,Pepper,48.6,Medium
2025-05-26,P0015,Pepper,50.8,High
2025-05-27,P0015,Pepper,56.4,High
2025-05-28,P0015,Pepper,64.5,High
2025-05-29,P0015,Pepper,63.4,High
2025-05-30,P0015,Pepper,60.6,High
2025-05-31,P0015,Pepper,67.7,High
2025-06-01,P0015,Pepper,62.7,High
2025-06-02,P0015,Pepper,56.8,High
2025-06-03,P0015,Pepper,72.2,High
2025-06-04,P0015,Pepper,57.3,High
2025-06-05,P0015,Pepper,56.9,High
2025-06-06,P0015,Pepper,54.2,High
2025-06-07,P0015,Pepper,45.9,Medium
2025-06-08,P0015,Pepper,37.1,Medium
2025-06-09,P0015,Pepper,43.3,Medium
2025-06-10,P0015,Pepper,47.6,Medium
2025-06-11,P0015,Pepper,32,Medium
2025-06-12,P0015,Pepper,33.9,Medium
2025-06-13,P0015,Pepper,30.8,Medium
2025-06-14,P0015,Pepper,38.2,Medium
2025-06-15,P0015,Pepper,42,Medium
2025-06-16,P0015,Pepper,37.6,Medium
2025-06-17,P0015,Pepper,39.8,Medium
2025-06-18,P0015,Pepper,39.9,Medium
2025-06-19,P0015,Pepper,38.9,Medium
2025-06-20,P0015,Pepper,37,Medium
2025-06-21,P0015,Pepper,41.4,Medium
2025-06-22,P0015,Pepper,38.9,Medium
2025-06-23,P0015,Pepper,36.1,Medium
2025-06-24,P0015,Pepper,46.6,Medium
2025-06-25,P0015,Pepper,41.9,Medium
2025-06-26,P0015,Pepper,44.7,Medium
2025-06-27,P0015,Pepper,41.7,Medium
2025-06-28,P0015,Pepper,37.5,Medium
2025-06-29,P0015,Pepper,36.3,Medium
2025-06-30,P0015,Pepper,44.3,Medium
2025-07-01,P0015,Pepper,38.4,Medium
2025-07-02,P0015,Pepper,34,Medium
2025-07-03,P0015,Pepper,40.4,Medium
2025-07-04,P0015,Pepper,39,Medium
2025-07-05,P0015,Pepper,43.1,Medium
2025-07-06,P0015,Pepper,45.4,Medium
2025-07-07,P0015,Pepper,50.2,High
2025-07-08,P0015,Pepper,43.7,Medium
2025-07-09,P0015,Pepper,42.7,Medium
2025-07-10,P0015,Pepper,40.4,Medium
2025-07-11,P0015,Pepper,40.3,Medium
2025-07-12,P0015,Pepper,30.6,Medium
2025-07-13,P0015,Pepper,27.5,Medium
2025-07-14,P0015,Pepper,19.4,Low
2025-07-15,P0015,Pepper,24.6,Low
2025-07-16,P0015,Pepper,20.7,Low
2025-07-17,P0015,Pepper,14.2,Low
2025-07-18,P0015,Pepper,19,Low
2025-07-19,P0015,Pepper,31.4,Medium
2025-07-20,P0015,Pepper,39,Medium
2025-07-21,P0015,Pepper,35.1,Medium
2025-07-22,P0015,Pepper,44.7,Medium
2025-07-23,P0015,Pepper,49.8,Medium
2025-07-24,P0015,Pepper,68.4,High
2025-07-25,P0015,Pepper,65.8,High
2025-07-26,P0015,Pepper,63.2,High
2025-07-27,P0015,Pepper,58.4,High
2025-07-28,P0015,Pepper,52.8,High
2025-07-29,P0015,Pepper,54.4,High
2025-07-30,P0015,Pepper,42.3,Medium
2025-07-31,P0015,Pepper,34.8,Medium
2025-08-01,P0015,Pepper,28.8,Medium
2025-08-02,P0015,Pepper,28.7,Medium
2025-08-03,P0015,Pepper,21.6,Low
2025-08-04,P0015,Pepper,28.6,Medium
2025-08-05,P0015,Pepper,26.8,Medium
2025-08-06,P0015,Pepper,35.8,Medium
2025-08-07,P0015,Pepper,33.6,Medium
2025-08-08,P0015,Pepper,35.1,Medium
2025-08-09,P0015,Pepper,36.1,Medium
2025-08-10,P0015,Pepper,41.2,Medium
2025-08-11,P0015,Pepper,31.9,Medium
2025-08-12,P0015,Pepper,52.1,High
2025-08-13,P0015,Pepper,50.8,High
2025-08-14,P0015,Pepper,50.2,High
2025-08-15,P0015,Pepper,60.3,High
2025-08-16,P0015,Pepper,48.6,Medium
2025-08-17,P0015,Pepper,52.1,High
2025-08-18,P0015,Pepper,46.5,Medium
2025-08-19,P0015,Pepper,34.7,Medium
2025-08-20,P0015,Pepper,36.2,Medium
2025-08-21,P0015,Pepper,31.5,Medium
2025-08-22,P0015,Pepper,31.1,Medium
2025-08-23,P0015,Pepper,23.4,Low
2025-08-24,P0015,Pepper,30.1,Medium
2025-08-25,P0015,Pepper,30.5,Medium
2025-08-26,P0015,Pepper,49.3,Medium
2025-08-27,P0015,Pepper,50.1,High
2025-08-28,P0015,Pepper,59.4,High
2025-08-29,P0015,Pepper,50.2,High
2025-08-30,P0015,Pepper,50.5,High
2025-08-31,P0015,Pepper,58,High
2025-09-01,P0015,Pepper,46.8,Medium
2025-09-02,P0015,Pepper,51.2,High
2025-09-03,P0015,Pepper,53,High
2025-09-04,P0015,Pepper,45.3,Medium
2025-09-05,P0015,Pepper,44.1,Medium
2025-09-06,P0015,Pepper,45.4,Medium
2025-09-07,P0015,Pepper,42.8,Medium
2025-09-08,P0015,Pepper,48.1,Medium
2025-09-09,P0015,Pepper,43.3,Medium
2025-09-10,P0015,Pepper,48,Medium
2025-09-11,P0015,Pepper,41.4,Medium
2025-09-12,P0015,Pepper,57.3,High
2025-02-21,P0016,Strawberry,39.1,Medium
2025-02-22,P0016,Strawberry,51.9,High
2025-02-23,P0016,Strawberry,49.3,Medium
2025-02-24,P0016,Strawberry,52.1,High
2025-02-25,P0016,Strawberry,48.3,Medium
2025-02-26,P0016,Strawberry,50.1,High
2025-02-27,P0016,Strawberry,54,High
2025-02-28,P0016,Strawberry,54.6,High
2025-03-01,P0016,Strawberry,62.9,High
2025-03-02,P0016,Strawberry,66.3,High
2025-03-03,P0016,Strawberry,33.3,Medium
2025-03-04,P0016,Strawberry,28.6,Medium
2025-03-05,P0016,Strawberry,33.5,Medium
2025-03-06,P0016,Strawberry,38.2,Medium
2025-03-07,P0016,Strawberry,39.3,Medium
2025-03-08,P0016,Strawberry,45.3,Medium
2025-03-09,P0016,Strawberry,49.9,Medium
2025-03-10,P0016,Strawberry,43.1,Medium
2025-03-11,P0016,Strawberry,46.2,Medium
2025-03-12,P0016,Strawberry,42.6,Medium
2025-03-13,P0016,Strawberry,48.4,Medium
2025-03-14,P0016,Strawberry,40.5,Medium
2025-03-15,P0016,Strawberry,46.8,Medium
2025-03-16,P0016,Strawberry,36.8,Medium
2025-03-17,P0016,Strawberry,42.4,Medium
2025-03-18,P0016,Strawberry,43.2,Medium
2025-03-19,P0016,Strawberry,40.7,Medium
2025-03-20,P0016,Strawberry,42,Medium
2025-03-21,P0016,Strawberry,41.4,Medium
2025-03-22,P0016,Strawberry,41.9,Medium
2025-03-23,P0016,Strawberry,35,Medium
2025-03-24,P0016,Strawberry,36.8,Medium
2025-03-25,P0016,Strawberry,39.3,Medium
2025-03-26,P0016,Strawberry,46.9,Medium
2025-03-27,P0016,Strawberry,52.3,High
2025-03-28,P0016,Strawberry,54.1,High
2025-03-29,P0016,Strawberry,51.5,High
2025-03-30,P0016,Strawberry,59,High
2025-03-31,P0016,Strawberry,56.4,High
2025-04-01,P0016,Strawberry,57.5,High
2025-04-02,P0016,Strawberry,57.1,High
2025-04-03,P0016,Strawberry,54.8,High
2025-04-04,P0016,Strawberry,64.8,High
2025-04-05,P0016,Strawberry,65.6,High
2025-04-06,P0016,Strawberry,62,High
2025-04-07,P0016,Strawberry,62.9,High
2025-04-08,P0016,Strawberry,58.1,High
2025-04-09,P0016,Strawberry,57.5,High
2025-04-10,P0016,Strawberry,56.7,High
2025-04-11,P0016,Strawberry,52.3,High
2025-04-12,P0016,Strawberry,55.4,High
2025-04-13,P0016,Strawberry,53,High
2025-04-14,P0016,Strawberry,43.4,Medium
2025-04-15,P0016,Strawberry,43.5,Medium
2025-04-16,P0016,Strawberry,35.4,Medium
2025-04-17,P0016,Strawberry,34.2,Medium
2025-04-18,P0016,Strawberry,37.2,Medium
2025-04-19,P0016,Strawberry,41.7,Medium
2025-04-20,P0016,Strawberry,30.1,Medium
2025-04-21,P0016,Strawberry,46.3,Medium
2025-04-22,P0016,Strawberry,52.8,High
2025-04-23,P0016,Strawberry,63.6,High
2025-04-24,P0016,Strawberry,54.7,High
2025-04-25,P0016,Strawberry,62.1,High
2025-04-26,P0016,Strawberry,56.5,High
2025-04-27,P0016,Strawberry,61,High
2025-04-28,P0016,Strawberry,55,High
2025-04-29,P0016,Strawberry,42.2,Medium
2025-04-30,P0016,Strawberry,44.8,Medium
2025-05-01,P0016,Strawberry,47.3,Medium
2025-05-02,P0016,Strawberry,47.5,Medium
2025-05-03,P0016,Strawberry,55.8,High
2025-05-04,P0016,Strawberry,54.8,High
2025-05-05,P0016,Strawberry,51.1,High
2025-05-06,P0016,Strawberry,49.5,Medium
2025-05-07,P0016,Strawberry,49.4,Medium
2025-05-08,P0016,Strawberry,51.9,High
2025-05-09,P0016,Strawberry,50.6,High
2025-05-10,P0016,Strawberry,52.1,High
2025-05-11,P0016,Strawberry,55.2,High
2025-05-12,P0016,Strawberry,72.9,High
2025-05-13,P0016,Strawberry,47.2,Medium
2025-05-14,P0016,Strawberry,49.4,Medium
2025-05-15,P0016,Strawberry,48.3,Medium
2025-05-16,P0016,Strawberry,45.6,Medium
2025-05-17,P0016,Strawberry,43.8,Medium
2025-05-18,P0016,Strawberry,34.6,Medium
2025-05-19,P0016,Strawberry,28.3,Medium
2025-05-20,P0016,Strawberry,21.8,Low
2025-05-21,P0016,Strawberry,35.1,Medium
2025-05-22,P0016,Strawberry,37.9,Medium
2025-05-23,P0016,Strawberry,33.4,Medium
2025-05-24,P0016,Strawberry,33,Medium
2025-05-25,P0016,Strawberry,32.9,Medium
2025-05-26,P0016,Strawberry,34.8,Medium
2025-05-27,P0016,Strawberry,34.6,Medium
2025-05-28,P0016,Strawberry,25.8,Medium
2025-05-29,P0016,Strawberry,14.5,Low
2025-05-30,P0016,Strawberry,21.5,Low
2025-05-31,P0016,Strawberry,21.5,Low
2025-06-01,P0016,Strawberry,27.2,Medium
2025-06-02,P0016,Strawberry,19.7,Low
2025-06-03,P0016,Strawberry,27.6,Medium
2025-06-04,P0016,Strawberry,34.3,Medium
2025-06-05,P0016,Strawberry,35.1,Medium
2025-06-06,P0016,Strawberry,39.9,Medium
2025-06-07,P0016,Strawberry,36.3,Medium
2025-06-08,P0016,Strawberry,33.8,Medium
2025-06-09,P0016,Strawberry,24.8,Low
2025-06-10,P0016,Strawberry,37.2,Medium
2025-06-11,P0016,Strawberry,31.3,Medium
2025-06-12,P0016,Strawberry,30.3,Medium
2025-06-13,P0016,Strawberry,26.8,Medium
2025-06-14,P0016,Strawberry,22.4,Low
2025-06-15,P0016,Strawberry,27.5,Medium
2025-06-16,P0016,Strawberry,39.4,Medium
2025-06-17,P0016,Strawberry,32.6,Medium
2025-06-18,P0016,Strawberry,32,Medium
2025-06-19,P0016,Strawberry,35.9,Medium
2025-06-20,P0016,Strawberry,38.1,Medium
2025-06-21,P0016,Strawberry,39,Medium
2025-06-22,P0016,Strawberry,36.9,Medium
2025-06-23,P0016,Strawberry,37.6,Medium
2025-06-24,P0016,Strawberry,40.3,Medium
2025-06-25,P0016,Strawberry,32.7,Medium
2025-06-26,P0016,Strawberry,32,Medium
2025-06-27,P0016,Strawberry,31.3,Medium
2025-06-28,P0016,Strawberry,37.2,Medium
2025-06-29,P0016,Strawberry,40.2,Medium
2025-06-30,P0016,Strawberry,38.2,Medium
2025-07-01,P0016,Strawberry,40,Medium
2025-07-02,P0016,Strawberry,39.5,Medium
2025-07-03,P0016,Strawberry,38.4,Medium
2025-07-04,P0016,Strawberry,30.2,Medium
2025-07-05,P0016,Strawberry,30.4,Medium
2025-07-06,P0016,Strawberry,29.4,Medium
2025-07-07,P0016,Strawberry,45.1,Medium
2025-07-08,P0016,Strawberry,36.9,Medium
2025-07-09,P0016,Strawberry,32.7,Medium
2025-07-10,P0016,Strawberry,35.6,Medium
2025-07-11,P0016,Strawberry,34.3,Medium
2025-07-12,P0016,Strawberry,31.8,Medium
2025-07-13,P0016,Strawberry,7.7,Low
2025-07-14,P0016,Strawberry,19,Low
2025-07-15,P0016,Strawberry,37.5,Medium
2025-07-16,P0016,Strawberry,37.3,Medium
2025-07-17,P0016,Strawberry,38.2,Medium
2025-07-18,P0016,Strawberry,37.1,Medium
2025-07-19,P0016,Strawberry,43,Medium
2025-07-20,P0016,Strawberry,42.1,Medium
2025-07-21,P0016,Strawberry,45.7,Medium
2025-07-22,P0016,Strawberry,31.2,Medium
2025-07-23,P0016,Strawberry,33.7,Medium
2025-07-24,P0016,Strawberry,32.5,Medium
2025-07-25,P0016,Strawberry,24.2,Low
2025-07-26,P0016,Strawberry,18.7,Low
2025-07-27,P0016,Strawberry,17,Low
2025-07-28,P0016,Strawberry,16.6,Low
2025-07-29,P0016,Strawberry,21.2,Low
2025-07-30,P0016,Strawberry,19.7,Low
2025-07-31,P0016,Strawberry,22.8,Low
2025-08-01,P0016,Strawberry,25.5,Medium
2025-08-02,P0016,Strawberry,25.1,Medium
2025-08-03,P0016,Strawberry,20.6,Low
2025-08-04,P0016,Strawberry,24.2,Low
2025-08-05,P0016,Strawberry,23.7,Low
2025-08-06,P0016,Strawberry,27,Medium
2025-08-07,P0016,Strawberry,28.7,Medium
2025-08-08,P0016,Strawberry,39.4,Medium
2025-08-09,P0016,Strawberry,34.1,Medium
2025-08-10,P0016,Strawberry,45.2,Medium
2025-08-11,P0016,Strawberry,45.5,Medium
2025-08-12,P0016,Strawberry,47.2,Medium
2025-08-13,P0016,Strawberry,40.5,Medium
2025-08-14,P0016,Strawberry,33.1,Medium
2025-08-15,P0016,Strawberry,29.7,Medium
2025-08-16,P0016,Strawberry,32.9,Medium
2025-08-17,P0016,Strawberry,30.5,Medium
2025-08-18,P0016,Strawberry,20.5,Low
2025-08-19,P0016,Strawberry,19.1,Low
2025-08-20,P0016,Strawberry,21.9,Low
2025-08-21,P0016,Strawberry,33.2,Medium
2025-08-22,P0016,Strawberry,36.9,Medium
2025-08-23,P0016,Strawberry,37.3,Medium
2025-08-24,P0016,Strawberry,39.5,Medium
