date,plot_id,greenhouse_id,farm_id,blossom_count,pest_severity,disease_severity,leaf_color,notes_flag,blossom_norm,notes_penalty,leaf_penalty,risk_score,risk_level
2026-04-26,P0027,GH003,F08,25.92935082,0.253272782,0.304923862,Good,Severe,0.34397036719585194,0,0,0.2946552850391704,Low
2026-05-10,P0027,GH003,F08,39.19785538,0.126536403,0.145849451,Fair,Minor,0.5994551432084751,0.1,0.1,0.429811022641695,Moderate
2026-05-24,P0027,GH003,F08,35.29471654,0.222598628,0.295891338,Good,None,0.5243002870018636,0,0,0.3159206793003727,Moderate
2026-06-07,P0027,GH003,F08,35.19235413,0.455415018,0.147454888,Good,Minor,0.5223293009519508,0.1,0,0.43021581609039017,Moderate
2026-06-21,P0027,GH003,F08,33.33304994,0.215319074,0.195500089,Excellent,Minor,0.4865284379101944,0.1,0,0.3606424035320389,Moderate
2026-07-05,P0027,GH003,F08,23.44262434,0.082283268,0.282256698,Poor,None,0.2960885011668245,0,0.25,0.4650323581333649,Moderate
2026-07-19,P0027,GH003,F08,36.13645499,0.493303676,0.176387009,Fair,None,0.5405079431387705,0,0.1,0.4601320292777541,Moderate
2026-08-02,P0027,GH003,F08,20.25743091,0.417725887,0.062696659,Poor,None,0.23475766871765297,0,0.25,0.4713690907435306,Moderate
2026-08-16,P0027,GH003,F08,36.91927093,0.270414789,0.058743306,Good,None,0.5555810475858939,0,0,0.23219587336717878,Low
2026-08-30,P0027,GH003,F08,32.04766112,0.274747831,0.050561497,Good,Minor,0.4617783032373816,0.1,0,0.3112700751474763,Moderate
2026-02-15,P0028,GH017,F08,36.40423308,0.229813563,0.184857377,Fair,None,0.5456640046252307,0,0.1,0.3727533676250461,Moderate
2026-03-01,P0028,GH017,F08,21.9925768,0.482979987,0.057899948,Excellent,Minor,0.2681678663063308,0.1,0,0.34873154531126616,Moderate
2026-03-15,P0028,GH017,F08,40.00885208,0.313444129,0.282543922,Excellent,None,0.6150708675962184,0,0,0.3598643835692437,Moderate
2026-03-29,P0028,GH017,F08,28.50156863,0.144576037,0.123368759,Excellent,None,0.3934983669845131,0,0,0.18481722789690264,Low
2026-04-12,P0028,GH017,F08,26.88152213,0.191337101,0.189335998,Excellent,None,0.3623044057275458,0,0,0.22463006559550916,Low
2026-04-26,P0028,GH017,F08,41.08833264,0.141459953,0.607425052,Good,None,0.6358562430569162,0,0,0.45002350556138326,Moderate
2026-05-10,P0028,GH017,F08,34.0085309,0.383946126,0.030042548,Poor,Moderate,0.4995348095767231,0,0.25,0.49780725261534464,Moderate
2026-05-24,P0028,GH017,F08,28.67310563,0.328874727,0.19260654,Excellent,None,0.3968013083088124,0,0,0.28113935911176247,Low
2026-06-07,P0028,GH017,F08,36.67579505,0.224875926,0.407943229,Fair,Minor,0.5508929246414437,0.1,0.1,0.5724596120782888,Moderate
2026-06-21,P0028,GH017,F08,21.73477792,0.247475578,0.187116797,Excellent,None,0.2632039542983671,0,0,0.22345980180967345,Low
2026-07-05,P0028,GH017,F08,35.95256495,0.343063806,0.176779883,Fair,Minor,0.5369671442892918,0.1,0.1,0.5070167083078584,Moderate
2026-07-19,P0028,GH017,F08,34.40852055,0.284602194,0.310948808,Fair,Moderate,0.507236601868048,0,0.1,0.4409850518736096,Moderate
2026-08-02,P0028,GH017,F08,28.72657783,0.101023095,0.056960349,Good,Moderate,0.3978309143942704,0,0,0.14055642317885408,Low
2026-08-16,P0028,GH017,F08,33.22167019,0.112462057,0.31264888,Good,None,0.4843838231683886,0,0,0.27693048058367775,Low
2026-08-30,P0028,GH017,F08,31.13374465,0.379255094,0.161211308,Fair,Moderate,0.4441808608446576,0,0.1,0.39412054366893157,Moderate
2026-02-15,P0029,GH014,F02,24.71432005,0.530960542,0.089594529,Good,None,0.3205749752948151,0,0,0.290268722808963,Low
2026-03-01,P0029,GH014,F02,30.5334675,0.118410212,0.071748654,Excellent,None,0.43262253695670566,0,0,0.16025497589134113,Low
2026-03-15,P0029,GH014,F02,25.20186909,0.165920162,0.151057248,Good,Moderate,0.329962721797543,0,0,0.1920403626595086,Low
2026-03-29,P0029,GH014,F02,41.96130487,0.307573373,0.068173982,Good,None,0.6526653049702802,0,0,0.268862033444056,Low
2026-04-12,P0029,GH014,F02,22.23386487,0.316107879,0.021095335,Excellent,None,0.27281386301528243,0,0,0.17469343100305648,Low
2026-04-26,P0029,GH014,F02,46.64365223,0.120481303,0.184005043,Poor,None,0.7428238048278479,0,0.25,0.5235354863655696,Moderate
2026-05-10,P0029,GH014,F02,30.20993959,0.062588406,0.372389773,Good,Minor,0.42639301385962947,0.1,0,0.3747599427219259,Moderate
2026-05-24,P0029,GH014,F02,31.28579962,0.138365717,0.145924651,Good,None,0.4471086760913861,0,0,0.2035158291182772,Low
2026-06-07,P0029,GH014,F02,20.97122653,0.351022709,0.094764921,Excellent,Moderate,0.24850178835599232,0,0,0.21520252027119846,Low
2026-06-21,P0029,GH014,F02,28.67699723,0.202104199,0.142775126,Good,None,0.39687624098489777,0,0,0.21436052454697957,Low
2026-07-05,P0029,GH014,F02,34.01662247,0.040452224,0.105304332,Good,None,0.49969061258675285,0,0,0.16148335031735056,Low
2026-07-19,P0029,GH014,F02,27.16167104,0.094607567,0.160276458,Good,None,0.3676986670927113,0,0,0.1787767879685423,Low
2026-08-02,P0029,GH014,F02,22.8217186,0.428091444,0.08604553,Fair,None,0.2841329742126361,0,0.1,0.3453790887425272,Moderate
2026-08-16,P0029,GH014,F02,46.28957445,0.324899389,0.293975121,Fair,Minor,0.7360060446269692,0.1,0.1,0.5932047995253938,Moderate
2026-08-30,P0029,GH014,F02,49.47550108,0.445274215,0.034719271,Excellent,Minor,0.7973509948267076,0.1,0,0.43093984616534153,Moderate
2026-02-15,P0030,GH012,F04,42.28153637,0.144871822,0.19108172,Good,Minor,0.6588313557621929,0.1,0,0.3684581828524386,Moderate
2026-03-01,P0030,GH012,F04,47.75875146,0.224828988,0.171006426,Poor,None,0.7642950170296545,0,0.25,0.5585020409059309,Moderate
2026-03-15,P0030,GH012,F04,39.03798172,0.285383379,0.230219736,Good,None,0.5963767792503729,0,0,0.3227584197000746,Moderate
2026-03-29,P0030,GH012,F04,40.92562136,0.100459621,0.57886609,Good,None,0.6327232407854435,0,0,0.42219525600708874,Moderate
2026-04-12,P0030,GH012,F04,31.85436107,0.293118962,0.178781838,Good,Minor,0.4580563148434252,0.1,0,0.37465472676868505,Moderate
2026-04-26,P0030,GH012,F04,41.06971393,0.192958256,0.336810986,Excellent,None,0.6354977401877735,0,0,0.3461998813375547,Moderate
2026-05-10,P0030,GH012,F04,25.13806619,0.327872013,0.208286289,Excellent,Moderate,0.32873419830103706,0,0,0.2742308742602074,Low
2026-05-24,P0030,GH012,F04,34.85870731,0.490864662,0.14122187,Good,None,0.5159049384558186,0,0,0.3385334608911637,Moderate
2026-06-07,P0030,GH012,F04,50.8312219,0.233994535,0.035804193,Excellent,None,0.8234553706790945,0,0,0.2627010482358189,Low
2026-06-21,P0030,GH012,F04,33.34077454,0.191421381,0.034899867,Fair,Minor,0.4866771749205984,0.1,0.1,0.38003785848411964,Moderate
2026-07-05,P0030,GH012,F04,53.01340171,0.254163811,0.376309927,Poor,Minor,0.8654731969877073,0.1,0.25,0.7813914403975415,High
2026-07-19,P0030,GH012,F04,33.41598079,0.292681248,0.071992482,Excellent,None,0.48812526968132397,0,0,0.2324601076362648,Low
2026-08-02,P0030,GH012,F04,35.71998694,0.361948647,0.230907735,Good,None,0.5324888596023012,0,0,0.33708827912046024,Moderate
2026-08-16,P0030,GH012,F04,37.43451382,0.330801908,0.07021356,Good,None,0.5655020385874409,0,0,0.26047717751748817,Low
2026-08-30,P0030,GH012,F04,45.77502138,0.149815163,0.266007229,Poor,Severe,0.726098336095002,0,0.25,0.5673582273190004,Moderate
2026-02-15,P0031,GH019,F08,37.0280894,0.1783503,0.095536016,Fair,None,0.5576763449352121,0,0.1,0.31694908118704246,Moderate
2026-03-01,P0031,GH019,F08,42.20216173,0.269893193,0.088230359,Good,None,0.6573029987397583,0,0,0.26562687884795166,Low
2026-03-15,P0031,GH019,F08,24.2897368,0.331021199,0.110380071,Excellent,None,0.31239963375316343,0,0,0.22800837835063267,Low
2026-03-29,P0031,GH019,F08,34.95373526,0.316385435,0.241607508,Good,None,0.5177346996328152,0,0,0.323005220776563,Moderate
2026-04-12,P0031,GH019,F08,38.04073874,0.159303375,0.162146521,Good,None,0.5771748866615475,0,0,0.24415709303230948,Low
2026-04-26,P0031,GH019,F08,34.78100766,0.228468114,0.129860751,Excellent,Minor,0.5144088333305769,0.1,0,0.3412829445161154,Moderate
2026-05-10,P0031,GH019,F08,26.10178922,0.161597708,0.204071132,Good,Minor,0.3472906649581775,0.1,0,0.31784934019163547,Moderate
2026-05-24,P0031,GH019,F08,30.62604077,0.365396468,0.155766817,Excellent,None,0.43440503332197106,0,0,0.2848648381143942,Low
2026-06-07,P0031,GH019,F08,34.68280786,0.265086918,0.3606723,Good,None,0.512517998248595,0,0,0.357586555949719,Moderate
2026-06-21,P0031,GH019,F08,34.98349341,0.238858186,0.166637313,Good,None,0.5183076921846826,0,0,0.26224869438693654,Low
2026-07-05,P0031,GH019,F08,28.05544775,0.059224386,0.165250472,Good,None,0.38490831883055937,0,0,0.17207291126611188,Low
2026-07-19,P0031,GH019,F08,34.8877234,0.226294727,0.373161457,Fair,None,0.5164636426580058,0,0.1,0.4504185386316012,Moderate
2026-08-02,P0031,GH019,F08,40.26255088,0.420814534,0.011412591,Good,Moderate,0.6199558326500852,0,0,0.2764119193800171,Low
2026-08-16,P0031,GH019,F08,37.19470229,0.068026078,0.348106404,Fair,None,0.5608844726251095,0,0.1,0.39263390362502193,Moderate
2026-08-30,P0031,GH019,F08,31.15899322,0.325696543,0.027422156,Good,Moderate,0.44466702152854765,0,0,0.21526716455570952,Low
2026-02-15,P0032,GH020,F01,29.53698113,0.068596179,0.109042942,Fair,Moderate,0.41343521287750423,0,0.1,0.25576502912550086,Low
2026-03-01,P0032,GH020,F01,42.49147748,0.5812131,0.289561108,Good,Minor,0.66287376741617,0.1,0,0.566301837083234,Moderate
2026-03-15,P0032,GH020,F01,17.88760384,0.644038378,0.043073454,Good,None,0.18912669836754736,0,0,0.28262182627350946,Low
2026-03-29,P0032,GH020,F01,38.06033561,0.189371705,0.24516386,Good,Moderate,0.5775522239809009,0,0,0.29211427854618016,Low
2026-04-12,P0032,GH020,F01,34.70586262,0.05112506,0.061392283,Good,None,0.5129619171671128,0,0,0.14811268178342257,Low
2026-04-26,P0032,GH020,F01,16.20613542,0.205935129,0.229408946,Good,Minor,0.1567500593338566,0.1,0,0.3066613327167713,Moderate
2026-05-10,P0032,GH020,F01,24.13224358,0.214433166,0.187567742,Fair,Severe,0.3093671051171551,0,0.1,0.3213305130234311,Moderate
2026-05-24,P0032,GH020,F01,37.54756487,0.265393023,0.146654538,Fair,None,0.5676788341755672,0,0.1,0.3724178669851135,Moderate
2026-06-07,P0032,GH020,F01,24.73981137,0.331365679,0.254410602,Good,Moderate,0.3210658101248456,0,0,0.2946759205749691,Low
2026-06-21,P0032,GH020,F01,39.72867087,0.314872387,0.288874045,Poor,Moderate,0.609675984295233,0,0.25,0.6121338525590465,High
2026-07-05,P0032,GH020,F01,25.4667093,0.125347542,0.253077292,Poor,None,0.335062214466443,0,0.25,0.4747688639932886,Moderate
2026-07-19,P0032,GH020,F01,41.13361032,0.087989503,0.102572076,Good,None,0.6367280638322617,0,0,0.20429937301645235,Low
2026-08-02,P0032,GH020,F01,18.55172603,0.12325969,0.075361466,Fair,Moderate,0.2019143571568181,0,0.1,0.21743642263136365,Low
2026-08-16,P0032,GH020,F01,32.1093921,0.437795966,0.348359831,Good,Moderate,0.4629669319578996,0,0,0.40258389844157993,Moderate
2026-08-30,P0032,GH020,F01,31.33729031,0.548226429,0.055077091,Good,None,0.44810012824350304,0,0,0.3062839667487006,Moderate
2026-02-15,P0033,GH008,F05,23.6860402,0.531906206,0.052762004,Fair,Minor,0.30077546842743796,0.1,0.1,0.47006516758548755,Moderate
2026-03-01,P0033,GH008,F05,22.14112658,0.192097894,0.136706412,Good,Moderate,0.2710281891933906,0,0,0.1829577861386781,Low
2026-03-15,P0033,GH008,F05,40.43219931,0.052186958,0.095918701,Good,None,0.6232224095987873,0,0,0.18607333266975745,Low
2026-03-29,P0033,GH008,F05,24.36296758,0.174328697,0.224933312,Excellent,Minor,0.31380969088062094,0.1,0,0.3249969725261242,Moderate
2026-04-12,P0033,GH008,F05,48.16296848,0.069320895,0.393739728,Excellent,None,0.7720782072413471,0,0,0.3558608322982695,Moderate
2026-04-26,P0033,GH008,F05,28.53250711,0.171665009,0.181447568,Excellent,Minor,0.3940940867656858,0.1,0,0.32055297610313715,Moderate
2026-05-10,P0033,GH008,F05,54.05478862,0.301858764,0.137780715,Good,Minor,0.8855250800194925,0.1,0,0.44475690515389843,Moderate
2026-05-24,P0033,GH008,F05,36.29265295,0.218505175,0.267083027,Fair,None,0.5435155315707428,0,0.1,0.40536727971414854,Moderate
2026-06-07,P0033,GH008,F05,34.7613396,0.255372925,0.181284774,Good,None,0.5140301252492719,0,0,0.2737646970998544,Low
2026-06-21,P0033,GH008,F05,39.33972859,0.121312087,0.21189316,Poor,Minor,0.6021869088807207,0.1,0.25,0.6082485342261441,High
2026-07-05,P0033,GH008,F05,25.1675899,0.20799469,0.43689279,Good,None,0.32930267671563934,0,0,0.33526043234312786,Moderate
2026-07-19,P0033,GH008,F05,35.41186916,0.196806304,0.180766448,Excellent,None,0.5265560582340055,0,0,0.2555383196468011,Low
2026-08-02,P0033,GH008,F05,31.91295087,0.30863125,0.23573652,Fair,None,0.4591844602091622,0,0.1,0.4059392635418324,Moderate
2026-08-16,P0033,GH008,F05,33.22113326,0.369867764,0.098823191,Excellent,Moderate,0.4843734845925406,0,0,0.27079885026850814,Low
2026-08-30,P0033,GH008,F05,52.07789349,0.278042097,0.282743052,Fair,Severe,0.8474600059032203,0,0.1,0.4940411085306441,Moderate
2026-02-15,P0034,GH016,F05,46.55761912,0.197818454,0.110680583,Good,None,0.741167239105718,0,0,0.2672761690711436,Low
2026-03-01,P0034,GH016,F05,13.09653026,0.324832285,0.208347995,Good,None,0.09687467743246943,0,0,0.22682283298649386,Low
2026-03-15,P0034,GH016,F05,22.45299632,0.237287074,0.149442377,Poor,Severe,0.277033234472511,0,0.25,0.45570619244450217,Moderate
2026-03-29,P0034,GH016,F05,23.99721439,0.452883613,0.218322795,Good,Minor,0.30676712090594904,0.1,0,0.4181079464811899,Moderate
2026-04-12,P0034,GH016,F05,37.78847519,0.04084758,0.076071848,Good,None,0.57231755731622,0,0,0.162992496063244,Low
2026-04-26,P0034,GH016,F05,23.0401344,0.081218257,0.106635153,Fair,None,0.2883385658441785,0,0.1,0.2340799219688357,Low
2026-05-10,P0034,GH016,F05,24.44371035,0.106222376,0.106555235,Excellent,None,0.31536439121740767,0,0,0.14820056559348155,Low
2026-05-24,P0034,GH016,F05,25.50634559,0.2074529,0.168155517,Good,Minor,0.33582541039608443,0.1,0,0.3154435797292169,Moderate
2026-06-07,P0034,GH016,F05,38.61756706,0.24779922,0.152880275,Excellent,Moderate,0.5882817038214262,0,0,0.27318219151428524,Low
2026-06-21,P0034,GH016,F05,46.29432305,0.367008669,0.154016108,Good,Minor,0.7360974788200154,0.1,0,0.44497977851400305,Moderate
2026-07-05,P0034,GH016,F05,41.45590298,0.512367158,0.116299268,Good,Severe,0.6429338022165887,0,0,0.3602499363433177,Moderate
2026-07-19,P0034,GH016,F05,24.50690299,0.103149445,0.043207843,Excellent,Minor,0.31658116417045895,0.1,0,0.2188620679340918,Low
2026-08-02,P0034,GH016,F05,37.28919209,0.14970733,0.180381235,Fair,Severe,0.5627038717351835,0,0.1,0.34610989559703675,Moderate
2026-08-16,P0034,GH016,F05,41.36076299,0.307205045,0.270246298,Fair,None,0.6411018837117506,0,0.1,0.4573529765923501,Moderate
2026-08-30,P0034,GH016,F05,27.69667338,0.224202544,0.110352454,Excellent,Minor,0.3780001258880896,0.1,0,0.3037295198776179,Moderate
2026-02-15,P0035,GH016,F05,37.35799483,0.326938807,0.239445134,Excellent,None,0.5640286670456474,0,0,0.3349846261591295,Moderate
2026-03-01,P0035,GH016,F05,38.01875591,0.513225661,0.246836324,Excellent,Severe,0.5767516077326165,0,0,0.4060556486965233,Moderate
2026-03-15,P0035,GH016,F05,37.53919623,0.36961473,0.492849576,Excellent,None,0.5675176961885197,0,0,0.464651003937704,Moderate
2026-03-29,P0035,GH016,F05,31.47692226,0.450622146,0.219350795,Fair,Moderate,0.4507887385016252,0,0.1,0.446583356550325,Moderate
2026-04-12,P0035,GH016,F05,33.66620495,0.304933657,0.239507629,Poor,Minor,0.4929433306151288,0.1,0.25,0.6630938791230258,High
2026-04-26,P0035,GH016,F05,31.48498188,0.446104258,0.397607422,Good,None,0.45094392631507735,0,0,0.42524861546301546,Moderate
2026-05-10,P0035,GH016,F05,35.81169981,0.321444338,0.60826278600000006,Good,Minor,0.5342547889836772,0.1,0,0.5930747297967355,Moderate
2026-05-24,P0035,GH016,F05,39.83427828,0.417875865,0.485902568,Excellent,Minor,0.6117094527518412,0.1,0,0.5872545989003682,Moderate
2026-06-07,P0035,GH016,F05,31.64938229,0.412209624,0.359481733,Fair,None,0.45410945274914544,0,0.1,0.49686203879982915,Moderate
2026-06-21,P0035,GH016,F05,33.04942238,0.548368716,0.269277205,Good,None,0.4810671952125014,0,0,0.4093172318925003,Moderate
2026-07-05,P0035,GH016,F05,38.0522235,0.467644545,0.25934745,Good,None,0.5773960254736035,0,0,0.3958611483447207,Moderate
2026-07-19,P0035,GH016,F05,35.19393627,0.358695774,0.196042738,Fair,Minor,0.5223597650243483,0.1,0.1,0.5182347060048696,Moderate
2026-08-02,P0035,GH016,F05,26.04870768,0.281121177,0.268607856,Good,None,0.3462685810227965,0,0,0.28851966335455925,Low
2026-08-16,P0035,GH016,F05,30.82106656,0.286894364,0.408127862,Excellent,None,0.4381602508033022,0,0,0.3717026154606604,Moderate
2026-08-30,P0035,GH016,F05,34.83715356,0.358967273,0.297622065,Good,None,0.5154899214532558,0,0,0.36266645909065115,Moderate
2026-02-15,P0036,GH007,F04,23.32585116,0.464071851,0.304529736,Good,None,0.29384003604389575,0,0,0.3582315362587791,Moderate
2026-03-01,P0036,GH007,F04,39.80322943,0.467512292,0.137332794,Fair,Minor,0.6111116077986418,0.1,0.1,0.5476513810597283,Moderate
2026-03-15,P0036,GH007,F04,24.2089708,0.370779878,0.197852252,Good,Minor,0.3108444861232157,0.1,0,0.38097536792464315,Moderate
2026-03-29,P0036,GH007,F04,23.4770471,0.356023828,0.078249039,Excellent,Minor,0.29675131068605615,0.1,0,0.3191706694872112,Moderate
2026-04-12,P0036,GH007,F04,37.90915115,0.427207412,0.074015508,Good,None,0.5746411703858988,0,0,0.2977578068771798,Low
2026-04-26,P0036,GH007,F04,30.23225815,0.041689492,0.263576947,Poor,Moderate,0.4268227572626436,0,0.25,0.46856549980252876,Moderate
2026-05-10,P0036,GH007,F04,27.80762777,0.169591324,0.554952183,Good,Severe,0.3801365503320488,0,0,0.3851127558164098,Moderate
2026-05-24,P0036,GH007,F04,15.59163666,0.086629954,0.159971969,Good,None,0.144917898644707,0,0,0.1312914496789414,Low
2026-06-07,P0036,GH007,F04,29.80538642,0.303793665,0.242007075,Excellent,Minor,0.41860335108676255,0.1,0,0.39895163671735245,Moderate
2026-06-21,P0036,GH007,F04,44.31038033,0.244590602,0.251890546,Fair,None,0.6978967035066387,0,0.1,0.43853679710132776,Moderate
2026-07-05,P0036,GH007,F04,30.314047,0.33794995,0.41994565,Good,None,0.4283975998478114,0,0,0.3929375449695623,Moderate
2026-07-19,P0036,GH007,F04,39.60223218,0.243837156,0.150312063,Excellent,None,0.6072414099807044,0,0,0.2744317149461409,Low
2026-08-02,P0036,GH007,F04,20.07864399,0.3460297,0.044007867,Good,Minor,0.23131513033635803,0.1,0,0.28717696121727165,Low
2026-08-16,P0036,GH007,F04,36.42744635,0.337474358,0.127318429,Fair,None,0.5461109756504621,0,0.1,0.3846315134800924,Moderate
2026-08-30,P0036,GH007,F04,28.68933032,0.12517572,0.129432569,Good,Moderate,0.3971137143732472,0,0,0.18147890092464947,Low
2026-02-15,P0037,GH020,F01,35.0499905,0.378987792,0.192146871,Fair,Moderate,0.5195880922529282,0,0.1,0.42302943760058564,Moderate
2026-03-01,P0037,GH020,F01,35.73864614,0.53550357,0.451976073,Excellent,None,0.5328481421055418,0,0,0.4973851107711083,Moderate
2026-03-15,P0037,GH020,F01,33.7135798,0.553125369,0.355301287,Excellent,Minor,0.49385553235468044,0.1,0,0.552250564770936,Moderate
2026-03-29,P0037,GH020,F01,31.50456523,0.521587168,0.262079525,Good,Severe,0.4513210033071154,0,0,0.3907554957114231,Moderate
2026-04-12,P0037,GH020,F01,24.71494958,0.734459504,0.354685126,Excellent,None,0.320587096881714,0,0,0.4807865524763428,Moderate
2026-04-26,P0037,GH020,F01,30.70643189,0.371905928,0.408032085,Good,None,0.4359529626454097,0,0,0.40097210557908197,Moderate
2026-05-10,P0037,GH020,F01,41.96112292,0.354942523,0.321593812,Excellent,None,0.65266180152686,0,0,0.399479458755372,Moderate
2026-05-24,P0037,GH020,F01,33.48643594,0.24858627,0.463234573,Fair,Minor,0.48948188211155597,0.1,0.1,0.5933571287723112,Moderate
2026-06-07,P0037,GH020,F01,40.85339564,0.294643697,0.446341892,Fair,Severe,0.6313325360671305,0,0.1,0.530245652563426,Moderate
2026-06-21,P0037,GH020,F01,42.10628684,0.60217789,0.426261093,Good,None,0.6554569297508892,0,0,0.5336711393001778,Moderate
2026-07-05,P0037,GH020,F01,35.00915347,0.459501555,0.164632966,Fair,None,0.5188017760998612,0,0.1,0.43867073416997227,Moderate
2026-07-19,P0037,GH020,F01,27.33071361,0.273214886,0.245807986,Fair,Minor,0.3709535782198662,0.1,0.1,0.48042951944397316,Moderate
2026-08-02,P0037,GH020,F01,44.87403438,0.249946284,0.161943004,Good,Moderate,0.708749850374974,0,0,0.3021055212749948,Moderate
2026-08-16,P0037,GH020,F01,32.83409356,0.458029477,0.191723352,Excellent,Minor,0.47692104331588075,0.1,0,0.44197003401317614,Moderate
2026-08-30,P0037,GH020,F01,44.82535662,0.428920919,0.1719294,Fair,None,0.7078125611307975,0,0.1,0.4690530638761595,Moderate
2026-02-15,P0038,GH018,F06,29.4088553,0.076535145,0.272067898,Good,None,0.4109681527177886,0,0,0.23141148539355771,Low
2026-03-01,P0038,GH018,F06,28.4620439,0.363532586,0.288144464,Excellent,None,0.39273731914032345,0,0,0.3354488777280647,Moderate
2026-03-15,P0038,GH018,F06,30.52637534,0.06768464,0.114787412,Good,None,0.4324859775651893,0,0,0.16184115491303785,Low
2026-03-29,P0038,GH018,F06,26.79603304,0.241422494,0.141692516,Fair,Moderate,0.3606583150990649,0,0.1,0.32039116811981294,Moderate
2026-04-12,P0038,GH018,F06,43.29443752,0.109655126,0.211777639,Good,None,0.678334746084778,0,0,0.2693461808669556,Low
2026-04-26,P0038,GH018,F06,26.0122495,0.512732157,0.13331589,Good,None,0.34556657953430875,0,0,0.3085617213568617,Moderate
2026-05-10,P0038,GH018,F06,38.11112475,0.232447564,0.214706381,Good,None,0.5785301678025349,0,0,0.29368055241050695,Low
2026-05-24,P0038,GH018,F06,40.68882959,0.4578948,0.391291592,Good,Minor,0.6281638202383488,0.1,0,0.5619771604476698,Moderate
2026-06-07,P0038,GH018,F06,22.76033241,0.281653146,0.069816471,Fair,None,0.2829509844163106,0,0.1,0.2865862099332621,Low
2026-06-21,P0038,GH018,F06,26.30188892,0.238659094,0.049148214,Good,None,0.3511435804697575,0,0,0.17587609529395148,Low
2026-07-05,P0038,GH018,F06,39.88016923,0.22986514,0.340320358,Good,None,0.6125930820281277,0,0,0.35611557650562553,Moderate
2026-07-19,P0038,GH018,F06,29.67187899,0.260517482,0.326847698,Poor,None,0.4160326683323248,0,0.25,0.5714691164664649,Moderate
2026-08-02,P0038,GH018,F06,54.0081651,0.283269235,0.050123251,Fair,None,0.884627345123276,0,0.1,0.3986251642246552,Moderate
2026-08-16,P0038,GH018,F06,41.75674638,0.16264966,0.213683064,Excellent,Minor,0.6487265355511038,0.1,0,0.3828300669102208,Moderate
2026-08-30,P0038,GH018,F06,22.80259764,0.187267095,0.382300321,Good,None,0.2837648005303152,0,0,0.29433158780606306,Low
2026-02-15,P0039,GH020,F01,22.17870221,0.19790886,0.529758859,Good,None,0.27175170715810715,0,0,0.36200992898162143,Moderate
2026-03-01,P0039,GH020,F01,32.34583519,0.167837607,0.097252969,Fair,None,0.46751963867893365,0,0.1,0.29601092623578673,Low
2026-03-15,P0039,GH020,F01,41.41759872,0.346952121,0.272809863,Excellent,Minor,0.6421962544965593,0.1,0,0.47263693159931186,Moderate
2026-03-29,P0039,GH020,F01,26.4255563,0.443516683,0.154391737,Excellent,None,0.35352479326856956,0,0,0.2954120793537139,Low
2026-04-12,P0039,GH020,F01,30.84182803,0.077274729,0.500068188,Good,Minor,0.4385600124711418,0.1,0,0.4397888422442283,Moderate
2026-04-26,P0039,GH020,F01,24.98748742,0.18955927,0.084240975,Fair,None,0.32583480725423575,0,0.1,0.2694211447008471,Low
2026-05-10,P0039,GH020,F01,35.27220263,0.087661768,0.149411118,Excellent,Moderate,0.5238667821387113,0,0,0.20268997832774227,Low
2026-05-24,P0039,GH020,F01,38.50799714,0.187276942,0.198995024,Poor,None,0.5861719373181753,0,0.25,0.522329077963635,Moderate
2026-06-07,P0039,GH020,F01,40.92004317,0.223557765,0.446887874,Fair,None,0.6326158328544095,0,0.1,0.5058679276208818,Moderate
2026-06-21,P0039,GH020,F01,41.97645993,0.40922393,0.130662975,Good,Moderate,0.6529571153315796,0,0,0.33261813731631595,Moderate
2026-07-05,P0039,GH020,F01,25.09040374,0.049102814,0.079809398,Fair,Minor,0.327816458829539,0.1,0.1,0.31866350576590785,Moderate
2026-07-19,P0039,GH020,F01,47.29857536,0.376652946,0.358771516,Good,Minor,0.7554343359104507,0.1,0,0.5443625804820902,Moderate
2026-08-02,P0039,GH020,F01,46.6396398,0.078762011,0.141868727,Excellent,None,0.742746545572656,0,0,0.23995694011453123,Low
2026-08-16,P0039,GH020,F01,34.0944576,0.458895875,0.106703636,Good,None,0.5011893263765428,0,0,0.30886805772530856,Moderate
2026-08-30,P0039,GH020,F01,46.30072386,0.23676557,0.177156424,Good,Moderate,0.736220726281834,0,0,0.3098324855563668,Moderate
2026-02-15,P0040,GH005,F01,18.94613566,0.47423404,0.231931564,Good,None,0.20950870628049742,0,0,0.31225285905609945,Moderate
2026-03-01,P0040,GH005,F01,33.70153127,0.383521764,0.301430979,Fair,None,0.49362353816314125,0,0.1,0.46860126558262827,Moderate
2026-03-15,P0040,GH005,F01,23.93380152,0.232909272,0.179186027,Fair,Minor,0.30554610742888333,0.1,0.1,0.42326117883577663,Moderate
2026-03-29,P0040,GH005,F01,26.35128964,0.340181236,0.532773128,Good,None,0.3520947902935165,0,0,0.4292302982587033,Moderate
2026-04-12,P0040,GH005,F01,34.51425159,0.411842629,0.19166142,Fair,None,0.509272450817704,0,0.1,0.43224704931354085,Moderate
2026-04-26,P0040,GH005,F01,30.85682688,0.249067078,0.226918497,Fair,Minor,0.43884881501217937,0.1,0.1,0.4770565639524359,Moderate
2026-05-10,P0040,GH005,F01,31.51043018,0.396447818,0.37188502,Excellent,Moderate,0.4514339327959134,0,0,0.39639178185918267,Moderate
2026-05-24,P0040,GH005,F01,37.27962063,0.333834015,0.450657547,Fair,None,0.5625195734743542,0,0.1,0.5321417160948708,Moderate
