plot_id,crop,treatment,treatment_block,plot_area_m2,plant_density_plants_m2,risk_score,risk_category,main_driver,plant_stress_index,disease_risk_index,pest_pressure_index,current_risk,trend_risk_n,anomaly_risk,response_risk,alert_flag,action_taken,action_delay_days,season_yield_kg_m2,marketable_ratio,season_profit_cad,season_roi,precision_benefit_cad
P0115,Strawberry,Integrated Pest,B,9.24,23.59,18.543608242210016,Low,Pest pressure,0.33958197278344937,0.1407905333040955,0.3978102226917481,0.29159019092130295,0.032543199936520065,0.37621857807757064,0,0,0,0,4.96216195845582,0.953166116956666,547.545523199377,0.503262365318824,355.904590079595
P0071,Strawberry,High Light,A,14.94,14.38,18.54334576352308,Low,Pest pressure,0.3166877068130894,0.1498687559811441,0.3921717896505846,0.28173883813100487,0.07916944626378196,0.33516251361716803,0,0,0,0,5.37301753997519,0.905569939950592,815.798813294652,0.513159642842188,530.269228641524
P0033,Strawberry,High Light,D,23.04,23.58,18.152347304462836,Low,Environment anomaly,0.3191200359342481,0.1575568578235815,0.3714691021619852,0.28112089574659554,0.026312630158791896,0.38276500996810986,0,0,0,0,6.23573757569269,0.905259426201821,624.098502539796,0.515716004962103,405.664026650867
P0100,Pepper,Integrated Pest,B,11.79,22.52,18.083398755658457,Low,Pest pressure,0.3344786311693012,0.12391293,0.3752618472730769,0.279465564039266,0.03589547427928196,0.3702358578651048,0,0,0,0,7.46519337377381,0.978009464639268,634.750752085516,0.34121763275013,412.587988855585
P0090,Strawberry,Integrated Pest,C,13.68,23.31,18.000538709624834,Low,Plant stress,0.3739882994573682,0.1385816318610417,0.3717967839307485,0.3029279960731463,0.005970748399716746,0.36243950685358994,0,0,0,0,5.30119422304639,0.936204289226477,847.383081119315,0.618451320452157,550.799002727555
P0023,Strawberry,High N,D,11.52,19.38,17.864295804471155,Low,Environment anomaly,0.35548919668115075,0.148145362,0.3563077679620026,0.2934497605329759,0,0.3796777092908499,0,0,0,0,6.32497823681437,0.965359367925693,572.238076828733,0.425983903085394,371.954749938676
P0113,Strawberry,High Light,D,15.29,17.92,17.705841086058012,Low,Pest pressure,0.33284297006258207,0.1312814448975715,0.3701027535572845,0.27982646921201937,0.14116703029092648,0.21913694531820863,0,0,0,0,5.27334483600091,0.855089413958951,693.619831735852,0.446873116436544,450.852890628304
P0086,Strawberry,High Light,C,16.99,11.82,17.543844804834535,Low,Pest pressure,0.3453322000659019,0.1542928583776736,0.4099966710537702,0.3009532917570071,0.027878876620956044,0.3156753838907693,0,0,0,0,5.32997727602549,0.891894394350986,1628.86300211457,1.2,1058.76095137447
P0013,Strawberry,High Light,C,11.5,16.93,17.450447703594502,Low,Pest pressure,0.36310808665559385,0.1377704632072486,0.3782723920073086,0.29853966069143323,0.1023360454876867,0.22215792211010865,0,0,0,0,6.215299662461,0.844807158756211,2161.62951034356,1.2,1405.05918172332
P0020,Pepper,High Light,C,13.88,18.12,17.238047781375045,Low,Pest pressure,0.3116805745726768,0.1423002275484364,0.377296673,0.2739896901508693,0.05785005767950605,0.31010785920534834,0,0,0,0,7.3526614759353,0.860254835631991,628.635674720295,0.490980848091023,408.613188568192
P0099,Strawberry,High Light,A,23.79,13.99,17.12772910256898,Low,Pest pressure,0.30882584602197155,0.1210488832176665,0.351130547,0.2609536973762857,0.054711708611000075,0.331327848956199,0,0,0,0,5.99576410420701,0.941659409575521,447.455488398537,0.401445419288129,290.846067459049
P0057,Strawberry,Shade,B,13.76,10.03,17.044204578030325,Low,Plant stress,0.46898455668026606,0.1487758386517026,0.3946374150270486,0.35805251294105356,0.08481427289258436,0.11960049013894203,0,0,0,0,4.08270369875723,0.917122926639032,455.632413145275,0.383724122397861,296.161068544429
P0049,Pepper,Low N,B,13.16,21.58,17.012260882371283,Low,Plant stress,0.4459700795776403,0.1405125710425326,0.3746429535322543,0.3400674018080308,0,0.25549509095451023,0,0,0,0,7.54894596838875,0.904090029759607,162.612233020832,0.113698006560019,91.1016419644302
P0014,Strawberry,High Light,A,23.55,23.4,16.877922185056615,Low,Environment anomaly,0.29862883199658163,0.1238611804014926,0.3728596111802433,0.2610446923547872,0,0.3870678976319531,0,0,0,0,5.09734619489553,0.977426384786829,428.633165617233,0.322378716098348,278.611557651202
P0039,Tomato,High Light,C,22.5,14.95,16.49540702313394,Low,Pest pressure,0.35047486382545406,0.1453566640033618,0.3723513672452586,0.2933147045627873,0.04288687384047466,0.25786102587122584,0,0,0,0,10.4959942655711,0.880900883357377,564.031331422083,0.357287951701255,366.620365424354
P0007,Strawberry,Control,B,9.69,15.3,16.45094694884573,Low,Pest pressure,0.34872569788946306,0.1317513348664008,0.3740811210766903,0.28870447361998985,0.0036429020127874746,0.3127608910913198,0,0,0,0,4.61812181217741,0.910548952206912,384.870285868625,0.368264914551657,250.165685814606
P0019,Tomato,Integrated Pest,C,9.29,13.91,16.267855907128936,Low,Pest pressure,0.34417242477181853,0.141815779,0.3633391768399659,0.2872987814539025,0.09094462546115245,0.19693914598567694,0,0,0,0,9.44292308611805,0.959660198590846,537.738302899556,0.450886818429493,349.529896884712
P0030,Cucumber,High N,A,19.21,21.55,16.199986232880146,Low,Pest pressure,0.32834189561623334,0.1418649068295975,0.3849621241315311,0.2837228446833021,0.003938522024380401,0.3085611809177531,0,0,0,0,8.10306858769739,0.877130258507069,811.951670001882,0.473136476044743,527.768585501223
P0085,Cucumber,Integrated Pest,D,13.95,20.42,16.10170554455116,Low,Pest pressure,0.3452878936656456,0.1335142096346506,0.3811505725945048,0.28892832424211895,0.03201075284802309,0.259447268743821,0,0,0,0,7.6362208734028,0.979170118459916,260.312389283717,0.251394053504475,169.203053034416
P0021,Tomato,High N,B,21.06,20.77,15.797771289038476,Low,Pest pressure,0.32819277084220144,0.1328829047074475,0.3957900634112756,0.2831192695155901,0.014414153370759903,0.2764121510861914,0,0,0,0,8.39551734108012,0.865093750882083,333.278575536617,0.225254633484569,216.631074098801
P0109,Cucumber,Integrated Pest,C,9.18,16.86,15.683271252763847,Low,Pest pressure,0.3485832609198183,0.1335987686154928,0.3634983461482478,0.28707093027420655,0.025685394788133725,0.24968269117316377,0,0,0,0,8.53823199046797,0.911429712140528,311.850924652231,0.302615180026047,202.70310102395
P0055,Cucumber,High N,B,15.45,16.68,15.662289351622372,Low,Pest pressure,0.35616072018561323,0.1446180752664688,0.3633089115568507,0.2941275649841174,1.4271661649634606e-4,0.2682128330882927,0,0,0,0,7.81106228508603,0.926083376153819,355.264757136679,0.269547514255609,230.922092138841
P0009,Strawberry,Integrated Pest,C,13.7,22.51,15.525060911801289,Low,Pest pressure,0.3550928242557889,0.1408461231731677,0.3959714454526341,0.2989945381703716,0.06926792124321056,0.16642770223790102,0,0,0,0,5.1600427293005096,0.872025623479117,699.666948347342,0.388218908095788,454.783516425772
P0022,Strawberry,High N,D,10.98,8.65,14.517472826458622,Low,Pest pressure,0.3391053996518758,0.1542519652099433,0.3648992929020474,0.2888081479693304,0.0018572807033193878,0.21813778149745364,0,0,0,0,5.89675286493524,0.949854286261891,43.9353172654924,0.0313574214931577,28.5579562225701
P0016,Strawberry,High N,A,17.75,16.04,13.91351703600932,Low,Pest pressure,0.3483395061939984,0.1360212096594732,0.3654846749482003,0.2880730509844812,0.013765313255959435,0.1743413710076747,0,0,0,0,5.48179267431187,0.877094663431181,863.364932144317,0.573744070357076,561.187205893806
