date,plot_id,greenhouse_id,farm_id,crop,air_temp_c,relative_humidity_pct,vpd_kpa,co2_ppm,light_ppfd,substrate_moisture,substrate_ec,substrate_ph,canopy_temp_c,pest_pressure_index,disease_risk_index,plant_stress_index,alert_type,alert_flag,recommended_action,action_taken,action_delay_days,post_action_stress_delta_3d,daily_energy_cost,daily_fertilizer_cost,daily_labor_cost,daily_pesticide_cost,daily_water_cost,daily_total_input_cost,daily_precision_cost,daily_precision_actions_count,daily_total_actions_count,daily_routine_cost,treatment_block,treatment,plot_area_m2,plant_density_plants_m2,row_orientation,structure_type,heating_system,irrigation_system,capacity_plants,sensor_density_per_100m2,farm_name,region,primary_crop,greenhouse_acres,production_system,climate_zone,stress_lag_1,stress_lag_3,stress_lag_7,stress_lead_3,stress_delta_3d_forward,spike_3d,canopy_air_diff,vpd_kpa_7d_mean,substrate_moisture_7d_mean,pest_pressure_7d_mean,canopy_air_diff_7d_mean
2025-05-15,P0013,GH008,F05,Strawberry,23.40763180306132,62.1388897,1.6123213070183184,877.6084978356173,753.3283536409838,0.4179464622394746,2.055026909,6.000810734039474,26.532060008126592,0.4133173206306079,0.1595738406083675,0.5434674989984581,High VPD,0,Increase Venting,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,C,High Light,11.5,16.93,West,Polyfilm,Natural Gas,EBB-Flow,53,3,BC Harvest 5,Abbotsford,Strawberry,13.9,Greenhouse,Fraser Valley,0.5306851066548487,0.5716712413026431,0.3585901356181853,0.5344182642227239,-0.009049234775734272,0.0,3.1244282050652714,1.550463665972408,0.38757066650353816,0.43122184874633085,2.1711772926164556
2025-05-16,P0013,GH008,F05,Strawberry,22.022214384215463,63.700164329748965,1.6452884819084297,869.0754740034973,726.4154458303168,0.4715597574766974,2.0693848429036508,6.0714029134114735,26.27838178449613,0.4138609505329497,0.1508307151067117,0.4984360457238321,High VPD,0,Increase Venting,1,2,-0.057547073,7.68,58.19849614632132,71.23059633925007,59.19986705832881,0.96,197.26895954390025,70.63691252690506,2,5,126.63204701699516,C,High Light,11.5,16.93,West,Polyfilm,Natural Gas,EBB-Flow,53,3,BC Harvest 5,Abbotsford,Strawberry,13.9,Greenhouse,Fraser Valley,0.5434674989984581,0.5970783517483538,0.5492433339592009,0.2941058901294242,-0.20433015559440793,0.0,4.256167400280667,1.5542596212112347,0.39963745687604135,0.42454771453675216,2.5968047766814335
2025-05-17,P0013,GH008,F05,Strawberry,23.66458743457948,66.18166848444949,1.5355124862621772,855.7072026,589.6158335772959,0.3761342489626018,1.9695105521269984,6.16622022,25.495113779946028,0.4346534041058723,0.1360017187690927,0.4933799126927818,Low Moisture,0,Increase Irrigation,0,0,0.0,7.35,43.04,61.18,30.05,1.4,143.02,0.0,1,5,143.02,C,High Light,11.5,16.93,West,Polyfilm,Natural Gas,EBB-Flow,53,3,BC Harvest 5,Abbotsford,Strawberry,13.9,Greenhouse,Fraser Valley,0.4984360457238321,0.5306851066548487,0.59764471,0.3368747680947568,-0.156505144598025,0.0,1.8305263453665468,1.5545939632099608,0.40855564002687217,0.42529864846620863,2.7604348279303594
2025-05-18,P0013,GH008,F05,Strawberry,22.819653703323137,69.96346402,1.908820321,817.3651044441814,712.6798378760435,0.3813899765906585,2.076143172182697,6.179995258,26.39013023025329,0.4146730293710441,0.1283830317300361,0.5344182642227239,High Pest Pressure,0,Increase Venting,1,0,-0.072368444,9.74,44.87411743769087,67.43327594057268,44.29014036904948,1.8,168.13753374731306,56.98223499817633,1,5,111.15529874913672,C,High Light,11.5,16.93,West,Polyfilm,Natural Gas,EBB-Flow,53,3,BC Harvest 5,Abbotsford,Strawberry,13.9,Greenhouse,Fraser Valley,0.4933799126927818,0.5434674989984581,0.6243838463501613,0.2944976273149823,-0.23992063690774157,0.0,3.570476526930154,1.5872911431615242,0.4005737255553593,0.42319627021013523,3.0937639172645715
2025-05-19,P0013,GH008,F05,Strawberry,21.75374047725111,65.92944357520737,1.3639192621083345,814.9651935220867,781.6747763554894,0.5154269564948439,1.929746013,6.249383024661945,25.219869554511085,0.4161619425328961,0.1490154148683346,0.2941058901294242,,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,C,High Light,11.5,16.93,West,Polyfilm,Natural Gas,EBB-Flow,53,3,BC Harvest 5,Abbotsford,Strawberry,13.9,Greenhouse,Fraser Valley,0.5344182642227239,0.4984360457238321,0.5716712413026431,0.3154200195544843,0.021314129425060113,0.0,3.466129077259975,1.5560055732090485,0.4109848308036965,0.4207520182163478,2.8676198010488814
2025-05-20,P0013,GH008,F05,Strawberry,24.989594240272904,58.64194471223124,1.4582343873928207,800.1703658226471,708.3622412746753,0.4603124972818164,1.9061623845875544,6.047656718284719,25.939897665342777,0.4246263788365153,0.1485648211749628,0.3368747680947568,,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,C,High Light,11.5,16.93,West,Polyfilm,Natural Gas,EBB-Flow,53,3,BC Harvest 5,Abbotsford,Strawberry,13.9,Greenhouse,Fraser Valley,0.2941058901294242,0.4933799126927818,0.5970783517483538,0.47667223247092,0.1397974643761632,1.0,0.9503034250698725,1.5426224368151977,0.42820760809820696,0.4220058616429965,2.679542888697132
2025-05-21,P0013,GH008,F05,Strawberry,23.381454231907576,73.90571988159934,1.4694322095600425,793.2192335009842,601.6331081928938,0.4876939760107369,2.027867705080007,6.086546706174794,26.57648586,0.4018501297049325,0.1368558041185657,0.2944976273149823,,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,C,High Light,11.5,16.93,West,Polyfilm,Natural Gas,EBB-Flow,53,3,BC Harvest 5,Abbotsford,Strawberry,13.9,Greenhouse,Fraser Valley,0.3368747680947568,0.5344182642227239,0.5306851066548487,0.3144429892050124,0.0199453618900301,0.0,3.1950316280924227,1.5705040650357318,0.44435198215097566,0.41702045081640254,2.913294658294987
2025-05-22,P0013,GH008,F05,Strawberry,21.94925969616876,70.39446074262764,1.3888841482205196,698.9912337322688,866.9213156123134,0.5532315551430528,2.0088881005043424,6.176066567371961,26.07989572958772,0.4118968158455039,0.1257103583621769,0.3154200195544843,,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,C,High Light,11.5,16.93,West,Polyfilm,Natural Gas,EBB-Flow,53,3,BC Harvest 5,Abbotsford,Strawberry,13.9,Greenhouse,Fraser Valley,0.2944976273149823,0.2941058901294242,0.5434674989984581,0.4488406531713048,0.1334206336168205,1.0,4.130636033418959,1.5385844709217606,0.46367842399434395,0.41681752156138774,3.057038633774085
2025-05-23,P0013,GH008,F05,Strawberry,24.142633987129425,69.36757102311726,1.6966887126678178,719.4847061168717,640.0747355526762,0.5126990964795636,2.0552059299931607,6.143904196686569,25.847907061716377,0.4224506266815898,0.1520486569269014,0.47667223247092,High VPD,0,Increase Venting,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,C,High Light,11.5,16.93,West,Polyfilm,Natural Gas,EBB-Flow,53,3,BC Harvest 5,Abbotsford,Strawberry,13.9,Greenhouse,Fraser Valley,0.3154200195544843,0.3368747680947568,0.4984360457238321,0.3586100394729224,-0.11806219299799758,0.0,1.7052730745869518,1.5459273610302446,0.4695554724233249,0.4180446181540506,2.692625158674983
2025-05-24,P0013,GH008,F05,Strawberry,24.02442829638936,63.19788494,1.3981694795535535,664.586968,844.3482479521416,0.507709963,2.0370032269510068,6.088740369816103,24.50150585769384,0.3840459441071792,0.1586784362427876,0.3144429892050124,,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,C,High Light,11.5,16.93,West,Polyfilm,Natural Gas,EBB-Flow,53,3,BC Harvest 5,Abbotsford,Strawberry,13.9,Greenhouse,Fraser Valley,0.47667223247092,0.2944976273149823,0.4933799126927818,0.4327967500564539,0.1183537608514415,1.0,0.47707756130447976,1.5263069315004412,0.488352003000096,0.4108149810113802,2.4992753323804022
2025-05-25,P0013,GH008,F05,Strawberry,21.268028306445625,65.02544812,1.3742200271109324,725.9537462304222,846.6525485855581,0.4025365025782365,2.0614738856597814,6.158639514124199,25.40211258020117,0.3719419277831661,0.1495514974555995,0.4488406531713048,Low Moisture,0,Increase Irrigation,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,C,High Light,11.5,16.93,West,Polyfilm,Natural Gas,EBB-Flow,53,3,BC Harvest 5,Abbotsford,Strawberry,13.9,Greenhouse,Fraser Valley,0.3144429892050124,0.3154200195544843,0.5344182642227239,0.510933849,0.06209319582869527,0.0,4.134084273755544,1.4499354609448603,0.4913729352840357,0.40471053792739753,2.5797907247840293
2025-05-26,P0013,GH008,F05,Strawberry,20.90475153913369,72.45448328314869,1.4546105969431014,752.5476619884033,790.1952008664297,0.432412357,1.8234884553202235,5.957727951685325,25.09015195724406,0.4127991023557776,0.1581315134799014,0.3586100394729224,,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,C,High Light,11.5,16.93,West,Polyfilm,Natural Gas,EBB-Flow,53,3,BC Harvest 5,Abbotsford,Strawberry,13.9,Greenhouse,Fraser Valley,0.4488406531713048,0.47667223247092,0.2941058901294242,0.367041732,0.008431692527077594,0.0,4.185400418110369,1.4628913659212555,0.4795137067847723,0.40423013218780923,2.682543773476943
2025-05-27,P0013,GH008,F05,Strawberry,23.766264484583186,74.40698307405643,1.3503576347878947,751.0561058592438,576.9967721590692,0.4013267041437413,2.2983431898028086,6.27291248,23.71378061849908,0.3770039931025143,0.1354166439288456,0.4327967500564539,Low Moisture,0,Increase Irrigation,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,C,High Light,11.5,16.93,West,Polyfilm,Natural Gas,EBB-Flow,53,3,BC Harvest 5,Abbotsford,Strawberry,13.9,Greenhouse,Fraser Valley,0.3586100394729224,0.3144429892050124,0.3368747680947568,0.4955357274755566,0.06273897741910267,0.0,-0.05248386608410627,1.4474804012634088,0.4710871649079044,0.39742693422580905,2.5392884461692313
2025-05-28,P0013,GH008,F05,Strawberry,20.459566881213817,73.81358186,1.7560432457194712,752.6607919228964,845.2001735739065,0.3452543353832887,2.182123649493767,6.125391524112948,26.48196094622879,0.3668767852649028,0.1403156159646876,0.510933849,High VPD,0,Increase Venting,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,C,High Light,11.5,16.93,West,Polyfilm,Natural Gas,EBB-Flow,53,3,BC Harvest 5,Abbotsford,Strawberry,13.9,Greenhouse,Fraser Valley,0.4327967500564539,0.4488406531713048,0.2944976273149823,0.3061406488778308,-0.20479320012216923,0.0,6.022394065014971,1.48842483500047,0.450738644818269,0.3924307421629477,2.9431973657295956
2025-05-29,P0013,GH008,F05,Strawberry,22.85929909937311,75.08732252979541,1.2710562015386238,725.5812627829803,659.7104333252183,0.4172041901877497,2.130107045910161,6.186893825307578,26.11289686359609,0.3831864232237721,0.1577426765266631,0.367041732,,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,C,High Light,11.5,16.93,West,Polyfilm,Natural Gas,EBB-Flow,53,3,BC Harvest 5,Abbotsford,Strawberry,13.9,Greenhouse,Fraser Valley,0.510933849,0.3586100394729224,0.3154200195544843,0.4601749177076504,0.09313318570765039,0.0,3.253597764222981,1.4715922711887706,0.43130616411036854,0.38832925750270025,2.8179061844158846
2025-05-30,P0013,GH008,F05,Strawberry,21.991900080725426,72.67272032764103,1.460100058470703,820.1168939506819,762.9613442335439,0.338246015,1.9596443292901864,6.016243955156672,24.28639517927969,0.4022263220913446,0.1440965364578293,0.4955357274755566,Low Moisture,0,Increase Irrigation,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,C,High Light,11.5,16.93,West,Polyfilm,Natural Gas,EBB-Flow,53,3,BC Harvest 5,Abbotsford,Strawberry,13.9,Greenhouse,Fraser Valley,0.367041732,0.4327967500564539,0.47667223247092,0.3967464634747366,-0.09878926400082,0.0,2.2944950985542647,1.4377938920177544,0.4063842953275737,0.38544007113266526,2.9020807592683577
2025-05-31,P0013,GH008,F05,Strawberry,22.332829263922545,78.61921169202556,1.0447159228440073,834.1007043992719,618.5154006922266,0.4323062710782656,1.9147096529785363,6.228434448149434,25.104066234623005,0.4114705808175922,0.1585675195608376,0.3061406488778308,,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,C,High Light,11.5,16.93,West,Polyfilm,Natural Gas,EBB-Flow,53,3,BC Harvest 5,Abbotsford,Strawberry,13.9,Greenhouse,Fraser Valley,0.4955357274755566,0.510933849,0.3144429892050124,0.3391482830454492,0.03300763416761837,0.0,2.7712369707004605,1.3873005267735332,0.39561233933875456,0.38935787637700997,3.229817817753498
2025-06-01,P0013,GH008,F05,Strawberry,22.26390255646789,67.28436413589999,1.6161769304021545,936.0320768772508,780.9940275290389,0.4150688573897728,2.015399447410041,6.162120825977052,25.39573862631542,0.3614541583961373,0.141645672,0.4601749177076504,High VPD,0,Increase Venting,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,C,High Light,11.5,16.93,West,Polyfilm,Natural Gas,EBB-Flow,53,3,BC Harvest 5,Abbotsford,Strawberry,13.9,Greenhouse,Fraser Valley,0.3061406488778308,0.367041732,0.4488406531713048,0.3359837795069884,-0.12419113820066202,0.0,3.1318360698475303,1.4218657986722794,0.3974026757404026,0.3878596236074344,3.0866395029094957
2025-06-02,P0013,GH008,F05,Strawberry,21.228932943991985,81.03092612,1.5289442322014266,915.2731321938622,662.7564237565457,0.4111009167711045,2.047877403550588,6.250606761592707,24.25120251829491,0.4302284831143802,0.1398680200507009,0.3967464634747366,,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,C,High Light,11.5,16.93,West,Polyfilm,Natural Gas,EBB-Flow,53,3,BC Harvest 5,Abbotsford,Strawberry,13.9,Greenhouse,Fraser Valley,0.4601749177076504,0.4955357274755566,0.3586100394729224,0.2907424826241845,-0.10600398085055207,0.0,3.022269574302925,1.4324848894234687,0.39435818427913183,0.3903495351443777,2.9204779537941468
2025-06-03,P0013,GH008,F05,Strawberry,23.928226547254177,72.59767754,1.424893066,948.5005802975852,625.6797064941529,0.4485090032974806,2.175633044733836,5.983183892868921,24.206660951418947,0.3956947068788115,0.1209100934260705,0.3391482830454492,,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,C,High Light,11.5,16.93,West,Polyfilm,Natural Gas,EBB-Flow,53,3,BC Harvest 5,Abbotsford,Strawberry,13.9,Greenhouse,Fraser Valley,0.3967464634747366,0.3061406488778308,0.4327967500564539,0.2506328712216399,-0.08851541182380929,0.0,0.27843440416476994,1.443132808168055,0.40109851272966596,0.39301963711242005,2.967751992401129
2025-06-04,P0013,GH008,F05,Strawberry,21.361456,73.25351662002257,1.4473557437914668,973.4104347577778,618.3040029574948,0.4427397409243006,2.1723098817558504,5.991639129819869,25.733319530229885,0.364502393,0.1356758197502287,0.3359837795069884,,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,C,High Light,11.5,16.93,West,Polyfilm,Natural Gas,EBB-Flow,53,3,BC Harvest 5,Abbotsford,Strawberry,13.9,Greenhouse,Fraser Valley,0.3391482830454492,0.4601749177076504,0.510933849,0.3047632106096388,-0.031220568897349588,0.0,4.371863530229884,1.3990345936069117,0.4150249992355248,0.3926804382174339,2.7319619160032595
2025-06-05,P0013,GH008,F05,Strawberry,22.293778757561338,69.12828172806778,1.0816667689193031,931.1456533710784,598.6740250520702,0.4653960712097882,1.795057646613022,6.125410926,22.76599416184776,0.3977848588171317,0.1257278473913307,0.2907424826241845,,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,C,High Light,11.5,16.93,West,Polyfilm,Natural Gas,EBB-Flow,53,3,BC Harvest 5,Abbotsford,Strawberry,13.9,Greenhouse,Fraser Valley,0.3359837795069884,0.3967464634747366,0.367041732,0.2883656682063023,-0.0023768144178822337,0.0,0.4722154042864233,1.3719789603755803,0.42190955366724453,0.3947659290164854,2.3346215788694655
2025-06-06,P0013,GH008,F05,Strawberry,21.87614884095884,71.25871804990734,1.1518126628460883,964.4122437,711.4241716986982,0.5059304987128453,2.0911798270924544,6.189304732197176,23.15861309105072,0.3633526566189853,0.1542180876096709,0.2506328712216399,,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,C,High Light,11.5,16.93,West,Polyfilm,Natural Gas,EBB-Flow,53,3,BC Harvest 5,Abbotsford,Strawberry,13.9,Greenhouse,Fraser Valley,0.2907424826241845,0.3391482830454492,0.4955357274755566,0.3385612782305958,0.08792840700895588,0.0,1.2824642500918806,1.3279379038577783,0.4458644799119368,0.3892125482347197,2.190045743374839
2025-06-07,P0013,GH008,F05,Strawberry,21.772250300149405,69.98271031019506,1.487186098107568,957.5011121928532,671.6256373596486,0.4511668338714841,2.135276222598525,6.174739528898416,23.59564854026864,0.3775261375058339,0.12418302,0.3047632106096388,,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,C,High Light,11.5,16.93,West,Polyfilm,Natural Gas,EBB-Flow,53,3,BC Harvest 5,Abbotsford,Strawberry,13.9,Greenhouse,Fraser Valley,0.2506328712216399,0.3359837795069884,0.3061406488778308,0.3427605605520286,0.03799734994238979,0.0,1.8233982401192357,1.3911479288954298,0.4485588460252537,0.38436334204732564,2.054640210434664
2025-06-08,P0013,GH008,F05,Strawberry,19.314835957071253,68.39847168488211,1.3870003561378808,989.1427581875024,667.5277357,0.5237183129063103,2.023968475562688,6.0369576898657895,24.444006965956728,0.3584124092002139,0.1569352289569529,0.2883656682063023,,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,C,High Light,11.5,16.93,West,Polyfilm,Natural Gas,EBB-Flow,53,3,BC Harvest 5,Abbotsford,Strawberry,13.9,Greenhouse,Fraser Valley,0.3047632106096388,0.2907424826241845,0.4601749177076504,0.3025599274066206,0.014194259200318304,0.0,5.129171008885475,1.3584084182862477,0.4640801968133305,0.38392880644790806,2.3399737731543704
2025-06-09,P0013,GH008,F05,Strawberry,22.62222702757353,70.08851712575768,1.4859975847881597,994.5459195831484,745.5019905117867,0.4685215566295634,1.944651592913119,5.985838853609065,23.225642074373525,0.3807497306311089,0.1472308589237829,0.3385612782305958,,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,C,High Light,11.5,16.93,West,Polyfilm,Natural Gas,EBB-Flow,53,3,BC Harvest 5,Abbotsford,Strawberry,13.9,Greenhouse,Fraser Valley,0.2883656682063023,0.2506328712216399,0.3967464634747366,0.2696455507617462,-0.06891572746884961,0.0,0.603415046799995,1.3522731829414951,0.47228314536453897,0.37686041323601216,1.9944231263682377
2025-06-10,P0013,GH008,F05,Strawberry,18.89342606458738,78.33858213,1.4413669417705537,904.0754405965528,681.7797585421292,0.5355617873357602,1.969491783647469,6.1507073902347456,23.420216010393364,0.4012544931746557,0.1362523817484406,0.3427605605520286,,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,C,High Light,11.5,16.93,West,Polyfilm,Natural Gas,EBB-Flow,53,3,BC Harvest 5,Abbotsford,Strawberry,13.9,Greenhouse,Fraser Valley,0.3385612782305958,0.3047632106096388,0.3391482830454492,0.2481245866109214,-0.09463597394110718,0.0,4.526789945805984,1.3546265937658604,0.4847192573700075,0.3776546684211328,2.6013310608884113
2025-06-11,P0013,GH008,F05,Strawberry,23.857761910740475,68.43040577446735,1.2766358883366151,941.1046115671996,472.5563377920505,0.4988217310395534,1.955076794636514,6.148949354450006,20.89914455584696,0.3791483291765526,0.1315445461775737,0.3025599274066206,,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,C,High Light,11.5,16.93,West,Polyfilm,Natural Gas,EBB-Flow,53,3,BC Harvest 5,Abbotsford,Strawberry,13.9,Greenhouse,Fraser Valley,0.3427605605520286,0.2883656682063023,0.3359837795069884,0.4494363970072611,0.14687646960064055,1.0,-2.9586173548935157,1.3302380429865954,0.492730970243615,0.37974694501778317,1.5541195058707824
2025-06-12,P0013,GH008,F05,Strawberry,23.594585388115583,78.87341651794304,1.0630697317342832,986.7927097,603.5609638951531,0.4920863945662092,2.044049487856854,6.170790949869199,23.224037428134217,0.413227445,0.1205107693435152,0.2696455507617462,,0,,0,0,0.0,6.99,0.0,36.76,0.0,1.92,45.67,0.0,0,3,45.67,C,High Light,11.5,16.93,West,Polyfilm,Natural Gas,EBB-Flow,53,3,BC Harvest 5,Abbotsford,Strawberry,13.9,Greenhouse,Fraser Valley,0.3025599274066206,0.3385612782305958,0.2907424826241845,0.5407363736714206,0.2710908229096744,1.0,-0.3705479599813657,1.3275813233887355,0.4965438735802466,0.3819530287581929,1.4337247395468127
2025-06-13,P0013,GH008,F05,Strawberry,20.18096073408061,74.73334450330077,1.2344637740501778,863.5674239123565,655.8368803074545,0.4957029355271702,1.980871141427588,6.166650071450261,24.88616390625167,0.3787307448164141,0.1298398115844976,0.2481245866109214,,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,C,High Light,11.5,16.93,West,Polyfilm,Natural Gas,EBB-Flow,53,3,BC Harvest 5,Abbotsford,Strawberry,13.9,Greenhouse,Fraser Valley,0.2696455507617462,0.3427605605520286,0.2506328712216399,0.4742563588907462,0.22613177227982478,1.0,4.7052031721710605,1.3393886249893197,0.49508279312515013,0.3841498985006827,1.9226874427009812
2025-06-14,P0013,GH008,F05,Strawberry,18.45790627156701,73.73317055769691,1.487321235238559,843.8784708,551.4877931055236,0.3970847981275258,2.154882891889852,6.137657829844182,22.22085826120486,0.3944232791729611,0.1381739637770433,0.4494363970072611,Low Moisture,0,Increase Irrigation,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,C,High Light,11.5,16.93,West,Polyfilm,Natural Gas,EBB-Flow,53,3,BC Harvest 5,Abbotsford,Strawberry,13.9,Greenhouse,Fraser Valley,0.2481245866109214,0.3025599274066206,0.3047632106096388,0.5632696580761507,0.11383326106888958,1.0,3.762951989637852,1.339407930293747,0.4873567880188704,0.38656377588170093,2.1997665497750694
2025-06-15,P0013,GH008,F05,Strawberry,19.912935033787228,69.27318029856342,1.3489205184587052,817.3694392405835,604.9764264083117,0.3958146255404889,2.203225764704938,6.210115386629975,24.17181236,0.3898264379809102,0.1205549584127655,0.5407363736714206,Low Moisture,0,Increase Irrigation,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,C,High Light,11.5,16.93,West,Polyfilm,Natural Gas,EBB-Flow,53,3,BC Harvest 5,Abbotsford,Strawberry,13.9,Greenhouse,Fraser Valley,0.4494363970072611,0.2696455507617462,0.2883656682063023,0.6083638184951363,0.06762744482371574,0.0,4.258877326212772,1.333967953482436,0.46908483268089585,0.3910514942789432,2.075438880821826
2025-06-16,P0013,GH008,F05,Strawberry,19.761719010105185,74.35020122,1.2699990552288674,813.591383,516.8133355966822,0.419888454,1.8758318938756653,6.194558570945407,23.016871628953684,0.3666497372384172,0.1451907812013005,0.4742563588907462,,0,,0,0,0.0,8.78,44.29,0.0,0.0,1.6,54.67,0.0,0,3,54.67,C,High Light,11.5,16.93,West,Polyfilm,Natural Gas,EBB-Flow,53,3,BC Harvest 5,Abbotsford,Strawberry,13.9,Greenhouse,Fraser Valley,0.5407363736714206,0.2481245866109214,0.3385612782305958,0.3895496091911232,-0.084706749699623,0.0,3.2551526188484985,1.3031110206882517,0.46213724659095823,0.3890372095085587,2.454258533971612
2025-06-17,P0013,GH008,F05,Strawberry,21.89620247976211,84.22024794931839,1.0251725983828308,792.8826643210166,512.4849113040232,0.4211312149604502,2.018504725738264,6.073972264946352,23.87268563271087,0.4597265731384619,0.1781307334790243,0.5632696580761507,High Pest Pressure,1,,0,0,0.0,7.858655532595232,0.0,21.088964600428692,0.0,0.0,28.947620133023925,0.0,0,0,28.947620133023925,C,High Light,11.5,16.93,West,Polyfilm,Natural Gas,EBB-Flow,53,3,BC Harvest 5,Abbotsford,Strawberry,13.9,Greenhouse,Fraser Valley,0.4742563588907462,0.4494363970072611,0.3427605605520286,0.3089716055316501,-0.2542980525445006,0.0,1.9764831529487594,1.2436546859185769,0.445790021965914,0.3973903637891024,2.089928992134866
2025-06-18,P0013,GH008,F05,Strawberry,21.220757773077075,83.12354726461321,1.3632272372332324,770.7181240398126,509.7787587573813,0.398871322,2.2248564835966467,6.186941573630446,20.98898988,0.4408168657130612,0.1488829435773946,0.6083638184951363,High Pest Pressure,1,Increase Irrigation,1,1,-0.028168162,2.190475139352454,0.0,29.618671741069065,0.0,4.875323016621959,36.684469897043485,0.0,0,1,36.684469897043485,C,High Light,11.5,16.93,West,Polyfilm,Natural Gas,EBB-Flow,53,3,BC Harvest 5,Abbotsford,Strawberry,13.9,Greenhouse,Fraser Valley,0.5632696580761507,0.5407363736714206,0.3025599274066206,0.3245732942601675,-0.2837905242349688,0.0,-0.2317678930770768,1.2560248786180936,0.4315113921031206,0.4062001547228894,2.4794789152515
2025-06-19,P0013,GH008,F05,Strawberry,19.56169856781225,77.81168885829716,1.2345970671910178,747.6273241173348,699.2474531228975,0.4231535486428606,2.050922306914413,6.031412719047299,22.11762356708458,0.4049147389170901,0.1413708592939129,0.3895496091911232,,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,C,High Light,11.5,16.93,West,Polyfilm,Natural Gas,EBB-Flow,53,3,BC Harvest 5,Abbotsford,Strawberry,13.9,Greenhouse,Fraser Valley,0.6083638184951363,0.4742563588907462,0.2696455507617462,0.3439739165982872,-0.045575692592836003,0.0,2.555924999272328,1.2805287836833414,0.4216638426854994,0.40501262528247367,2.8975464808591704
2025-06-20,P0013,GH008,F05,Strawberry,20.340338306750706,75.27889003,1.214605140373136,743.3364359399894,637.0997296,0.4453895525794493,1.9030235680342704,6.070460570381999,22.487166629874448,0.4012597414680461,0.1586491836213526,0.3089716055316501,,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,C,High Light,11.5,16.93,West,Polyfilm,Natural Gas,EBB-Flow,53,3,BC Harvest 5,Abbotsford,Strawberry,13.9,Greenhouse,Fraser Valley,0.3895496091911232,0.5632696580761507,0.2481245866109214,0.3010924522134086,-0.007879153318241516,0.0,2.146828323123742,1.2776918360151925,0.4144762165501107,0.40823105337556403,2.5320643595666965
2025-06-21,P0013,GH008,F05,Strawberry,20.61928777354064,83.36234803800798,0.8788863857503545,789.4376757,339.3740536,0.4175696827462227,2.036086452676859,6.233558052357951,22.847548434034607,0.4186014482802298,0.1697047903182478,0.3245732942601675,,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,C,High Light,11.5,16.93,West,Polyfilm,Natural Gas,EBB-Flow,53,3,BC Harvest 5,Abbotsford,Strawberry,13.9,Greenhouse,Fraser Valley,0.3089716055316501,0.6083638184951363,0.4494363970072611,0.2672024436985555,-0.05737085056161201,0.0,2.228260660493966,1.1907725718025919,0.4174026286384959,0.41168507753374517,2.31282274111757
