plot_id,season_yield_kg_m2,marketable_ratio,season_revenue_cad,total_cost_cad,season_profit_cad,season_roi,precision_benefit_cad,greenhouse_id,farm_id,crop,treatment_block,treatment,plot_area_m2,plant_density_plants_m2,row_orientation,structure_type,heating_system,irrigation_system,capacity_plants,sensor_density_per_100m2,farm_name,region,primary_crop,greenhouse_acres,production_system,climate_zone
P0094,4.6607454805543,0.939053640366864,2808.96532033315,1276.80241833325,1532.1629019999,1.2,995.905886299934,GH009,F06,Strawberry,A,Low N,23.59,23.93,South,Polyfilm,Heat Pump,EBB-Flow,79,1,BC Harvest 6,Maple Ridge,Strawberry,2.8,Greenhouse,Interior
P0095,6.18939942393621,0.901514739631225,2644.05641946504,1670.67665333804,973.379766126999,0.582626066020718,632.69684798255,GH006,F07,Strawberry,A,High N,22.2,13.61,South,Polyfilm,Natural Gas,EBB-Flow,173,2,BC Harvest 7,Abbotsford,Strawberry,5.9,Mixed,Interior
P0096,8.89659263867606,0.968281338580589,1868.98040087749,1489.90833090042,379.072069977071,0.254426438268173,246.396845485096,GH004,F01,Tomato,C,Integrated Pest,19.01,21.39,North,Glass,Natural Gas,Fertigation,211,1,BC Harvest 1,Chilliwack,Tomato,4.6,Mixed,Coastal
P0097,5.31784519581986,0.897306775277352,2023.36370594202,919.710775428193,1103.65293051383,1.2,717.374404833991,GH018,F06,Strawberry,A,High Light,9.35,19.22,South,Glass,Heat Pump,EBB-Flow,76,3,BC Harvest 6,Maple Ridge,Strawberry,2.8,Greenhouse,Interior
P0098,4.04578679459189,0.843880100978154,2190.41631811824,1454.8002248198,735.616093298441,0.505647497675881,478.150460643987,GH013,F08,Strawberry,A,Low N,22.27,10.35,North,Glass,Heat Pump,Drip,127,1,BC Harvest 8,Langley,Strawberry,8.4,Mixed,Coastal
P0099,5.99576410420701,0.941659409575521,1562.06650872602,1114.61102032749,447.455488398537,0.401445419288129,290.846067459049,GH016,F05,Strawberry,A,High Light,23.79,13.99,North,Polyfilm,Heat Pump,EBB-Flow,80,4,BC Harvest 5,Abbotsford,Strawberry,13.9,Greenhouse,Fraser Valley
P0100,7.46519337377381,0.978009464639268,2495.00265926154,1860.25190717602,634.750752085516,0.34121763275013,412.587988855585,GH001,F02,Pepper,B,Integrated Pest,11.79,22.52,North,Glass,Hydronic,Fertigation,174,1,BC Harvest 2,Maple Ridge,Pepper,7.6,Greenhouse,Interior
P0101,5.04053944419204,0.905290655761557,2500.17791212106,1799.55634732111,700.621564799943,0.389330162316348,455.404017119963,GH019,F08,Strawberry,D,Integrated Pest,14.02,9.34,North,Polyfilm,Natural Gas,Fertigation,74,1,BC Harvest 8,Langley,Strawberry,8.4,Mixed,Coastal
P0102,10.8948679909821,0.973370914434879,1689.57582127371,1253.36937666146,436.206444612247,0.348027048318469,283.53418899796,GH002,F01,Tomato,D,High Light,19.28,11.98,East,Glass,Heat Pump,EBB-Flow,171,1,BC Harvest 1,Chilliwack,Tomato,4.6,Mixed,Coastal
P0103,8.07164244261645,0.862762559172032,2331.72187278294,1647.19442429808,684.527448484859,0.415571737244411,444.942841515158,GH007,F04,Cucumber,C,High Light,15.88,8.18,West,Polyfilm,Natural Gas,Drip,185,2,BC Harvest 4,Maple Ridge,Cucumber,10.8,Mixed,Fraser Valley
P0104,5.34497372803098,0.869800356326676,1533.08635041965,1228.68507104434,304.401279375314,0.247745566825016,197.860831593954,GH015,F02,Pepper,B,Low N,19.86,20.28,East,Glass,Heat Pump,Drip,162,1,BC Harvest 2,Maple Ridge,Pepper,7.6,Greenhouse,Interior
P0105,4.43127729709829,0.887811685849071,1673.56909840977,1112.19855295319,561.370545456583,0.504739503540975,364.890854546779,GH006,F07,Strawberry,A,Shade,19.94,17.33,South,Polyfilm,Natural Gas,EBB-Flow,173,2,BC Harvest 7,Abbotsford,Strawberry,5.9,Mixed,Interior
P0106,4.81601230596465,0.89683244504632,1466.6969702687,1500.09279237111,-33.3958221024047,-0.0222625042079017,0.0,GH016,F05,Strawberry,A,Shade,15.64,9.33,North,Polyfilm,Heat Pump,EBB-Flow,80,4,BC Harvest 5,Abbotsford,Strawberry,13.9,Greenhouse,Fraser Valley
P0107,7.58436479104376,0.965924146371629,1095.03453753928,1243.29548526824,-148.260947728959,-0.119248360092752,0.0,GH012,F04,Cucumber,B,Reduced Pest,23.41,8.19,West,Glass,Hydronic,Fertigation,84,1,BC Harvest 4,Maple Ridge,Cucumber,10.8,Mixed,Fraser Valley
P0108,10.6293123599203,0.976151367794104,1409.37630217311,1190.29030364207,219.085998531033,0.184060978956704,142.405899045171,GH020,F01,Tomato,A,Reduced Pest,13.16,8.69,North,Glass,Hydronic,Fertigation,170,1,BC Harvest 1,Chilliwack,Tomato,4.6,Mixed,Coastal
P0109,8.53823199046797,0.911429712140528,1342.37069112723,1030.519766475,311.850924652231,0.302615180026047,202.70310102395,GH012,F04,Cucumber,C,Integrated Pest,9.18,16.86,West,Glass,Hydronic,Fertigation,84,1,BC Harvest 4,Maple Ridge,Cucumber,10.8,Mixed,Fraser Valley
P0110,8.1637676632337,0.937544198829632,1645.36458383392,1374.6090163887,270.755567445222,0.196969148475787,175.991118839394,GH007,F04,Cucumber,A,Low N,10.66,11.47,East,Polyfilm,Natural Gas,Drip,185,2,BC Harvest 4,Maple Ridge,Cucumber,10.8,Mixed,Fraser Valley
P0111,5.83153126585457,0.92786665644286,2198.17508033054,1529.66834676524,668.506733565295,0.437027238603042,434.529376817442,GH016,F05,Strawberry,C,Control,18.04,17.35,West,Polyfilm,Heat Pump,EBB-Flow,80,4,BC Harvest 5,Abbotsford,Strawberry,13.9,Greenhouse,Fraser Valley
P0112,3.98852919297875,0.960474585613546,2452.31635294862,1540.56064527118,911.755707677436,0.591833700592126,592.641209990334,GH009,F06,Strawberry,C,Control,22.64,23.34,West,Polyfilm,Heat Pump,EBB-Flow,79,1,BC Harvest 6,Maple Ridge,Strawberry,2.8,Greenhouse,Interior
P0113,5.27334483600091,0.855089413958951,2245.78264087263,1552.16280913678,693.619831735852,0.446873116436544,450.852890628304,GH013,F08,Strawberry,D,High Light,15.29,17.92,West,Glass,Heat Pump,Drip,127,1,BC Harvest 8,Langley,Strawberry,8.4,Mixed,Coastal
P0114,7.99290858787629,0.918634476032863,2160.44045036426,1445.75954912345,714.680901240809,0.494329020115492,464.542585806526,GH005,F01,Tomato,B,Integrated Pest,18.35,14.21,West,Polyfilm,Heat Pump,Fertigation,120,4,BC Harvest 1,Chilliwack,Tomato,4.6,Mixed,Coastal
P0115,4.96216195845582,0.953166116956666,1635.53771361977,1087.9921904204,547.545523199377,0.503262365318824,355.904590079595,GH013,F08,Strawberry,B,Integrated Pest,9.24,23.59,West,Glass,Heat Pump,Drip,127,1,BC Harvest 8,Langley,Strawberry,8.4,Mixed,Coastal
P0116,8.91906255347023,0.948391796376454,2106.56679048787,1452.84888265439,653.717907833483,0.449955887111346,424.916640091764,GH007,F04,Cucumber,C,High Light,8.52,12.48,North,Polyfilm,Natural Gas,Drip,185,2,BC Harvest 4,Maple Ridge,Cucumber,10.8,Mixed,Fraser Valley
P0117,8.76407334243634,0.947444673397702,1729.54894483412,1397.94387643636,331.60506839776,0.237209142646761,215.543294458544,GH020,F01,Tomato,D,Reduced Pest,18.96,10.6,South,Glass,Hydronic,Fertigation,170,1,BC Harvest 1,Chilliwack,Tomato,4.6,Mixed,Coastal
P0118,4.76798693722029,0.977368004868957,1366.19787943216,1394.9705970953,-28.7727176631363,-0.0206260388018563,0.0,GH018,F06,Strawberry,C,Reduced Pest,23.05,14.67,North,Glass,Heat Pump,EBB-Flow,76,3,BC Harvest 6,Maple Ridge,Strawberry,2.8,Greenhouse,Interior
P0119,5.19568050051582,0.843962534220766,1441.33533745722,964.897544506827,476.437792950388,0.493770344491759,309.684565417752,GH013,F08,Strawberry,C,Control,14.69,22.92,South,Glass,Heat Pump,Drip,127,1,BC Harvest 8,Langley,Strawberry,8.4,Mixed,Coastal
P0120,5.6223899007142,0.854853683249197,1291.6734195427,923.033369152502,368.640050390202,0.39937889865095,239.616032753631,GH009,F06,Strawberry,C,Reduced Pest,10.64,14.58,South,Polyfilm,Heat Pump,EBB-Flow,79,1,BC Harvest 6,Maple Ridge,Strawberry,2.8,Greenhouse,Interior
