date,plot_id,greenhouse_id,farm_id,input_type,quantity,unit_cost,total_cost,reason,purpose,is_precision_action
2025-06-08,P0029,GH014,F02,Energy,26.22550817442459,0.19,4.98,Pest response,Routine,0
2025-06-18,P0029,GH014,F02,Fertilizer,15.161901513195684,1.95,29.57,Irrigation adjustment,Response to alert,1
2025-06-18,P0029,GH014,F02,Pesticide,2.6459134547319434,14.0,37.04,Shock response,Response to alert,1
2025-06-18,P0029,GH014,F02,Water,573.5022925224077,0.0025,1.43,Growth phase,Routine,0
2025-06-18,P0029,GH014,F02,Energy,37.95297690055963,0.19,7.21,Growth phase,Routine,0
2025-06-21,P0029,GH014,F02,Water,721.9575800493767,0.0025,1.8,Growth phase,Routine,0
2025-06-21,P0029,GH014,F02,Labor,1.2364207950606665,28.0,34.62,Pest response,Routine,0
2025-06-26,P0029,GH014,F02,Fertilizer,8.66388920769975,1.95,16.89,Irrigation adjustment,Response to alert,1
2025-06-26,P0029,GH014,F02,Water,612.4307645804575,0.0025,1.53,Routine,Routine,0
2025-06-26,P0029,GH014,F02,Labor,2.065660685334532,28.0,57.84,Irrigation adjustment,Routine,0
2025-07-06,P0029,GH014,F02,Fertilizer,24.754846217109534,1.95,48.27,Growth phase,Response to alert,1
2025-07-06,P0029,GH014,F02,Water,653.8640168387776,0.0025,1.63,Irrigation adjustment,Routine,0
2025-07-06,P0029,GH014,F02,Labor,1.0723169602774107,28.0,30.02,Shock response,Routine,0
2025-07-06,P0029,GH014,F02,Energy,26.489626744467746,0.19,5.03,Irrigation adjustment,Routine,0
2025-07-15,P0029,GH014,F02,Fertilizer,30.57986645971107,1.95,59.63,Routine,Routine,0
2025-07-15,P0029,GH014,F02,Pesticide,2.43592799352938,14.0,34.1,Shock response,Routine,0
2025-07-15,P0029,GH014,F02,Water,489.21592113172665,0.0025,1.22,Growth phase,Routine,0
2025-07-16,P0029,GH014,F02,Fertilizer,29.79991844840372,1.95,58.11,Routine,Response to alert,1
2025-07-16,P0029,GH014,F02,Pesticide,2.523115003229754,14.0,35.32,Irrigation adjustment,Response to alert,1
2025-07-16,P0029,GH014,F02,Water,445.51352780353614,0.0025,1.11,Routine,Routine,0
2025-08-26,P0029,GH014,F02,Fertilizer,24.504740877121577,1.95,47.78,Shock response,Routine,0
2025-08-26,P0029,GH014,F02,Pesticide,2.245671903514384,14.0,31.44,Pest response,Routine,0
2025-08-26,P0029,GH014,F02,Water,575.9652989992668,0.0025,1.44,Shock response,Routine,0
2025-08-26,P0029,GH014,F02,Energy,41.51634959020383,0.19,7.89,Routine,Routine,0
2025-03-17,P0030,GH012,F04,Fertilizer,19.263810426366703,1.95,37.56,Pest response,Response to alert,1
2025-03-17,P0030,GH012,F04,Pesticide,2.9116273001731443,14.0,40.76,Growth phase,Response to alert,1
2025-03-17,P0030,GH012,F04,Water,605.14798799097,0.0025,1.51,Routine,Routine,0
2025-03-17,P0030,GH012,F04,Labor,1.2864440012851055,28.0,36.02,Pest response,Routine,0
2025-03-17,P0030,GH012,F04,Energy,28.503277543716138,0.19,5.42,Shock response,Routine,0
2025-04-24,P0030,GH012,F04,Fertilizer,16.76087810325158,1.95,32.68,Growth phase,Routine,0
2025-04-24,P0030,GH012,F04,Water,773.257624894559,0.0025,1.93,Routine,Routine,0
2025-04-24,P0030,GH012,F04,Energy,28.721420999520028,0.19,5.46,Routine,Routine,0
2025-05-04,P0030,GH012,F04,Fertilizer,9.487037166649545,1.95,18.5,Shock response,Routine,0
2025-05-04,P0030,GH012,F04,Water,544.9660358465319,0.0025,1.36,Pest response,Routine,0
2025-05-04,P0030,GH012,F04,Labor,2.745480158853278,28.0,76.87,Growth phase,Routine,0
2025-05-04,P0030,GH012,F04,Energy,40.51437775073935,0.19,7.7,Growth phase,Routine,0
2025-05-07,P0030,GH012,F04,Fertilizer,22.621529371390068,1.95,44.11,Routine,Routine,0
2025-05-07,P0030,GH012,F04,Pesticide,0.9474432604585844,14.0,13.26,Shock response,Response to alert,1
2025-05-07,P0030,GH012,F04,Water,583.2099275531943,0.0025,1.46,Routine,Routine,0
2025-05-07,P0030,GH012,F04,Labor,1.903999965188516,28.0,53.31,Growth phase,Routine,0
2025-05-08,P0030,GH012,F04,Fertilizer,15.88843154077817,1.95,30.98,Irrigation adjustment,Routine,0
2025-05-08,P0030,GH012,F04,Water,401.2511956346974,0.0025,1.0,Growth phase,Routine,0
2025-05-08,P0030,GH012,F04,Labor,1.969133322157632,28.0,55.14,Growth phase,Routine,0
2025-05-29,P0030,GH012,F04,Fertilizer,23.94027158926167,1.95,46.68,Irrigation adjustment,Response to alert,1
2025-05-29,P0030,GH012,F04,Water,557.9538939243306,0.0025,1.39,Shock response,Routine,0
2025-05-29,P0030,GH012,F04,Energy,27.25276943604663,0.19,5.18,Routine,Routine,0
2025-06-03,P0030,GH012,F04,Fertilizer,24.357905783864634,1.95,47.5,Growth phase,Response to alert,1
2025-06-03,P0030,GH012,F04,Pesticide,2.181275642266164,14.0,30.54,Routine,Routine,0
2025-06-03,P0030,GH012,F04,Water,575.6766485093591,0.0025,1.44,Pest response,Routine,0
2025-06-03,P0030,GH012,F04,Labor,0.4216688339910632,28.0,11.81,Pest response,Routine,0
2025-06-13,P0030,GH012,F04,Fertilizer,18.83103826890564,1.95,36.72,Irrigation adjustment,Response to alert,1
2025-06-13,P0030,GH012,F04,Pesticide,1.3976310647859496,14.0,19.57,Growth phase,Response to alert,1
2025-06-13,P0030,GH012,F04,Water,906.1886403616628,0.0025,2.27,Routine,Routine,0
2025-06-13,P0030,GH012,F04,Labor,0.9251374478780928,28.0,25.9,Pest response,Routine,0
2025-08-04,P0030,GH012,F04,Pesticide,3.719102062365485,14.0,52.07,Pest response,Response to alert,1
2025-08-04,P0030,GH012,F04,Water,650.9599424154277,0.0025,1.63,Irrigation adjustment,Routine,0
2025-08-04,P0030,GH012,F04,Labor,1.0858814969858963,28.0,30.4,Shock response,Routine,0
2025-08-04,P0030,GH012,F04,Energy,25.57674094159236,0.19,4.86,Pest response,Routine,0
2025-08-26,P0030,GH012,F04,Fertilizer,30.40052685138808,1.95,59.28,Growth phase,Routine,0
2025-08-26,P0030,GH012,F04,Labor,1.8913881750813,28.0,52.96,Routine,Routine,0
2025-08-26,P0030,GH012,F04,Energy,40.38424611619946,0.19,7.67,Shock response,Routine,0
2025-08-31,P0030,GH012,F04,Fertilizer,18.19789885619483,1.95,35.49,Growth phase,Response to alert,1
2025-08-31,P0030,GH012,F04,Pesticide,0.7742351788493462,14.0,10.84,Growth phase,Response to alert,1
2025-08-31,P0030,GH012,F04,Water,502.52229141306645,0.0025,1.26,Pest response,Routine,0
2025-08-31,P0030,GH012,F04,Labor,2.483194667990813,28.0,69.53,Pest response,Routine,0
2025-08-31,P0030,GH012,F04,Energy,43.23930558976315,0.19,8.22,Growth phase,Routine,0
2025-03-22,P0031,GH019,F08,Fertilizer,20.85909701461849,1.95,40.68,Routine,Response to alert,1
2025-03-22,P0031,GH019,F08,Pesticide,3.035836128211769,14.0,42.5,Growth phase,Routine,0
2025-03-22,P0031,GH019,F08,Water,597.910745340006,0.0025,1.49,Shock response,Routine,0
2025-03-23,P0031,GH019,F08,Fertilizer,12.11870462093516,1.95,23.63,Irrigation adjustment,Routine,0
2025-03-23,P0031,GH019,F08,Pesticide,3.183779268739028,14.0,44.57,Routine,Routine,0
2025-03-23,P0031,GH019,F08,Water,660.7007896599787,0.0025,1.65,Routine,Routine,0
2025-03-23,P0031,GH019,F08,Labor,1.691733807448869,28.0,47.37,Shock response,Routine,0
2025-03-23,P0031,GH019,F08,Energy,41.178317988930615,0.19,7.82,Pest response,Routine,0
2025-05-27,P0031,GH019,F08,Fertilizer,7.181508199632994,1.95,14.0,Irrigation adjustment,Response to alert,1
2025-05-27,P0031,GH019,F08,Pesticide,3.5039819426321053,14.0,49.06,Shock response,Routine,0
2025-05-27,P0031,GH019,F08,Water,659.6003335386487,0.0025,1.65,Routine,Routine,0
2025-05-27,P0031,GH019,F08,Labor,2.260452024746924,28.0,63.29,Shock response,Routine,0
2025-05-29,P0031,GH019,F08,Fertilizer,4.85092165630666,1.95,9.46,Growth phase,Response to alert,1
2025-05-29,P0031,GH019,F08,Pesticide,2.9151551217743474,14.0,40.81,Pest response,Routine,0
2025-05-29,P0031,GH019,F08,Water,355.50153428468724,0.0025,0.89,Pest response,Routine,0
2025-05-29,P0031,GH019,F08,Labor,1.9701791821826784,28.0,55.17,Shock response,Routine,0
2025-05-29,P0031,GH019,F08,Energy,29.15863503501768,0.19,5.54,Routine,Routine,0
2025-06-05,P0031,GH019,F08,Fertilizer,7.758279843620688,1.95,15.13,Irrigation adjustment,Routine,0
2025-06-05,P0031,GH019,F08,Pesticide,3.068715012427777,14.0,42.96,Routine,Response to alert,1
2025-06-05,P0031,GH019,F08,Water,594.1891137542426,0.0025,1.49,Pest response,Routine,0
2025-06-14,P0031,GH019,F08,Pesticide,1.5219138325167751,14.0,21.31,Growth phase,Routine,0
2025-06-14,P0031,GH019,F08,Water,892.4943720289322,0.0025,2.23,Pest response,Routine,0
2025-06-14,P0031,GH019,F08,Energy,46.77877209709273,0.19,8.89,Pest response,Routine,0
2025-06-15,P0031,GH019,F08,Fertilizer,23.14967172915229,1.95,45.14,Pest response,Routine,0
2025-06-15,P0031,GH019,F08,Water,712.4451482228121,0.0025,1.78,Pest response,Routine,0
2025-06-15,P0031,GH019,F08,Energy,23.707641598812508,0.19,4.5,Shock response,Routine,0
2025-06-19,P0031,GH019,F08,Fertilizer,13.670780119808892,1.95,26.66,Routine,Routine,0
2025-06-19,P0031,GH019,F08,Water,711.452871755354,0.0025,1.78,Growth phase,Routine,0
2025-06-19,P0031,GH019,F08,Labor,1.601098697477596,28.0,44.83,Pest response,Routine,0
2025-06-19,P0031,GH019,F08,Energy,36.603507951296805,0.19,6.95,Shock response,Routine,0
2025-06-27,P0031,GH019,F08,Fertilizer,19.435090583837955,1.95,37.9,Growth phase,Routine,0
2025-06-27,P0031,GH019,F08,Pesticide,2.4223434164962403,14.0,33.91,Irrigation adjustment,Response to alert,1
2025-06-27,P0031,GH019,F08,Water,878.7371800100027,0.0025,2.2,Shock response,Routine,0
2025-07-09,P0031,GH019,F08,Fertilizer,18.734070840209323,1.95,36.53,Routine,Response to alert,1
2025-07-09,P0031,GH019,F08,Pesticide,1.2925804141733832,14.0,18.1,Irrigation adjustment,Routine,0
2025-07-09,P0031,GH019,F08,Water,638.3140862585974,0.0025,1.6,Pest response,Routine,0
2025-07-09,P0031,GH019,F08,Energy,31.32554004549845,0.19,5.95,Pest response,Routine,0
2025-08-03,P0031,GH019,F08,Fertilizer,18.14583093444673,1.95,35.38,Pest response,Routine,0
2025-08-03,P0031,GH019,F08,Water,411.2105319283376,0.0025,1.03,Shock response,Routine,0
2025-08-03,P0031,GH019,F08,Labor,2.477090957214652,28.0,69.36,Routine,Routine,0
2025-08-03,P0031,GH019,F08,Energy,42.015161045278944,0.19,7.98,Pest response,Routine,0
2025-03-20,P0032,GH020,F01,Fertilizer,16.422478508235404,1.95,32.02,Irrigation adjustment,Response to alert,1
2025-03-20,P0032,GH020,F01,Water,706.5431363193904,0.0025,1.77,Pest response,Routine,0
2025-03-20,P0032,GH020,F01,Energy,29.42768721103723,0.19,5.59,Irrigation adjustment,Routine,0
2025-04-05,P0032,GH020,F01,Fertilizer,12.20452320677034,1.95,23.8,Shock response,Response to alert,1
2025-04-05,P0032,GH020,F01,Water,641.1284005573993,0.0025,1.6,Irrigation adjustment,Routine,0
2025-05-15,P0032,GH020,F01,Fertilizer,23.63001624496461,1.95,46.08,Routine,Response to alert,1
2025-05-15,P0032,GH020,F01,Pesticide,2.575382735379353,14.0,36.06,Irrigation adjustment,Response to alert,1
2025-05-15,P0032,GH020,F01,Water,490.4627118943175,0.0025,1.23,Routine,Routine,0
2025-05-15,P0032,GH020,F01,Labor,1.9405419872539689,28.0,54.34,Irrigation adjustment,Routine,0
2025-05-15,P0032,GH020,F01,Energy,30.210964214414105,0.19,5.74,Routine,Routine,0
2025-05-19,P0032,GH020,F01,Fertilizer,11.869245349928914,1.95,23.15,Pest response,Routine,0
2025-05-19,P0032,GH020,F01,Pesticide,2.098926095675043,14.0,29.38,Pest response,Response to alert,1
2025-05-19,P0032,GH020,F01,Water,784.8320226572127,0.0025,1.96,Pest response,Routine,0
2025-05-19,P0032,GH020,F01,Energy,13.663645295953328,0.19,2.6,Growth phase,Routine,0
2025-05-21,P0032,GH020,F01,Fertilizer,19.00704815079321,1.95,37.06,Routine,Response to alert,1
2025-05-21,P0032,GH020,F01,Water,703.4524259273152,0.0025,1.76,Growth phase,Routine,0
2025-05-21,P0032,GH020,F01,Labor,1.5762924261656093,28.0,44.14,Shock response,Routine,0
2025-05-21,P0032,GH020,F01,Energy,51.91751406540337,0.19,9.86,Irrigation adjustment,Routine,0
2025-06-27,P0032,GH020,F01,Water,560.6893819585878,0.0025,1.4,Shock response,Routine,0
2025-06-27,P0032,GH020,F01,Energy,24.14797116031092,0.19,4.59,Pest response,Routine,0
2025-07-26,P0032,GH020,F01,Fertilizer,21.524583690994767,1.95,41.97,Growth phase,Routine,0
2025-07-26,P0032,GH020,F01,Pesticide,2.4770979447167334,14.0,34.68,Shock response,Response to alert,1
2025-07-26,P0032,GH020,F01,Water,866.2451082490812,0.0025,2.17,Pest response,Routine,0
2025-07-26,P0032,GH020,F01,Labor,1.6612484632967557,28.0,46.51,Routine,Routine,0
2025-07-26,P0032,GH020,F01,Energy,34.075637893225874,0.19,6.47,Pest response,Routine,0
2025-08-15,P0032,GH020,F01,Fertilizer,24.361355439536204,1.95,47.5,Routine,Routine,0
2025-08-15,P0032,GH020,F01,Water,546.3357354820638,0.0025,1.37,Growth phase,Routine,0
2025-08-15,P0032,GH020,F01,Labor,1.0186730080132818,28.0,28.52,Shock response,Routine,0
2025-03-13,P0033,GH008,F05,Water,780.3963486136041,0.0025,1.95,Pest response,Routine,0
2025-03-13,P0033,GH008,F05,Labor,2.509860974819897,28.0,70.28,Routine,Routine,0
2025-03-13,P0033,GH008,F05,Energy,31.97876249589776,0.19,6.08,Shock response,Routine,0
2025-03-14,P0033,GH008,F05,Fertilizer,8.560872351530936,1.95,16.69,Pest response,Routine,0
2025-03-14,P0033,GH008,F05,Pesticide,2.038550131638049,14.0,28.54,Shock response,Routine,0
2025-03-14,P0033,GH008,F05,Water,562.3812257739469,0.0025,1.41,Shock response,Routine,0
2025-03-14,P0033,GH008,F05,Energy,33.328281863579576,0.19,6.33,Irrigation adjustment,Routine,0
2025-03-24,P0033,GH008,F05,Water,619.3141889471738,0.0025,1.55,Shock response,Routine,0
2025-03-24,P0033,GH008,F05,Labor,0.7912448246640014,28.0,22.15,Pest response,Routine,0
2025-03-24,P0033,GH008,F05,Energy,34.86302839236223,0.19,6.62,Routine,Routine,0
2025-04-01,P0033,GH008,F05,Fertilizer,23.22642623525686,1.95,45.29,Pest response,Response to alert,1
2025-04-01,P0033,GH008,F05,Pesticide,2.0369743739637585,14.0,28.52,Shock response,Response to alert,1
2025-04-01,P0033,GH008,F05,Water,404.3376451603882,0.0025,1.01,Irrigation adjustment,Routine,0
2025-04-01,P0033,GH008,F05,Labor,2.190403687618144,28.0,61.33,Irrigation adjustment,Routine,0
2025-04-01,P0033,GH008,F05,Energy,38.75621806853714,0.19,7.36,Irrigation adjustment,Routine,0
2025-04-22,P0033,GH008,F05,Fertilizer,12.68654158078514,1.95,24.74,Routine,Routine,0
2025-04-22,P0033,GH008,F05,Pesticide,1.4962720120803925,14.0,20.95,Pest response,Routine,0
2025-04-22,P0033,GH008,F05,Water,580.3141242003496,0.0025,1.45,Pest response,Routine,0
2025-05-22,P0033,GH008,F05,Fertilizer,11.022153894026731,1.95,21.49,Shock response,Response to alert,1
2025-05-22,P0033,GH008,F05,Pesticide,2.4254539855105017,14.0,33.96,Irrigation adjustment,Routine,0
2025-05-22,P0033,GH008,F05,Water,771.2860304436708,0.0025,1.93,Shock response,Routine,0
2025-05-22,P0033,GH008,F05,Labor,0.9681246955358794,28.0,27.11,Irrigation adjustment,Routine,0
2025-05-22,P0033,GH008,F05,Energy,41.77134530963735,0.19,7.94,Pest response,Routine,0
2025-06-06,P0033,GH008,F05,Fertilizer,15.106842158103412,1.95,29.46,Shock response,Routine,0
2025-06-06,P0033,GH008,F05,Pesticide,2.361168533904286,14.0,33.06,Shock response,Routine,0
2025-06-06,P0033,GH008,F05,Water,619.086867020723,0.0025,1.55,Growth phase,Routine,0
2025-06-06,P0033,GH008,F05,Labor,2.903013184318344,28.0,81.28,Growth phase,Routine,0
2025-06-06,P0033,GH008,F05,Energy,34.06930610383452,0.19,6.47,Pest response,Routine,0
2025-06-19,P0033,GH008,F05,Water,669.2735949481932,0.0025,1.67,Pest response,Routine,0
2025-06-21,P0033,GH008,F05,Fertilizer,24.35451851800016,1.95,47.49,Routine,Routine,0
2025-06-21,P0033,GH008,F05,Water,577.2233202772868,0.0025,1.44,Irrigation adjustment,Routine,0
2025-08-28,P0033,GH008,F05,Fertilizer,21.66310052530189,1.95,42.24,Growth phase,Response to alert,1
2025-08-28,P0033,GH008,F05,Energy,37.405330637065376,0.19,7.11,Pest response,Routine,0
2025-08-31,P0033,GH008,F05,Fertilizer,24.304147602387257,1.95,47.39,Shock response,Routine,0
2025-08-31,P0033,GH008,F05,Water,877.9004388492826,0.0025,2.19,Routine,Routine,0
2025-08-31,P0033,GH008,F05,Labor,1.2620661098974328,28.0,35.34,Routine,Routine,0
2025-08-31,P0033,GH008,F05,Energy,46.34739608407221,0.19,8.81,Irrigation adjustment,Routine,0
2025-02-27,P0034,GH016,F05,Pesticide,1.8633779190549615,14.0,26.09,Shock response,Routine,0
2025-02-27,P0034,GH016,F05,Water,503.2036867128744,0.0025,1.26,Irrigation adjustment,Routine,0
2025-02-27,P0034,GH016,F05,Labor,2.195375326953025,28.0,61.47,Growth phase,Routine,0
2025-02-27,P0034,GH016,F05,Energy,39.5615899653462,0.19,7.52,Irrigation adjustment,Routine,0
2025-03-05,P0034,GH016,F05,Pesticide,2.9741883246762217,14.0,41.64,Pest response,Routine,0
2025-03-05,P0034,GH016,F05,Water,823.2274887755979,0.0025,2.06,Growth phase,Routine,0
2025-03-05,P0034,GH016,F05,Labor,2.8714316223784406,28.0,80.4,Growth phase,Routine,0
2025-03-05,P0034,GH016,F05,Energy,26.015002919217924,0.19,4.94,Irrigation adjustment,Routine,0
2025-03-17,P0034,GH016,F05,Fertilizer,19.402638132598604,1.95,37.84,Irrigation adjustment,Response to alert,1
2025-03-17,P0034,GH016,F05,Pesticide,0.4421943170782059,14.0,6.19,Routine,Response to alert,1
2025-03-17,P0034,GH016,F05,Water,654.8825283338242,0.0025,1.64,Pest response,Routine,0
2025-03-21,P0034,GH016,F05,Water,900.330504360314,0.0025,2.25,Growth phase,Routine,0
2025-03-21,P0034,GH016,F05,Labor,3.0594321282593326,28.0,85.66,Pest response,Routine,0
2025-03-21,P0034,GH016,F05,Energy,32.75192175214416,0.19,6.22,Pest response,Routine,0
2025-04-12,P0034,GH016,F05,Fertilizer,35.250381969146005,1.95,68.74,Irrigation adjustment,Response to alert,1
2025-04-12,P0034,GH016,F05,Water,787.6232472867844,0.0025,1.97,Growth phase,Routine,0
2025-04-12,P0034,GH016,F05,Labor,1.2684989683458656,28.0,35.52,Shock response,Routine,0
2025-04-12,P0034,GH016,F05,Energy,27.8594862073634,0.19,5.29,Shock response,Routine,0
2025-04-17,P0034,GH016,F05,Fertilizer,6.035913278425323,1.95,11.77,Routine,Response to alert,1
2025-04-17,P0034,GH016,F05,Pesticide,1.8901135521062704,14.0,26.46,Pest response,Response to alert,1
2025-04-17,P0034,GH016,F05,Water,483.84700781928063,0.0025,1.21,Shock response,Routine,0
2025-04-17,P0034,GH016,F05,Energy,27.4270817208682,0.19,5.21,Growth phase,Routine,0
2025-04-24,P0034,GH016,F05,Water,624.8880125272951,0.0025,1.56,Shock response,Routine,0
2025-04-24,P0034,GH016,F05,Labor,1.8825443360981429,28.0,52.71,Growth phase,Routine,0
2025-05-15,P0034,GH016,F05,Water,661.6362361091708,0.0025,1.65,Shock response,Routine,0
2025-05-15,P0034,GH016,F05,Labor,2.7592108911798885,28.0,77.26,Irrigation adjustment,Routine,0
2025-05-15,P0034,GH016,F05,Energy,45.40708159130868,0.19,8.63,Routine,Routine,0
2025-05-28,P0034,GH016,F05,Fertilizer,19.5896578767102,1.95,38.2,Irrigation adjustment,Routine,0
2025-05-28,P0034,GH016,F05,Pesticide,3.101235734330042,14.0,43.42,Shock response,Routine,0
2025-05-28,P0034,GH016,F05,Water,601.193097832357,0.0025,1.5,Growth phase,Routine,0
2025-05-28,P0034,GH016,F05,Labor,1.4194461650346293,28.0,39.74,Routine,Routine,0
2025-08-12,P0034,GH016,F05,Fertilizer,24.619859128877653,1.95,48.01,Shock response,Routine,0
2025-08-12,P0034,GH016,F05,Pesticide,3.158273266720136,14.0,44.22,Shock response,Response to alert,1
2025-08-12,P0034,GH016,F05,Water,582.9079325925655,0.0025,1.46,Routine,Routine,0
2025-08-12,P0034,GH016,F05,Labor,2.4859060394500814,28.0,69.61,Shock response,Routine,0
2025-08-26,P0034,GH016,F05,Fertilizer,18.011676321819667,1.95,35.12,Routine,Response to alert,1
2025-08-26,P0034,GH016,F05,Water,806.995250405245,0.0025,2.02,Routine,Routine,0
2025-08-26,P0034,GH016,F05,Labor,0.7495960910462811,28.0,20.99,Shock response,Routine,0
2025-08-26,P0034,GH016,F05,Energy,35.064756802222696,0.19,6.66,Shock response,Routine,0
2025-02-27,P0035,GH016,F05,Fertilizer,15.062048882770428,1.95,29.37,Pest response,Response to alert,1
2025-02-27,P0035,GH016,F05,Pesticide,0.4846950359160455,14.0,6.79,Shock response,Response to alert,1
2025-02-27,P0035,GH016,F05,Water,585.527391491711,0.0025,1.46,Growth phase,Routine,0
2025-02-27,P0035,GH016,F05,Labor,1.9113532393462265,28.0,53.52,Pest response,Routine,0
2025-02-27,P0035,GH016,F05,Energy,32.972886246854394,0.19,6.26,Growth phase,Routine,0
2025-03-04,P0035,GH016,F05,Fertilizer,3.587147609263754,1.95,6.99,Shock response,Routine,0
2025-03-04,P0035,GH016,F05,Pesticide,2.267592259735498,14.0,31.75,Growth phase,Response to alert,1
2025-03-04,P0035,GH016,F05,Water,621.2224287396365,0.0025,1.55,Irrigation adjustment,Routine,0
2025-03-18,P0035,GH016,F05,Water,618.2643641978447,0.0025,1.55,Shock response,Routine,0
2025-03-18,P0035,GH016,F05,Labor,1.76523353948911,28.0,49.43,Growth phase,Routine,0
2025-03-18,P0035,GH016,F05,Energy,19.50918041057686,0.19,3.71,Pest response,Routine,0
2025-04-12,P0035,GH016,F05,Water,612.3989918516197,0.0025,1.53,Pest response,Routine,0
2025-04-12,P0035,GH016,F05,Labor,2.699535559718353,28.0,75.59,Pest response,Routine,0
2025-04-12,P0035,GH016,F05,Energy,21.51092821714679,0.19,4.09,Routine,Routine,0
2025-04-16,P0035,GH016,F05,Fertilizer,19.469992677571128,1.95,37.97,Irrigation adjustment,Routine,0
2025-04-16,P0035,GH016,F05,Pesticide,2.4462808951285817,14.0,34.25,Shock response,Routine,0
2025-04-16,P0035,GH016,F05,Water,686.3480534592393,0.0025,1.72,Pest response,Routine,0
2025-05-21,P0035,GH016,F05,Fertilizer,23.70451235717084,1.95,46.22,Routine,Response to alert,1
2025-05-21,P0035,GH016,F05,Water,779.6138558489534,0.0025,1.95,Routine,Routine,0
2025-05-21,P0035,GH016,F05,Labor,1.8875402187178665,28.0,52.85,Pest response,Routine,0
2025-05-21,P0035,GH016,F05,Energy,21.926376572445594,0.19,4.17,Growth phase,Routine,0
2025-07-20,P0035,GH016,F05,Fertilizer,24.19454206802274,1.95,47.18,Pest response,Response to alert,1
2025-07-20,P0035,GH016,F05,Pesticide,1.971782301024408,14.0,27.6,Routine,Routine,0
2025-07-20,P0035,GH016,F05,Water,717.8754100078133,0.0025,1.79,Pest response,Routine,0
2025-07-20,P0035,GH016,F05,Labor,2.162330240103977,28.0,60.55,Shock response,Routine,0
2025-07-20,P0035,GH016,F05,Energy,46.25176892535357,0.19,8.79,Growth phase,Routine,0
2025-07-30,P0035,GH016,F05,Fertilizer,18.604408097962967,1.95,36.28,Shock response,Response to alert,1
2025-07-30,P0035,GH016,F05,Labor,1.1882628178647394,28.0,33.27,Irrigation adjustment,Routine,0
2025-08-16,P0035,GH016,F05,Fertilizer,19.2981286560158,1.95,37.63,Growth phase,Response to alert,1
2025-08-16,P0035,GH016,F05,Water,616.5900267737496,0.0025,1.54,Pest response,Routine,0
2025-08-16,P0035,GH016,F05,Labor,0.5149712706858294,28.0,14.42,Shock response,Routine,0
2025-08-16,P0035,GH016,F05,Energy,43.49555736029893,0.19,8.26,Growth phase,Routine,0
2025-08-31,P0035,GH016,F05,Fertilizer,10.641697915451848,1.95,20.75,Routine,Routine,0
2025-08-31,P0035,GH016,F05,Pesticide,3.148407885508068,14.0,44.08,Routine,Routine,0
2025-08-31,P0035,GH016,F05,Water,825.7783288599522,0.0025,2.06,Growth phase,Routine,0
2025-08-31,P0035,GH016,F05,Labor,2.464060083051021,28.0,68.99,Growth phase,Routine,0
2025-08-31,P0035,GH016,F05,Energy,39.37667486946084,0.19,7.48,Shock response,Routine,0
2025-02-25,P0036,GH007,F04,Fertilizer,26.09342733721984,1.95,50.88,Pest response,Routine,0
2025-02-25,P0036,GH007,F04,Pesticide,4.27880894791365,14.0,59.9,Growth phase,Routine,0
2025-02-25,P0036,GH007,F04,Water,833.3627912998867,0.0025,2.08,Pest response,Routine,0
2025-02-25,P0036,GH007,F04,Labor,2.843031017984334,28.0,79.6,Shock response,Routine,0
2025-03-11,P0036,GH007,F04,Fertilizer,24.926960076069243,1.95,48.61,Growth phase,Response to alert,1
2025-03-11,P0036,GH007,F04,Water,799.2564859258564,0.0025,2.0,Growth phase,Routine,0
2025-03-11,P0036,GH007,F04,Labor,1.976511589493292,28.0,55.34,Irrigation adjustment,Routine,0
2025-03-11,P0036,GH007,F04,Energy,35.640417103620216,0.19,6.77,Routine,Routine,0
2025-03-21,P0036,GH007,F04,Fertilizer,15.774040449534407,1.95,30.76,Growth phase,Routine,0
2025-03-21,P0036,GH007,F04,Water,672.9038968256614,0.0025,1.68,Pest response,Routine,0
2025-03-21,P0036,GH007,F04,Labor,2.696750436458397,28.0,75.51,Irrigation adjustment,Routine,0
2025-03-21,P0036,GH007,F04,Energy,25.222641732696754,0.19,4.79,Shock response,Routine,0
2025-04-06,P0036,GH007,F04,Fertilizer,16.14270266142243,1.95,31.48,Routine,Routine,0
2025-04-06,P0036,GH007,F04,Pesticide,2.653366769024772,14.0,37.15,Pest response,Response to alert,1
2025-04-06,P0036,GH007,F04,Water,677.1527514715168,0.0025,1.69,Irrigation adjustment,Routine,0
2025-04-06,P0036,GH007,F04,Labor,1.7299630275730964,28.0,48.44,Growth phase,Routine,0
2025-04-06,P0036,GH007,F04,Energy,38.3336941329681,0.19,7.28,Pest response,Routine,0
2025-05-18,P0036,GH007,F04,Pesticide,1.7183796133478897,14.0,24.06,Growth phase,Routine,0
2025-05-18,P0036,GH007,F04,Water,504.7633486580205,0.0025,1.26,Shock response,Routine,0
2025-05-18,P0036,GH007,F04,Energy,30.708137185885843,0.19,5.83,Pest response,Routine,0
2025-05-20,P0036,GH007,F04,Fertilizer,18.765657939091557,1.95,36.59,Pest response,Routine,0
2025-05-20,P0036,GH007,F04,Water,344.52656776052714,0.0025,0.86,Routine,Routine,0
2025-05-20,P0036,GH007,F04,Labor,1.4238117165842703,28.0,39.87,Growth phase,Routine,0
2025-05-20,P0036,GH007,F04,Energy,34.507411203442544,0.19,6.56,Routine,Routine,0
