date,plot_id,greenhouse_id,farm_id,blossom_count,pest_severity,disease_severity,leaf_color,notes_flag
2026-06-21,P0022,GH017,F08,60,0.105152577,0.388339526,Good,Severe
2026-07-05,P0022,GH017,F08,45.54593272,0.43843944,0.129062174,Good,Minor
2026-07-19,P0022,GH017,F08,46.85942846,0.250907499,0.255039504,Fair,Minor
2026-08-02,P0022,GH017,F08,38.64527315,0.210385207,0.122797058,Good,Moderate
2026-08-16,P0022,GH017,F08,33.71957043,0.088955477,0.155365011,Good,None
2026-08-30,P0022,GH017,F08,31.53048459,0.644085406,0.061456241,Excellent,None
2026-02-15,P0023,GH016,F05,41.21893908,0.111354531,0.080429453,Good,Minor
2026-03-01,P0023,GH016,F05,44.18843802,0.545155482,0.019113614,Fair,None
2026-03-15,P0023,GH016,F05,41.65353649,0.189909453,0.17130243,Poor,None
2026-03-29,P0023,GH016,F05,22.98712613,0.425822446,0.370587727,Good,None
2026-04-12,P0023,GH016,F05,36.05945808,0.513269499,0.1032856,Fair,Moderate
2026-04-26,P0023,GH016,F05,42.62493935,0.233839013,0.139559032,Excellent,None
2026-05-10,P0023,GH016,F05,37.1115035,0.236682124,0.357394304,Fair,None
2026-05-24,P0023,GH016,F05,53.39109427,0.622722895,0.154790682,Excellent,None
2026-06-07,P0023,GH016,F05,48.93034276,0.437819556,0.184931989,Poor,Severe
2026-06-21,P0023,GH016,F05,39.24454284,0.13010687,0.292620626,Fair,None
2026-07-05,P0023,GH016,F05,28.72704038,0.179116564,0.158078356,Good,Minor
2026-07-19,P0023,GH016,F05,46.47545707,0.210268202,0.178163095,Fair,Moderate
2026-08-02,P0023,GH016,F05,27.15801914,0.372554729,0.381047906,Fair,Minor
2026-08-16,P0023,GH016,F05,40.86401447,0.271512288,0.094087939,Poor,None
2026-08-30,P0023,GH016,F05,40.34925134,0.200144701,0.228426444,Poor,Minor
2026-02-15,P0024,GH017,F08,20.42216956,0.348463472,0.032021056,Excellent,Minor
2026-03-01,P0024,GH017,F08,36.44179819,0.490237856,0.156887691,Good,Minor
2026-03-15,P0024,GH017,F08,29.10581066,0.08597132,0.092923143,Poor,Minor
2026-03-29,P0024,GH017,F08,40.22537654,0.324177844,0.239010604,Fair,Minor
2026-04-12,P0024,GH017,F08,30.34490163,0.186836827,0.335516959,Excellent,Moderate
2026-04-26,P0024,GH017,F08,18.93133107,0.141093381,0.274058815,Fair,None
2026-05-10,P0024,GH017,F08,23.50481493,0.509780488,0.020351484,Good,None
2026-05-24,P0024,GH017,F08,42.80597637,0.108036402,0.156283298,Good,None
2026-06-07,P0024,GH017,F08,31.51563283,0.509461502,0.079048391,Fair,None
2026-06-21,P0024,GH017,F08,55.48596262,0.404888672,0.175176839,Excellent,None
2026-07-05,P0024,GH017,F08,26.33601447,0.442545441,0.168564702,Excellent,Moderate
2026-07-19,P0024,GH017,F08,44.53072919,0.414920917,0.248553625,Fair,Moderate
2026-08-02,P0024,GH017,F08,42.45239366,0.247427928,0.098673491,Good,None
2026-08-16,P0024,GH017,F08,38.37530627,0.081506392,0.224824932,Excellent,None
2026-08-30,P0024,GH017,F08,24.7420014,0.150221165,0.189861549,Fair,Minor
2026-02-15,P0025,GH001,F02,44.17032353,0.275914892,0.231621551,Good,Minor
2026-03-01,P0025,GH001,F02,29.79567043,0.525796122,0.118174271,Poor,Moderate
2026-03-15,P0025,GH001,F02,42.33741677,0.108042399,0.047779256,Poor,None
2026-03-29,P0025,GH001,F02,28.74791438,0.322210329,0.091444401,Excellent,None
2026-04-12,P0025,GH001,F02,42.82688062,0.614734397,0.26018244,Good,None
2026-04-26,P0025,GH001,F02,45.94910342,0.384316533,0.075369254,Fair,Minor
2026-05-10,P0025,GH001,F02,43.83274404,0.245211,0.202372784,Good,None
2026-05-24,P0025,GH001,F02,27.41809527,0.1920334,0.146095788,Good,Minor
2026-06-07,P0025,GH001,F02,30.5960858,0.165203236,0.161797164,Fair,Minor
2026-06-21,P0025,GH001,F02,21.30618611,0.107270095,0.136250815,Fair,None
2026-07-05,P0025,GH001,F02,27.88896451,0.252668804,0.074295342,Excellent,None
2026-07-19,P0025,GH001,F02,32.74776296,0.115093376,0.113102635,Fair,None
2026-08-02,P0025,GH001,F02,34.81254741,0.337898663,0.035409313,Good,None
2026-08-16,P0025,GH001,F02,56.88000117,0.129007127,0.137902561,Good,None
2026-08-30,P0025,GH001,F02,30.06403522,0.201158686,0.64158073,Good,None
2026-02-15,P0026,GH007,F04,39.54665148,0.375593696,0.536103953,Fair,None
2026-03-01,P0026,GH007,F04,29.66907197,0.524527443,0.161954983,Fair,None
2026-03-15,P0026,GH007,F04,30.26020286,0.558131125,0.442571922,Poor,Severe
2026-03-29,P0026,GH007,F04,39.10806142,0.677300115,0.573191014,Good,Minor
2026-04-12,P0026,GH007,F04,30.45562567,0.417009848,0.256743583,Good,Minor
2026-04-26,P0026,GH007,F04,51.30266605,0.317898505,0.374087384,Poor,None
2026-05-10,P0026,GH007,F04,16.29854739,0.33684001,0.205735336,Excellent,Severe
2026-05-24,P0026,GH007,F04,22.84704632,0.410118155,0.400391442,Fair,None
2026-06-07,P0026,GH007,F04,23.51678698,0.388128181,0.242160493,Poor,Minor
2026-06-21,P0026,GH007,F04,41.881726,0.192831806,0.177845626,Good,None
2026-07-05,P0026,GH007,F04,32.5178821,0.309370503,0.207058922,Excellent,None
2026-07-19,P0026,GH007,F04,25.80541225,0.222258984,0.339413308,Good,None
2026-08-02,P0026,GH007,F04,42.09535338,0.286800999,0.238503306,Fair,Minor
2026-08-16,P0026,GH007,F04,28.30252101,0.590235733,0.19160601,Fair,Moderate
2026-08-30,P0026,GH007,F04,28.67237603,0.341591279,0.154529226,Excellent,None
2026-02-15,P0027,GH003,F08,31.75850579,0.069872178,0.007165496,Fair,Minor
2026-03-01,P0027,GH003,F08,43.15266619,0.428758729,0.195463742,Excellent,None
2026-03-15,P0027,GH003,F08,30.61550558,0.494129174,0.276012702,Good,None
2026-03-29,P0027,GH003,F08,34.06435723,0.151930974,0.388125491,Good,None
2026-04-12,P0027,GH003,F08,35.50096947,0.103341305,0.04829058,Excellent,Minor
2026-04-26,P0027,GH003,F08,25.92935082,0.253272782,0.304923862,Good,Severe
2026-05-10,P0027,GH003,F08,39.19785538,0.126536403,0.145849451,Fair,Minor
2026-05-24,P0027,GH003,F08,35.29471654,0.222598628,0.295891338,Good,None
2026-06-07,P0027,GH003,F08,35.19235413,0.455415018,0.147454888,Good,Minor
2026-06-21,P0027,GH003,F08,33.33304994,0.215319074,0.195500089,Excellent,Minor
2026-07-05,P0027,GH003,F08,23.44262434,0.082283268,0.282256698,Poor,None
2026-07-19,P0027,GH003,F08,36.13645499,0.493303676,0.176387009,Fair,None
2026-08-02,P0027,GH003,F08,20.25743091,0.417725887,0.062696659,Poor,None
2026-08-16,P0027,GH003,F08,36.91927093,0.270414789,0.058743306,Good,None
2026-08-30,P0027,GH003,F08,32.04766112,0.274747831,0.050561497,Good,Minor
2026-02-15,P0028,GH017,F08,36.40423308,0.229813563,0.184857377,Fair,None
2026-03-01,P0028,GH017,F08,21.9925768,0.482979987,0.057899948,Excellent,Minor
2026-03-15,P0028,GH017,F08,40.00885208,0.313444129,0.282543922,Excellent,None
2026-03-29,P0028,GH017,F08,28.50156863,0.144576037,0.123368759,Excellent,None
2026-04-12,P0028,GH017,F08,26.88152213,0.191337101,0.189335998,Excellent,None
2026-04-26,P0028,GH017,F08,41.08833264,0.141459953,0.607425052,Good,None
2026-05-10,P0028,GH017,F08,34.0085309,0.383946126,0.030042548,Poor,Moderate
2026-05-24,P0028,GH017,F08,28.67310563,0.328874727,0.19260654,Excellent,None
2026-06-07,P0028,GH017,F08,36.67579505,0.224875926,0.407943229,Fair,Minor
2026-06-21,P0028,GH017,F08,21.73477792,0.247475578,0.187116797,Excellent,None
2026-07-05,P0028,GH017,F08,35.95256495,0.343063806,0.176779883,Fair,Minor
2026-07-19,P0028,GH017,F08,34.40852055,0.284602194,0.310948808,Fair,Moderate
2026-08-02,P0028,GH017,F08,28.72657783,0.101023095,0.056960349,Good,Moderate
2026-08-16,P0028,GH017,F08,33.22167019,0.112462057,0.31264888,Good,None
2026-08-30,P0028,GH017,F08,31.13374465,0.379255094,0.161211308,Fair,Moderate
2026-02-15,P0029,GH014,F02,24.71432005,0.530960542,0.089594529,Good,None
2026-03-01,P0029,GH014,F02,30.5334675,0.118410212,0.071748654,Excellent,None
2026-03-15,P0029,GH014,F02,25.20186909,0.165920162,0.151057248,Good,Moderate
2026-03-29,P0029,GH014,F02,41.96130487,0.307573373,0.068173982,Good,None
2026-04-12,P0029,GH014,F02,22.23386487,0.316107879,0.021095335,Excellent,None
2026-04-26,P0029,GH014,F02,46.64365223,0.120481303,0.184005043,Poor,None
2026-05-10,P0029,GH014,F02,30.20993959,0.062588406,0.372389773,Good,Minor
2026-05-24,P0029,GH014,F02,31.28579962,0.138365717,0.145924651,Good,None
2026-06-07,P0029,GH014,F02,20.97122653,0.351022709,0.094764921,Excellent,Moderate
2026-06-21,P0029,GH014,F02,28.67699723,0.202104199,0.142775126,Good,None
2026-07-05,P0029,GH014,F02,34.01662247,0.040452224,0.105304332,Good,None
2026-07-19,P0029,GH014,F02,27.16167104,0.094607567,0.160276458,Good,None
2026-08-02,P0029,GH014,F02,22.8217186,0.428091444,0.08604553,Fair,None
2026-08-16,P0029,GH014,F02,46.28957445,0.324899389,0.293975121,Fair,Minor
2026-08-30,P0029,GH014,F02,49.47550108,0.445274215,0.034719271,Excellent,Minor
2026-02-15,P0030,GH012,F04,42.28153637,0.144871822,0.19108172,Good,Minor
2026-03-01,P0030,GH012,F04,47.75875146,0.224828988,0.171006426,Poor,None
2026-03-15,P0030,GH012,F04,39.03798172,0.285383379,0.230219736,Good,None
2026-03-29,P0030,GH012,F04,40.92562136,0.100459621,0.57886609,Good,None
2026-04-12,P0030,GH012,F04,31.85436107,0.293118962,0.178781838,Good,Minor
2026-04-26,P0030,GH012,F04,41.06971393,0.192958256,0.336810986,Excellent,None
2026-05-10,P0030,GH012,F04,25.13806619,0.327872013,0.208286289,Excellent,Moderate
2026-05-24,P0030,GH012,F04,34.85870731,0.490864662,0.14122187,Good,None
2026-06-07,P0030,GH012,F04,50.8312219,0.233994535,0.035804193,Excellent,None
2026-06-21,P0030,GH012,F04,33.34077454,0.191421381,0.034899867,Fair,Minor
2026-07-05,P0030,GH012,F04,53.01340171,0.254163811,0.376309927,Poor,Minor
2026-07-19,P0030,GH012,F04,33.41598079,0.292681248,0.071992482,Excellent,None
2026-08-02,P0030,GH012,F04,35.71998694,0.361948647,0.230907735,Good,None
2026-08-16,P0030,GH012,F04,37.43451382,0.330801908,0.07021356,Good,None
2026-08-30,P0030,GH012,F04,45.77502138,0.149815163,0.266007229,Poor,Severe
2026-02-15,P0031,GH019,F08,37.0280894,0.1783503,0.095536016,Fair,None
2026-03-01,P0031,GH019,F08,42.20216173,0.269893193,0.088230359,Good,None
2026-03-15,P0031,GH019,F08,24.2897368,0.331021199,0.110380071,Excellent,None
2026-03-29,P0031,GH019,F08,34.95373526,0.316385435,0.241607508,Good,None
2026-04-12,P0031,GH019,F08,38.04073874,0.159303375,0.162146521,Good,None
2026-04-26,P0031,GH019,F08,34.78100766,0.228468114,0.129860751,Excellent,Minor
2026-05-10,P0031,GH019,F08,26.10178922,0.161597708,0.204071132,Good,Minor
2026-05-24,P0031,GH019,F08,30.62604077,0.365396468,0.155766817,Excellent,None
2026-06-07,P0031,GH019,F08,34.68280786,0.265086918,0.3606723,Good,None
2026-06-21,P0031,GH019,F08,34.98349341,0.238858186,0.166637313,Good,None
2026-07-05,P0031,GH019,F08,28.05544775,0.059224386,0.165250472,Good,None
2026-07-19,P0031,GH019,F08,34.8877234,0.226294727,0.373161457,Fair,None
2026-08-02,P0031,GH019,F08,40.26255088,0.420814534,0.011412591,Good,Moderate
2026-08-16,P0031,GH019,F08,37.19470229,0.068026078,0.348106404,Fair,None
2026-08-30,P0031,GH019,F08,31.15899322,0.325696543,0.027422156,Good,Moderate
2026-02-15,P0032,GH020,F01,29.53698113,0.068596179,0.109042942,Fair,Moderate
2026-03-01,P0032,GH020,F01,42.49147748,0.5812131,0.289561108,Good,Minor
2026-03-15,P0032,GH020,F01,17.88760384,0.644038378,0.043073454,Good,None
2026-03-29,P0032,GH020,F01,38.06033561,0.189371705,0.24516386,Good,Moderate
2026-04-12,P0032,GH020,F01,34.70586262,0.05112506,0.061392283,Good,None
2026-04-26,P0032,GH020,F01,16.20613542,0.205935129,0.229408946,Good,Minor
2026-05-10,P0032,GH020,F01,24.13224358,0.214433166,0.187567742,Fair,Severe
2026-05-24,P0032,GH020,F01,37.54756487,0.265393023,0.146654538,Fair,None
2026-06-07,P0032,GH020,F01,24.73981137,0.331365679,0.254410602,Good,Moderate
2026-06-21,P0032,GH020,F01,39.72867087,0.314872387,0.288874045,Poor,Moderate
2026-07-05,P0032,GH020,F01,25.4667093,0.125347542,0.253077292,Poor,None
2026-07-19,P0032,GH020,F01,41.13361032,0.087989503,0.102572076,Good,None
2026-08-02,P0032,GH020,F01,18.55172603,0.12325969,0.075361466,Fair,Moderate
2026-08-16,P0032,GH020,F01,32.1093921,0.437795966,0.348359831,Good,Moderate
2026-08-30,P0032,GH020,F01,31.33729031,0.548226429,0.055077091,Good,None
2026-02-15,P0033,GH008,F05,23.6860402,0.531906206,0.052762004,Fair,Minor
2026-03-01,P0033,GH008,F05,22.14112658,0.192097894,0.136706412,Good,Moderate
2026-03-15,P0033,GH008,F05,40.43219931,0.052186958,0.095918701,Good,None
2026-03-29,P0033,GH008,F05,24.36296758,0.174328697,0.224933312,Excellent,Minor
2026-04-12,P0033,GH008,F05,48.16296848,0.069320895,0.393739728,Excellent,None
2026-04-26,P0033,GH008,F05,28.53250711,0.171665009,0.181447568,Excellent,Minor
2026-05-10,P0033,GH008,F05,54.05478862,0.301858764,0.137780715,Good,Minor
2026-05-24,P0033,GH008,F05,36.29265295,0.218505175,0.267083027,Fair,None
2026-06-07,P0033,GH008,F05,34.7613396,0.255372925,0.181284774,Good,None
2026-06-21,P0033,GH008,F05,39.33972859,0.121312087,0.21189316,Poor,Minor
2026-07-05,P0033,GH008,F05,25.1675899,0.20799469,0.43689279,Good,None
2026-07-19,P0033,GH008,F05,35.41186916,0.196806304,0.180766448,Excellent,None
2026-08-02,P0033,GH008,F05,31.91295087,0.30863125,0.23573652,Fair,None
2026-08-16,P0033,GH008,F05,33.22113326,0.369867764,0.098823191,Excellent,Moderate
2026-08-30,P0033,GH008,F05,52.07789349,0.278042097,0.282743052,Fair,Severe
2026-02-15,P0034,GH016,F05,46.55761912,0.197818454,0.110680583,Good,None
2026-03-01,P0034,GH016,F05,13.09653026,0.324832285,0.208347995,Good,None
2026-03-15,P0034,GH016,F05,22.45299632,0.237287074,0.149442377,Poor,Severe
2026-03-29,P0034,GH016,F05,23.99721439,0.452883613,0.218322795,Good,Minor
2026-04-12,P0034,GH016,F05,37.78847519,0.04084758,0.076071848,Good,None
2026-04-26,P0034,GH016,F05,23.0401344,0.081218257,0.106635153,Fair,None
2026-05-10,P0034,GH016,F05,24.44371035,0.106222376,0.106555235,Excellent,None
2026-05-24,P0034,GH016,F05,25.50634559,0.2074529,0.168155517,Good,Minor
2026-06-07,P0034,GH016,F05,38.61756706,0.24779922,0.152880275,Excellent,Moderate
2026-06-21,P0034,GH016,F05,46.29432305,0.367008669,0.154016108,Good,Minor
2026-07-05,P0034,GH016,F05,41.45590298,0.512367158,0.116299268,Good,Severe
2026-07-19,P0034,GH016,F05,24.50690299,0.103149445,0.043207843,Excellent,Minor
2026-08-02,P0034,GH016,F05,37.28919209,0.14970733,0.180381235,Fair,Severe
2026-08-16,P0034,GH016,F05,41.36076299,0.307205045,0.270246298,Fair,None
2026-08-30,P0034,GH016,F05,27.69667338,0.224202544,0.110352454,Excellent,Minor
2026-02-15,P0035,GH016,F05,37.35799483,0.326938807,0.239445134,Excellent,None
2026-03-01,P0035,GH016,F05,38.01875591,0.513225661,0.246836324,Excellent,Severe
2026-03-15,P0035,GH016,F05,37.53919623,0.36961473,0.492849576,Excellent,None
2026-03-29,P0035,GH016,F05,31.47692226,0.450622146,0.219350795,Fair,Moderate
2026-04-12,P0035,GH016,F05,33.66620495,0.304933657,0.239507629,Poor,Minor
2026-04-26,P0035,GH016,F05,31.48498188,0.446104258,0.397607422,Good,None
2026-05-10,P0035,GH016,F05,35.81169981,0.321444338,0.608262786,Good,Minor
2026-05-24,P0035,GH016,F05,39.83427828,0.417875865,0.485902568,Excellent,Minor
2026-06-07,P0035,GH016,F05,31.64938229,0.412209624,0.359481733,Fair,None
2026-06-21,P0035,GH016,F05,33.04942238,0.548368716,0.269277205,Good,None
2026-07-05,P0035,GH016,F05,38.0522235,0.467644545,0.25934745,Good,None
2026-07-19,P0035,GH016,F05,35.19393627,0.358695774,0.196042738,Fair,Minor
2026-08-02,P0035,GH016,F05,26.04870768,0.281121177,0.268607856,Good,None
2026-08-16,P0035,GH016,F05,30.82106656,0.286894364,0.408127862,Excellent,None
2026-08-30,P0035,GH016,F05,34.83715356,0.358967273,0.297622065,Good,None
2026-02-15,P0036,GH007,F04,23.32585116,0.464071851,0.304529736,Good,None
2026-03-01,P0036,GH007,F04,39.80322943,0.467512292,0.137332794,Fair,Minor
2026-03-15,P0036,GH007,F04,24.2089708,0.370779878,0.197852252,Good,Minor
2026-03-29,P0036,GH007,F04,23.4770471,0.356023828,0.078249039,Excellent,Minor
2026-04-12,P0036,GH007,F04,37.90915115,0.427207412,0.074015508,Good,None
2026-04-26,P0036,GH007,F04,30.23225815,0.041689492,0.263576947,Poor,Moderate
2026-05-10,P0036,GH007,F04,27.80762777,0.169591324,0.554952183,Good,Severe
2026-05-24,P0036,GH007,F04,15.59163666,0.086629954,0.159971969,Good,None
2026-06-07,P0036,GH007,F04,29.80538642,0.303793665,0.242007075,Excellent,Minor
2026-06-21,P0036,GH007,F04,44.31038033,0.244590602,0.251890546,Fair,None
2026-07-05,P0036,GH007,F04,30.314047,0.33794995,0.41994565,Good,None
2026-07-19,P0036,GH007,F04,39.60223218,0.243837156,0.150312063,Excellent,None
2026-08-02,P0036,GH007,F04,20.07864399,0.3460297,0.044007867,Good,Minor
2026-08-16,P0036,GH007,F04,36.42744635,0.337474358,0.127318429,Fair,None
2026-08-30,P0036,GH007,F04,28.68933032,0.12517572,0.129432569,Good,Moderate
2026-02-15,P0037,GH020,F01,35.0499905,0.378987792,0.192146871,Fair,Moderate
2026-03-01,P0037,GH020,F01,35.73864614,0.53550357,0.451976073,Excellent,None
2026-03-15,P0037,GH020,F01,33.7135798,0.553125369,0.355301287,Excellent,Minor
2026-03-29,P0037,GH020,F01,31.50456523,0.521587168,0.262079525,Good,Severe
2026-04-12,P0037,GH020,F01,24.71494958,0.734459504,0.354685126,Excellent,None
2026-04-26,P0037,GH020,F01,30.70643189,0.371905928,0.408032085,Good,None
2026-05-10,P0037,GH020,F01,41.96112292,0.354942523,0.321593812,Excellent,None
2026-05-24,P0037,GH020,F01,33.48643594,0.24858627,0.463234573,Fair,Minor
2026-06-07,P0037,GH020,F01,40.85339564,0.294643697,0.446341892,Fair,Severe
2026-06-21,P0037,GH020,F01,42.10628684,0.60217789,0.426261093,Good,None
2026-07-05,P0037,GH020,F01,35.00915347,0.459501555,0.164632966,Fair,None
2026-07-19,P0037,GH020,F01,27.33071361,0.273214886,0.245807986,Fair,Minor
2026-08-02,P0037,GH020,F01,44.87403438,0.249946284,0.161943004,Good,Moderate
2026-08-16,P0037,GH020,F01,32.83409356,0.458029477,0.191723352,Excellent,Minor
2026-08-30,P0037,GH020,F01,44.82535662,0.428920919,0.1719294,Fair,None
2026-02-15,P0038,GH018,F06,29.4088553,0.076535145,0.272067898,Good,None
2026-03-01,P0038,GH018,F06,28.4620439,0.363532586,0.288144464,Excellent,None
2026-03-15,P0038,GH018,F06,30.52637534,0.06768464,0.114787412,Good,None
2026-03-29,P0038,GH018,F06,26.79603304,0.241422494,0.141692516,Fair,Moderate
2026-04-12,P0038,GH018,F06,43.29443752,0.109655126,0.211777639,Good,None
2026-04-26,P0038,GH018,F06,26.0122495,0.512732157,0.13331589,Good,None
2026-05-10,P0038,GH018,F06,38.11112475,0.232447564,0.214706381,Good,None
2026-05-24,P0038,GH018,F06,40.68882959,0.4578948,0.391291592,Good,Minor
2026-06-07,P0038,GH018,F06,22.76033241,0.281653146,0.069816471,Fair,None
2026-06-21,P0038,GH018,F06,26.30188892,0.238659094,0.049148214,Good,None
2026-07-05,P0038,GH018,F06,39.88016923,0.22986514,0.340320358,Good,None
2026-07-19,P0038,GH018,F06,29.67187899,0.260517482,0.326847698,Poor,None
2026-08-02,P0038,GH018,F06,54.0081651,0.283269235,0.050123251,Fair,None
2026-08-16,P0038,GH018,F06,41.75674638,0.16264966,0.213683064,Excellent,Minor
2026-08-30,P0038,GH018,F06,22.80259764,0.187267095,0.382300321,Good,None
2026-02-15,P0039,GH020,F01,22.17870221,0.19790886,0.529758859,Good,None
2026-03-01,P0039,GH020,F01,32.34583519,0.167837607,0.097252969,Fair,None
2026-03-15,P0039,GH020,F01,41.41759872,0.346952121,0.272809863,Excellent,Minor
2026-03-29,P0039,GH020,F01,26.4255563,0.443516683,0.154391737,Excellent,None
2026-04-12,P0039,GH020,F01,30.84182803,0.077274729,0.500068188,Good,Minor
2026-04-26,P0039,GH020,F01,24.98748742,0.18955927,0.084240975,Fair,None
2026-05-10,P0039,GH020,F01,35.27220263,0.087661768,0.149411118,Excellent,Moderate
2026-05-24,P0039,GH020,F01,38.50799714,0.187276942,0.198995024,Poor,None
2026-06-07,P0039,GH020,F01,40.92004317,0.223557765,0.446887874,Fair,None
2026-06-21,P0039,GH020,F01,41.97645993,0.40922393,0.130662975,Good,Moderate
2026-07-05,P0039,GH020,F01,25.09040374,0.049102814,0.079809398,Fair,Minor
2026-07-19,P0039,GH020,F01,47.29857536,0.376652946,0.358771516,Good,Minor
2026-08-02,P0039,GH020,F01,46.6396398,0.078762011,0.141868727,Excellent,None
2026-08-16,P0039,GH020,F01,34.0944576,0.458895875,0.106703636,Good,None
2026-08-30,P0039,GH020,F01,46.30072386,0.23676557,0.177156424,Good,Moderate
2026-02-15,P0040,GH005,F01,18.94613566,0.47423404,0.231931564,Good,None
2026-03-01,P0040,GH005,F01,33.70153127,0.383521764,0.301430979,Fair,None
2026-03-15,P0040,GH005,F01,23.93380152,0.232909272,0.179186027,Fair,Minor
2026-03-29,P0040,GH005,F01,26.35128964,0.340181236,0.532773128,Good,None
2026-04-12,P0040,GH005,F01,34.51425159,0.411842629,0.19166142,Fair,None
2026-04-26,P0040,GH005,F01,30.85682688,0.249067078,0.226918497,Fair,Minor
2026-05-10,P0040,GH005,F01,31.51043018,0.396447818,0.37188502,Excellent,Moderate
2026-05-24,P0040,GH005,F01,37.27962063,0.333834015,0.450657547,Fair,None
2026-06-07,P0040,GH005,F01,30.47673603,0.382956939,0.164481611,Good,None
2026-06-21,P0040,GH005,F01,27.16549691,0.886096504,0.411403927,Good,Moderate
2026-07-05,P0040,GH005,F01,23.70024451,0.349187755,0.235203284,Good,None
2026-07-19,P0040,GH005,F01,31.03982002,0.771125807,0.178650416,Fair,None
2026-08-02,P0040,GH005,F01,22.79131621,0.536131351,0.3260461,Good,None
2026-08-16,P0040,GH005,F01,34.42984113,0.442254436,0.292542378,Excellent,Moderate
2026-08-30,P0040,GH005,F01,36.52978773,0.359629642,0.515750512,Fair,None
2026-02-15,P0041,GH004,F01,31.13034971,0.107254532,0.206737208,Good,Minor
2026-03-01,P0041,GH004,F01,45.40800961,0.399101459,0.290521893,Fair,None
2026-03-15,P0041,GH004,F01,38.71485859,0.319406317,0.526470175,Good,Minor
2026-03-29,P0041,GH004,F01,46.94835013,0.268118818,0.388136915,Good,None
2026-04-12,P0041,GH004,F01,24.97349054,0.393239317,0.047514318,Fair,Minor
2026-04-26,P0041,GH004,F01,31.33673678,0.211098452,0.031923519,Good,None
2026-05-10,P0041,GH004,F01,40.03771093,0.055582618,0.130024459,Good,None
2026-05-24,P0041,GH004,F01,33.70935865,0.353348066,0.177301361,Excellent,None
2026-06-07,P0041,GH004,F01,25.19312039,0.334736672,0.029940514,Poor,None
2026-06-21,P0041,GH004,F01,24.03185854,0.172536851,0.125966067,Fair,Moderate
2026-07-05,P0041,GH004,F01,47.7074547,0.183894622,0.069886465,Fair,None
2026-07-19,P0041,GH004,F01,20.11196143,0.206068582,0.169246551,Fair,Minor
2026-08-02,P0041,GH004,F01,14.53191741,0.247783726,0.087820206,Excellent,Moderate
2026-08-16,P0041,GH004,F01,33.66122929,0.034339234,0.235617459,Excellent,None
2026-08-30,P0041,GH004,F01,28.97804763,0.207775575,0.190137143,Excellent,None
2026-02-15,P0042,GH002,F01,28.46425247,0.21044898,0.27615246,Good,Minor
2026-03-01,P0042,GH002,F01,35.66237616,0.287288634,0.436073984,Poor,None
2026-03-15,P0042,GH002,F01,32.35551192,0.57661867,0.175679614,Good,Moderate
2026-03-29,P0042,GH002,F01,33.16245448,0.656085217,0.12400706,Excellent,None
2026-04-12,P0042,GH002,F01,41.08726886,0.629060025,0.484642627,Excellent,None
2026-04-26,P0042,GH002,F01,19.25028798,0.579820895,0.442428079,Good,None
2026-05-10,P0042,GH002,F01,43.94655144,0.362516149,0.350829127,Good,None
2026-05-24,P0042,GH002,F01,37.22549335,0.194329785,0.321447777,Excellent,None
2026-06-07,P0042,GH002,F01,26.01102239,0.258263433,0.375127051,Good,Minor
2026-06-21,P0042,GH002,F01,17.77978225,0.430607812,0.540104197,Poor,None
2026-07-05,P0042,GH002,F01,53.19826045,0.302970575,0.278740319,Good,None
2026-07-19,P0042,GH002,F01,23.88807042,0.426190618,0.232855974,Fair,Moderate
2026-08-02,P0042,GH002,F01,37.07737435,0.294530968,0.256608403,Good,Minor
2026-08-16,P0042,GH002,F01,32.73394839,0.305999739,0.457682627,Poor,Severe
2026-08-30,P0042,GH002,F01,25.88009551,0.350984103,0.135297746,Excellent,Minor
2026-02-15,P0043,GH009,F06,40.22799251,0.313673577,0.322740642,Poor,None
2026-03-01,P0043,GH009,F06,21.91652714,0.417888874,0.091405613,Good,Moderate
2026-03-15,P0043,GH009,F06,26.33741306,0.349050674,0.155510293,Good,Severe
2026-03-29,P0043,GH009,F06,35.01014229,0.329114434,0.393829517,Good,None
2026-04-12,P0043,GH009,F06,16.0436818,0.25942726,0.220439558,Fair,None
2026-04-26,P0043,GH009,F06,27.90760412,0.233461552,0.08313984,Good,None
2026-05-10,P0043,GH009,F06,28.10238946,0.190179257,0.332397918,Excellent,None
2026-05-24,P0043,GH009,F06,35.02513722,0.078210157,0.241749208,Excellent,None
2026-06-07,P0043,GH009,F06,39.27408743,0.183284506,0.055400113,Good,Minor
2026-06-21,P0043,GH009,F06,34.93704037,0.156334925,0.058321172,Good,None
2026-07-05,P0043,GH009,F06,30.83275695,0.22009479,0.354883327,Good,None
2026-07-19,P0043,GH009,F06,52.45576621,0.298497035,0.061267736,Excellent,Moderate
2026-08-02,P0043,GH009,F06,22.23604245,0.212317538,0.182906387,Fair,None
2026-08-16,P0043,GH009,F06,22.21150967,0.061585588,0.103712013,Good,Moderate
2026-08-30,P0043,GH009,F06,23.84619459,0.088173861,0.101329734,Excellent,Severe
2026-02-15,P0044,GH017,F08,39.01674621,0.391235168,0.193289446,Good,Severe
2026-03-01,P0044,GH017,F08,34.95089316,0.316399106,0.477484409,Excellent,Severe
2026-03-15,P0044,GH017,F08,38.13777356,0.645977099,0.602284423,Excellent,None
2026-03-29,P0044,GH017,F08,33.9968604,0.366552822,0.328042559,Excellent,None
